dataset,level,transition,pure_default_optimizer_boundary,opcode,total_before,total_after,total_delta,cases_changed
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,and,1899,1787,-112,7
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,br,3094,3078,-16,6
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,call,2341,2333,-8,7
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,getelementptr,4090,3821,-269,21
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,icmp,1969,1907,-62,10
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,load,6111,6001,-110,15
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,phi,1555,1558,3,10
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,ptrtoint,210,211,1,4
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,ret,202,198,-4,8
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,select,900,840,-60,7
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,sext,909,908,-1,5
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,shl,737,742,5,5
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,store,8149,8043,-106,9
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,sub,316,308,-8,6
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,switch,89,90,1,1
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,trunc,730,728,-2,3
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,zext,2335,2234,-101,7
public_v1,O2,bundle_exact_pointer_passes,False,mul,887,886,-1,1
public_v1,O2,bundle_exact_pointer_passes,False,or,1783,1779,-4,2
public_v1,O2,bundle_exact_pointer_passes,False,trunc,751,745,-6,1
public_v1,O2,bundle_exact_pointer_passes,False,xor,1422,1423,1,1
public_v1,O2,llvm_default_opt_boundary_3,True,mul,886,764,-122,10
public_v1,O2,llvm_default_opt_boundary_3,True,or,1779,1293,-486,12
public_v1,O2,llvm_default_opt_boundary_3,True,xor,1423,1216,-207,14
public_v1,O2,custom_storage_delift,False,mul,764,764,0,0
public_v1,O2,custom_storage_delift,False,or,1293,1293,0,0
public_v1,O2,custom_storage_delift,False,xor,1216,1216,0,0
public_v1,O2,custom_residual_strip,False,mul,764,764,0,0
public_v1,O2,custom_residual_strip,False,or,1293,1293,0,0
public_v1,O2,custom_residual_strip,False,xor,1216,1216,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,mul,764,751,-13,4
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,or,1293,1196,-97,4
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,xor,1216,1185,-31,5
public_v1,O2,main_combined_custom_plus_opt_1_2,False,extractvalue,0,709,709,24
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fcmp,97,26,-71,9
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fptosi,9,1,-8,3
public_v1,O2,main_combined_custom_plus_opt_1_2,False,insertvalue,0,309,309,24
public_v1,O2,main_combined_custom_plus_opt_1_2,False,sitofp,25,9,-16,6
public_v1,O2,bundle_exact_pointer_passes,False,extractvalue,709,700,-9,1
public_v1,O2,bundle_exact_pointer_passes,False,fcmp,26,26,0,0
public_v1,O2,bundle_exact_pointer_passes,False,fptosi,1,1,0,0
public_v1,O2,bundle_exact_pointer_passes,False,insertvalue,309,309,0,0
public_v1,O2,bundle_exact_pointer_passes,False,inttoptr,234,233,-1,1
public_v1,O2,bundle_exact_pointer_passes,False,lshr,173,173,0,0
public_v1,O2,bundle_exact_pointer_passes,False,sitofp,9,9,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,extractvalue,700,577,-123,13
public_v1,O2,llvm_default_opt_boundary_3,True,fcmp,26,26,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,fptosi,1,1,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,insertvalue,309,222,-87,20
public_v1,O2,llvm_default_opt_boundary_3,True,inttoptr,233,227,-6,3
public_v1,O2,llvm_default_opt_boundary_3,True,lshr,173,178,5,3
public_v1,O2,llvm_default_opt_boundary_3,True,sitofp,9,9,0,0
public_v1,O2,custom_storage_delift,False,fcmp,26,26,0,0
public_v1,O2,custom_storage_delift,False,fptosi,1,1,0,0
public_v1,O2,custom_storage_delift,False,inttoptr,227,227,0,0
public_v1,O2,custom_storage_delift,False,lshr,178,178,0,0
public_v1,O2,custom_storage_delift,False,sitofp,9,9,0,0
public_v1,O2,custom_residual_strip,False,fcmp,26,26,0,0
public_v1,O2,custom_residual_strip,False,fptosi,1,1,0,0
public_v1,O2,custom_residual_strip,False,inttoptr,227,227,0,0
public_v1,O2,custom_residual_strip,False,lshr,178,178,0,0
public_v1,O2,custom_residual_strip,False,sitofp,9,9,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fcmp,26,26,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fptosi,1,1,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,inttoptr,227,213,-14,6
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,lshr,178,180,2,1
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,sitofp,9,9,0,0
public_v1,O2,main_combined_custom_plus_opt_1_2,False,bitcast,485,45,-440,26
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fadd,45,21,-24,7
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fdiv,17,11,-6,3
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fmul,13,14,1,4
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fsub,32,33,1,3
public_v1,O2,bundle_exact_pointer_passes,False,bitcast,45,45,0,0
public_v1,O2,bundle_exact_pointer_passes,False,fadd,21,21,0,0
public_v1,O2,bundle_exact_pointer_passes,False,fdiv,11,11,0,0
public_v1,O2,bundle_exact_pointer_passes,False,fmul,14,14,0,0
public_v1,O2,bundle_exact_pointer_passes,False,fsub,33,33,0,0
public_v1,O2,bundle_exact_pointer_passes,False,unreachable,74,74,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,bitcast,45,47,2,1
public_v1,O2,llvm_default_opt_boundary_3,True,fadd,21,21,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,fdiv,11,11,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,fmul,14,14,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,fsub,33,33,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,unreachable,74,76,2,1
public_v1,O2,custom_storage_delift,False,bitcast,47,47,0,0
public_v1,O2,custom_storage_delift,False,extractvalue,577,577,0,0
public_v1,O2,custom_storage_delift,False,fadd,21,21,0,0
public_v1,O2,custom_storage_delift,False,fdiv,11,11,0,0
public_v1,O2,custom_storage_delift,False,fmul,14,14,0,0
public_v1,O2,custom_storage_delift,False,fsub,33,33,0,0
public_v1,O2,custom_storage_delift,False,insertvalue,222,222,0,0
public_v1,O2,custom_storage_delift,False,unreachable,76,76,0,0
public_v1,O2,custom_residual_strip,False,bitcast,47,47,0,0
public_v1,O2,custom_residual_strip,False,extractvalue,577,577,0,0
public_v1,O2,custom_residual_strip,False,fadd,21,21,0,0
public_v1,O2,custom_residual_strip,False,fdiv,11,11,0,0
public_v1,O2,custom_residual_strip,False,fmul,14,14,0,0
public_v1,O2,custom_residual_strip,False,fsub,33,33,0,0
public_v1,O2,custom_residual_strip,False,insertvalue,222,222,0,0
public_v1,O2,custom_residual_strip,False,unreachable,76,76,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,bitcast,47,47,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,extractvalue,577,566,-11,4
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fadd,21,21,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fdiv,11,11,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fmul,14,14,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fsub,33,33,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,insertvalue,222,214,-8,4
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,unreachable,76,76,0,0
public_v1,O2,bundle_exact_pointer_passes,False,ashr,94,90,-4,1
public_v1,O2,llvm_default_opt_boundary_3,True,ashr,90,87,-3,2
public_v1,O2,custom_storage_delift,False,ashr,87,87,0,0
public_v1,O2,custom_residual_strip,False,ashr,87,87,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,ashr,87,91,4,2
public_v1,O2,main_combined_custom_plus_opt_1_2,False,sdiv,261,47,-214,17
public_v1,O2,main_combined_custom_plus_opt_1_2,False,srem,92,22,-70,13
public_v1,O2,main_combined_custom_plus_opt_1_2,False,udiv,23,9,-14,6
public_v1,O2,bundle_exact_pointer_passes,False,sdiv,47,47,0,0
public_v1,O2,bundle_exact_pointer_passes,False,srem,22,22,0,0
public_v1,O2,bundle_exact_pointer_passes,False,udiv,9,9,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,sdiv,47,50,3,2
public_v1,O2,llvm_default_opt_boundary_3,True,srem,22,23,1,1
public_v1,O2,llvm_default_opt_boundary_3,True,udiv,9,9,0,0
public_v1,O2,custom_storage_delift,False,sdiv,50,50,0,0
public_v1,O2,custom_storage_delift,False,srem,23,23,0,0
public_v1,O2,custom_storage_delift,False,udiv,9,9,0,0
public_v1,O2,custom_residual_strip,False,sdiv,50,50,0,0
public_v1,O2,custom_residual_strip,False,srem,23,23,0,0
public_v1,O2,custom_residual_strip,False,udiv,9,9,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,sdiv,50,50,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,srem,23,23,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,udiv,9,9,0,0
public_v1,O2,main_combined_custom_plus_opt_1_2,False,fneg,0,1,1,1
public_v1,O2,bundle_exact_pointer_passes,False,fneg,1,1,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,fneg,1,1,0,0
public_v1,O2,custom_storage_delift,False,fneg,1,1,0,0
public_v1,O2,custom_residual_strip,False,fneg,1,1,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,fneg,1,1,0,0
public_v1,O2,main_combined_custom_plus_opt_1_2,False,uitofp,0,1,1,1
public_v1,O2,bundle_exact_pointer_passes,False,uitofp,1,1,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,uitofp,1,1,0,0
public_v1,O2,custom_storage_delift,False,uitofp,1,1,0,0
public_v1,O2,custom_residual_strip,False,uitofp,1,1,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,uitofp,1,1,0,0
public_v1,O2,main_combined_custom_plus_opt_1_2,False,freeze,0,7,7,3
public_v1,O2,main_combined_custom_plus_opt_1_2,False,urem,0,8,8,2
public_v1,O2,bundle_exact_pointer_passes,False,freeze,7,7,0,0
public_v1,O2,bundle_exact_pointer_passes,False,urem,8,8,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,freeze,7,7,0,0
public_v1,O2,llvm_default_opt_boundary_3,True,urem,8,8,0,0
public_v1,O2,custom_storage_delift,False,freeze,7,7,0,0
public_v1,O2,custom_storage_delift,False,urem,8,8,0,0
public_v1,O2,custom_residual_strip,False,freeze,7,7,0,0
public_v1,O2,custom_residual_strip,False,urem,8,8,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,freeze,7,7,0,0
public_v1,O2,final_tail_opt_4_plus_custom_cleanup,False,urem,8,8,0,0
public_v1,O2,main_combined_custom_plus_opt_1_2,False,extractelement,8,0,-8,2
public_v1,O3,main_combined_custom_plus_opt_1_2,False,add,14799,3360,-11439,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,alloca,0,154,154,37
public_v1,O3,main_combined_custom_plus_opt_1_2,False,and,22049,2437,-19612,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,ashr,6003,95,-5908,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,br,15689,3235,-12454,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,call,4144,2336,-1808,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,getelementptr,1867,4517,2650,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,icmp,27809,2085,-25724,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,inttoptr,17220,228,-16992,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,load,24374,6563,-17811,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,lshr,10859,198,-10661,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,mul,3858,899,-2959,39
public_v1,O3,main_combined_custom_plus_opt_1_2,False,or,5054,1809,-3245,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,phi,441,1690,1249,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,ptrtoint,0,621,621,31
public_v1,O3,main_combined_custom_plus_opt_1_2,False,ret,1552,203,-1349,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,select,3720,893,-2827,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,sext,1277,938,-339,35
public_v1,O3,main_combined_custom_plus_opt_1_2,False,shl,6596,760,-5836,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,store,53684,9090,-44594,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,sub,28799,812,-27987,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,switch,2,91,89,27
public_v1,O3,main_combined_custom_plus_opt_1_2,False,trunc,40899,801,-40098,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,unreachable,593,76,-517,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,xor,19023,1439,-17584,40
public_v1,O3,main_combined_custom_plus_opt_1_2,False,zext,46209,2780,-43429,40
public_v1,O3,bundle_exact_pointer_passes,False,add,3360,3138,-222,20
public_v1,O3,bundle_exact_pointer_passes,False,alloca,154,153,-1,1
public_v1,O3,bundle_exact_pointer_passes,False,and,2437,2435,-2,6
public_v1,O3,bundle_exact_pointer_passes,False,br,3235,3143,-92,26
public_v1,O3,bundle_exact_pointer_passes,False,call,2336,2330,-6,2
public_v1,O3,bundle_exact_pointer_passes,False,getelementptr,4517,4434,-83,21
public_v1,O3,bundle_exact_pointer_passes,False,icmp,2085,2076,-9,4
public_v1,O3,bundle_exact_pointer_passes,False,load,6563,6465,-98,11
public_v1,O3,bundle_exact_pointer_passes,False,phi,1690,1620,-70,16
public_v1,O3,bundle_exact_pointer_passes,False,ptrtoint,621,567,-54,16
public_v1,O3,bundle_exact_pointer_passes,False,ret,203,203,0,0
public_v1,O3,bundle_exact_pointer_passes,False,select,893,897,4,6
public_v1,O3,bundle_exact_pointer_passes,False,sext,938,930,-8,2
public_v1,O3,bundle_exact_pointer_passes,False,shl,760,741,-19,2
public_v1,O3,bundle_exact_pointer_passes,False,store,9090,9050,-40,2
public_v1,O3,bundle_exact_pointer_passes,False,sub,812,475,-337,21
public_v1,O3,bundle_exact_pointer_passes,False,switch,91,89,-2,1
public_v1,O3,bundle_exact_pointer_passes,False,zext,2780,2753,-27,4
public_v1,O3,llvm_default_opt_boundary_3,True,add,3138,2729,-409,24
public_v1,O3,llvm_default_opt_boundary_3,True,alloca,153,147,-6,1
public_v1,O3,llvm_default_opt_boundary_3,True,and,2435,1920,-515,12
public_v1,O3,llvm_default_opt_boundary_3,True,br,3143,3161,18,17
public_v1,O3,llvm_default_opt_boundary_3,True,call,2330,2325,-5,12
public_v1,O3,llvm_default_opt_boundary_3,True,getelementptr,4434,4067,-367,27
public_v1,O3,llvm_default_opt_boundary_3,True,icmp,2076,2008,-68,17
public_v1,O3,llvm_default_opt_boundary_3,True,load,6465,6091,-374,24
public_v1,O3,llvm_default_opt_boundary_3,True,phi,1620,1635,15,25
public_v1,O3,llvm_default_opt_boundary_3,True,ptrtoint,567,204,-363,21
public_v1,O3,llvm_default_opt_boundary_3,True,ret,203,199,-4,4
public_v1,O3,llvm_default_opt_boundary_3,True,select,897,901,4,16
public_v1,O3,llvm_default_opt_boundary_3,True,sext,930,908,-22,12
public_v1,O3,llvm_default_opt_boundary_3,True,shl,741,743,2,7
public_v1,O3,llvm_default_opt_boundary_3,True,store,9050,8293,-757,26
public_v1,O3,llvm_default_opt_boundary_3,True,sub,475,340,-135,18
public_v1,O3,llvm_default_opt_boundary_3,True,switch,89,89,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,trunc,795,800,5,10
public_v1,O3,llvm_default_opt_boundary_3,True,zext,2753,2352,-401,17
public_v1,O3,custom_storage_delift,False,add,2729,2729,0,0
public_v1,O3,custom_storage_delift,False,alloca,147,147,0,0
public_v1,O3,custom_storage_delift,False,and,1920,1920,0,0
public_v1,O3,custom_storage_delift,False,br,3161,3161,0,0
public_v1,O3,custom_storage_delift,False,call,2325,2325,0,0
public_v1,O3,custom_storage_delift,False,getelementptr,4067,4067,0,0
public_v1,O3,custom_storage_delift,False,icmp,2008,2008,0,0
public_v1,O3,custom_storage_delift,False,load,6091,6091,0,0
public_v1,O3,custom_storage_delift,False,phi,1635,1635,0,0
public_v1,O3,custom_storage_delift,False,ptrtoint,204,204,0,0
public_v1,O3,custom_storage_delift,False,ret,199,199,0,0
public_v1,O3,custom_storage_delift,False,select,901,901,0,0
public_v1,O3,custom_storage_delift,False,sext,908,908,0,0
public_v1,O3,custom_storage_delift,False,shl,743,743,0,0
public_v1,O3,custom_storage_delift,False,store,8293,8293,0,0
public_v1,O3,custom_storage_delift,False,sub,340,340,0,0
public_v1,O3,custom_storage_delift,False,switch,89,89,0,0
public_v1,O3,custom_storage_delift,False,trunc,800,800,0,0
public_v1,O3,custom_storage_delift,False,zext,2352,2352,0,0
public_v1,O3,custom_residual_strip,False,add,2729,2729,0,0
public_v1,O3,custom_residual_strip,False,alloca,147,147,0,0
public_v1,O3,custom_residual_strip,False,and,1920,1920,0,0
public_v1,O3,custom_residual_strip,False,br,3161,3161,0,0
public_v1,O3,custom_residual_strip,False,call,2325,2325,0,0
public_v1,O3,custom_residual_strip,False,getelementptr,4067,4067,0,0
public_v1,O3,custom_residual_strip,False,icmp,2008,2008,0,0
public_v1,O3,custom_residual_strip,False,load,6091,6091,0,0
public_v1,O3,custom_residual_strip,False,phi,1635,1635,0,0
public_v1,O3,custom_residual_strip,False,ptrtoint,204,204,0,0
public_v1,O3,custom_residual_strip,False,ret,199,199,0,0
public_v1,O3,custom_residual_strip,False,select,901,901,0,0
public_v1,O3,custom_residual_strip,False,sext,908,908,0,0
public_v1,O3,custom_residual_strip,False,shl,743,743,0,0
public_v1,O3,custom_residual_strip,False,store,8293,8293,0,0
public_v1,O3,custom_residual_strip,False,sub,340,340,0,0
public_v1,O3,custom_residual_strip,False,switch,89,89,0,0
public_v1,O3,custom_residual_strip,False,trunc,800,800,0,0
public_v1,O3,custom_residual_strip,False,zext,2352,2352,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,add,2729,2645,-84,10
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,alloca,147,146,-1,1
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,and,1920,1816,-104,6
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,br,3161,3145,-16,6
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,call,2325,2315,-10,8
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,getelementptr,4067,3765,-302,19
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,icmp,2008,1951,-57,8
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,load,6091,6016,-75,13
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,phi,1635,1623,-12,9
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ptrtoint,204,203,-1,2
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ret,199,195,-4,9
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,select,901,848,-53,6
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sext,908,907,-1,5
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,shl,743,744,1,4
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,store,8293,8121,-172,9
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sub,340,334,-6,2
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,switch,89,90,1,1
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,trunc,800,802,2,3
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,zext,2352,2259,-93,6
public_v1,O3,bundle_exact_pointer_passes,False,mul,899,898,-1,1
public_v1,O3,bundle_exact_pointer_passes,False,or,1809,1805,-4,2
public_v1,O3,bundle_exact_pointer_passes,False,trunc,801,795,-6,1
public_v1,O3,bundle_exact_pointer_passes,False,xor,1439,1440,1,1
public_v1,O3,llvm_default_opt_boundary_3,True,mul,898,777,-121,12
public_v1,O3,llvm_default_opt_boundary_3,True,or,1805,1320,-485,12
public_v1,O3,llvm_default_opt_boundary_3,True,xor,1440,1243,-197,15
public_v1,O3,custom_storage_delift,False,mul,777,777,0,0
public_v1,O3,custom_storage_delift,False,or,1320,1320,0,0
public_v1,O3,custom_storage_delift,False,xor,1243,1243,0,0
public_v1,O3,custom_residual_strip,False,mul,777,777,0,0
public_v1,O3,custom_residual_strip,False,or,1320,1320,0,0
public_v1,O3,custom_residual_strip,False,xor,1243,1243,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,mul,777,765,-12,3
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,or,1320,1227,-93,5
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,xor,1243,1209,-34,4
public_v1,O3,main_combined_custom_plus_opt_1_2,False,extractvalue,0,678,678,22
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fcmp,97,26,-71,9
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fptosi,9,1,-8,3
public_v1,O3,main_combined_custom_plus_opt_1_2,False,insertvalue,0,281,281,22
public_v1,O3,main_combined_custom_plus_opt_1_2,False,sitofp,25,9,-16,6
public_v1,O3,bundle_exact_pointer_passes,False,extractvalue,678,669,-9,1
public_v1,O3,bundle_exact_pointer_passes,False,fcmp,26,26,0,0
public_v1,O3,bundle_exact_pointer_passes,False,fptosi,1,1,0,0
public_v1,O3,bundle_exact_pointer_passes,False,insertvalue,281,281,0,0
public_v1,O3,bundle_exact_pointer_passes,False,inttoptr,228,226,-2,2
public_v1,O3,bundle_exact_pointer_passes,False,lshr,198,198,0,0
public_v1,O3,bundle_exact_pointer_passes,False,sitofp,9,9,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,extractvalue,669,545,-124,13
public_v1,O3,llvm_default_opt_boundary_3,True,fcmp,26,26,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,fptosi,1,1,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,insertvalue,281,202,-79,18
public_v1,O3,llvm_default_opt_boundary_3,True,inttoptr,226,223,-3,2
public_v1,O3,llvm_default_opt_boundary_3,True,lshr,198,211,13,4
public_v1,O3,llvm_default_opt_boundary_3,True,sitofp,9,9,0,0
public_v1,O3,custom_storage_delift,False,fcmp,26,26,0,0
public_v1,O3,custom_storage_delift,False,fptosi,1,1,0,0
public_v1,O3,custom_storage_delift,False,inttoptr,223,223,0,0
public_v1,O3,custom_storage_delift,False,lshr,211,211,0,0
public_v1,O3,custom_storage_delift,False,sitofp,9,9,0,0
public_v1,O3,custom_residual_strip,False,fcmp,26,26,0,0
public_v1,O3,custom_residual_strip,False,fptosi,1,1,0,0
public_v1,O3,custom_residual_strip,False,inttoptr,223,223,0,0
public_v1,O3,custom_residual_strip,False,lshr,211,211,0,0
public_v1,O3,custom_residual_strip,False,sitofp,9,9,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fcmp,26,26,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fptosi,1,1,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,inttoptr,223,213,-10,4
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,lshr,211,212,1,1
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sitofp,9,9,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,bitcast,485,45,-440,26
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fadd,45,21,-24,7
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fdiv,17,11,-6,3
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fmul,13,14,1,4
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fsub,32,33,1,3
public_v1,O3,bundle_exact_pointer_passes,False,bitcast,45,45,0,0
public_v1,O3,bundle_exact_pointer_passes,False,fadd,21,21,0,0
public_v1,O3,bundle_exact_pointer_passes,False,fdiv,11,11,0,0
public_v1,O3,bundle_exact_pointer_passes,False,fmul,14,14,0,0
public_v1,O3,bundle_exact_pointer_passes,False,fsub,33,33,0,0
public_v1,O3,bundle_exact_pointer_passes,False,unreachable,76,76,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,bitcast,45,47,2,1
public_v1,O3,llvm_default_opt_boundary_3,True,fadd,21,21,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,fdiv,11,11,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,fmul,14,14,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,fsub,33,33,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,unreachable,76,76,0,0
public_v1,O3,custom_storage_delift,False,bitcast,47,47,0,0
public_v1,O3,custom_storage_delift,False,extractvalue,545,545,0,0
public_v1,O3,custom_storage_delift,False,fadd,21,21,0,0
public_v1,O3,custom_storage_delift,False,fdiv,11,11,0,0
public_v1,O3,custom_storage_delift,False,fmul,14,14,0,0
public_v1,O3,custom_storage_delift,False,fsub,33,33,0,0
public_v1,O3,custom_storage_delift,False,insertvalue,202,202,0,0
public_v1,O3,custom_storage_delift,False,unreachable,76,76,0,0
public_v1,O3,custom_residual_strip,False,bitcast,47,47,0,0
public_v1,O3,custom_residual_strip,False,extractvalue,545,545,0,0
public_v1,O3,custom_residual_strip,False,fadd,21,21,0,0
public_v1,O3,custom_residual_strip,False,fdiv,11,11,0,0
public_v1,O3,custom_residual_strip,False,fmul,14,14,0,0
public_v1,O3,custom_residual_strip,False,fsub,33,33,0,0
public_v1,O3,custom_residual_strip,False,insertvalue,202,202,0,0
public_v1,O3,custom_residual_strip,False,unreachable,76,76,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,bitcast,47,47,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,extractvalue,545,535,-10,3
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fadd,21,21,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fdiv,11,11,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fmul,14,14,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fsub,33,33,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,insertvalue,202,193,-9,3
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,unreachable,76,78,2,1
public_v1,O3,bundle_exact_pointer_passes,False,ashr,95,91,-4,1
public_v1,O3,llvm_default_opt_boundary_3,True,ashr,91,92,1,2
public_v1,O3,custom_storage_delift,False,ashr,92,92,0,0
public_v1,O3,custom_residual_strip,False,ashr,92,92,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ashr,92,96,4,2
