dataset,level,sample_id,transition,pure_default_optimizer_boundary,opcode,before,after,delta
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,shl,80,42,-38
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,store,860,257,-603
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,sub,446,42,-404
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,switch,0,3,3
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,trunc,657,29,-628
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,unreachable,3,0,-3
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,xor,310,31,-279
public_v1,O1,p02029,main_combined_custom_plus_opt_1_2,False,zext,715,77,-638
public_v1,O1,p02029,bundle_exact_pointer_passes,False,add,80,73,-7
public_v1,O1,p02029,bundle_exact_pointer_passes,False,alloca,1,1,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,and,50,50,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,ashr,4,4,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,br,118,114,-4
public_v1,O1,p02029,bundle_exact_pointer_passes,False,call,89,89,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,extractvalue,69,69,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,getelementptr,148,150,2
public_v1,O1,p02029,bundle_exact_pointer_passes,False,icmp,55,55,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,insertvalue,21,21,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,inttoptr,1,1,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,load,229,228,-1
public_v1,O1,p02029,bundle_exact_pointer_passes,False,lshr,4,4,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,mul,10,10,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,or,37,37,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,phi,35,35,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,ptrtoint,44,40,-4
public_v1,O1,p02029,bundle_exact_pointer_passes,False,ret,7,7,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,select,26,26,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,sext,42,42,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,shl,42,42,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,store,257,257,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,sub,42,24,-18
public_v1,O1,p02029,bundle_exact_pointer_passes,False,switch,3,3,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,trunc,29,29,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,xor,31,31,0
public_v1,O1,p02029,bundle_exact_pointer_passes,False,zext,77,77,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,add,73,53,-20
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,alloca,1,1,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,and,50,36,-14
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,ashr,4,4,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,br,114,114,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,call,89,92,3
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,extractvalue,69,69,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,getelementptr,150,145,-5
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,icmp,55,53,-2
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,insertvalue,21,18,-3
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,inttoptr,1,1,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,load,228,225,-3
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,lshr,4,4,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,mul,10,5,-5
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,or,37,23,-14
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,phi,35,39,4
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,ptrtoint,40,5,-35
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,ret,7,7,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,select,26,27,1
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,sext,42,43,1
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,shl,42,43,1
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,store,257,259,2
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,sub,24,18,-6
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,switch,3,3,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,trunc,29,29,0
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,xor,31,25,-6
public_v1,O1,p02029,llvm_default_opt_boundary_3,True,zext,77,62,-15
public_v1,O1,p02029,custom_storage_delift,False,add,53,53,0
public_v1,O1,p02029,custom_storage_delift,False,alloca,1,1,0
public_v1,O1,p02029,custom_storage_delift,False,and,36,36,0
public_v1,O1,p02029,custom_storage_delift,False,ashr,4,4,0
public_v1,O1,p02029,custom_storage_delift,False,br,114,114,0
public_v1,O1,p02029,custom_storage_delift,False,call,92,92,0
public_v1,O1,p02029,custom_storage_delift,False,extractvalue,69,69,0
public_v1,O1,p02029,custom_storage_delift,False,getelementptr,145,145,0
public_v1,O1,p02029,custom_storage_delift,False,icmp,53,53,0
public_v1,O1,p02029,custom_storage_delift,False,insertvalue,18,18,0
public_v1,O1,p02029,custom_storage_delift,False,inttoptr,1,1,0
public_v1,O1,p02029,custom_storage_delift,False,load,225,225,0
public_v1,O1,p02029,custom_storage_delift,False,lshr,4,4,0
public_v1,O1,p02029,custom_storage_delift,False,mul,5,5,0
public_v1,O1,p02029,custom_storage_delift,False,or,23,23,0
public_v1,O1,p02029,custom_storage_delift,False,phi,39,39,0
public_v1,O1,p02029,custom_storage_delift,False,ptrtoint,5,5,0
public_v1,O1,p02029,custom_storage_delift,False,ret,7,7,0
public_v1,O1,p02029,custom_storage_delift,False,select,27,27,0
public_v1,O1,p02029,custom_storage_delift,False,sext,43,43,0
public_v1,O1,p02029,custom_storage_delift,False,shl,43,43,0
public_v1,O1,p02029,custom_storage_delift,False,store,259,259,0
public_v1,O1,p02029,custom_storage_delift,False,sub,18,18,0
public_v1,O1,p02029,custom_storage_delift,False,switch,3,3,0
public_v1,O1,p02029,custom_storage_delift,False,trunc,29,29,0
public_v1,O1,p02029,custom_storage_delift,False,xor,25,25,0
public_v1,O1,p02029,custom_storage_delift,False,zext,62,62,0
public_v1,O1,p02029,custom_residual_strip,False,add,53,53,0
public_v1,O1,p02029,custom_residual_strip,False,alloca,1,1,0
public_v1,O1,p02029,custom_residual_strip,False,and,36,36,0
public_v1,O1,p02029,custom_residual_strip,False,ashr,4,4,0
public_v1,O1,p02029,custom_residual_strip,False,br,114,114,0
public_v1,O1,p02029,custom_residual_strip,False,call,92,92,0
public_v1,O1,p02029,custom_residual_strip,False,extractvalue,69,69,0
public_v1,O1,p02029,custom_residual_strip,False,getelementptr,145,145,0
public_v1,O1,p02029,custom_residual_strip,False,icmp,53,53,0
public_v1,O1,p02029,custom_residual_strip,False,insertvalue,18,18,0
public_v1,O1,p02029,custom_residual_strip,False,inttoptr,1,1,0
public_v1,O1,p02029,custom_residual_strip,False,load,225,225,0
public_v1,O1,p02029,custom_residual_strip,False,lshr,4,4,0
public_v1,O1,p02029,custom_residual_strip,False,mul,5,5,0
public_v1,O1,p02029,custom_residual_strip,False,or,23,23,0
public_v1,O1,p02029,custom_residual_strip,False,phi,39,39,0
public_v1,O1,p02029,custom_residual_strip,False,ptrtoint,5,5,0
public_v1,O1,p02029,custom_residual_strip,False,ret,7,7,0
public_v1,O1,p02029,custom_residual_strip,False,select,27,27,0
public_v1,O1,p02029,custom_residual_strip,False,sext,43,43,0
public_v1,O1,p02029,custom_residual_strip,False,shl,43,43,0
public_v1,O1,p02029,custom_residual_strip,False,store,259,259,0
public_v1,O1,p02029,custom_residual_strip,False,sub,18,18,0
public_v1,O1,p02029,custom_residual_strip,False,switch,3,3,0
public_v1,O1,p02029,custom_residual_strip,False,trunc,29,29,0
public_v1,O1,p02029,custom_residual_strip,False,xor,25,25,0
public_v1,O1,p02029,custom_residual_strip,False,zext,62,62,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,add,53,47,-6
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,alloca,1,1,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,and,36,36,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,ashr,4,4,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,br,114,114,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,call,92,92,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,extractvalue,69,69,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,getelementptr,145,117,-28
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,icmp,53,53,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,insertvalue,18,18,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,inttoptr,1,1,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,load,225,217,-8
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,lshr,4,4,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,mul,5,5,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,or,23,23,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,phi,39,47,8
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,ptrtoint,5,5,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,ret,7,7,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,select,27,26,-1
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,sext,43,43,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,shl,43,43,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,store,259,245,-14
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,sub,18,16,-2
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,switch,3,3,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,trunc,29,29,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,xor,25,25,0
public_v1,O1,p02029,final_tail_opt_4_plus_custom_cleanup,False,zext,62,62,0
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,add,96,26,-70
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,alloca,0,1,1
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,and,133,4,-129
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,ashr,31,0,-31
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,bitcast,2,0,-2
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,br,111,38,-73
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,call,43,23,-20
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,extractvalue,0,5,5
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,getelementptr,13,49,36
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,icmp,183,21,-162
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,insertvalue,0,4,4
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,inttoptr,89,1,-88
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,load,151,50,-101
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,lshr,64,1,-63
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,mul,20,6,-14
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,or,27,2,-25
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,phi,3,16,13
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,ptrtoint,0,7,7
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,ret,27,4,-23
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,select,25,14,-11
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,sext,12,8,-4
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,shl,31,2,-29
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,store,372,103,-269
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,sub,166,6,-160
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,switch,0,1,1
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,trunc,242,2,-240
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,unreachable,3,0,-3
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,xor,109,5,-104
public_v1,O1,p02100,main_combined_custom_plus_opt_1_2,False,zext,262,7,-255
public_v1,O1,p02100,bundle_exact_pointer_passes,False,add,26,26,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,alloca,1,1,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,and,4,4,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,br,38,37,-1
public_v1,O1,p02100,bundle_exact_pointer_passes,False,call,23,23,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,extractvalue,5,5,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,getelementptr,49,47,-2
public_v1,O1,p02100,bundle_exact_pointer_passes,False,icmp,21,21,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,insertvalue,4,4,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,inttoptr,1,1,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,load,50,50,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,lshr,1,1,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,mul,6,6,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,or,2,2,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,phi,16,16,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,ptrtoint,7,6,-1
public_v1,O1,p02100,bundle_exact_pointer_passes,False,ret,4,4,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,select,14,14,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,sext,8,8,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,shl,2,2,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,store,103,103,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,sub,6,5,-1
public_v1,O1,p02100,bundle_exact_pointer_passes,False,switch,1,1,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,trunc,2,2,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,xor,5,5,0
public_v1,O1,p02100,bundle_exact_pointer_passes,False,zext,7,7,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,add,26,22,-4
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,alloca,1,1,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,and,4,4,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,br,37,37,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,call,23,23,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,extractvalue,5,5,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,getelementptr,47,47,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,icmp,21,21,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,insertvalue,4,3,-1
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,inttoptr,1,1,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,load,50,50,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,lshr,1,1,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,mul,6,6,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,or,2,2,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,phi,16,14,-2
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,ptrtoint,6,2,-4
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,ret,4,4,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,select,14,14,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,sext,8,8,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,shl,2,2,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,store,103,103,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,sub,5,2,-3
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,switch,1,1,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,trunc,2,2,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,xor,5,5,0
public_v1,O1,p02100,llvm_default_opt_boundary_3,True,zext,7,7,0
public_v1,O1,p02100,custom_storage_delift,False,add,22,22,0
public_v1,O1,p02100,custom_storage_delift,False,alloca,1,1,0
public_v1,O1,p02100,custom_storage_delift,False,and,4,4,0
public_v1,O1,p02100,custom_storage_delift,False,br,37,37,0
public_v1,O1,p02100,custom_storage_delift,False,call,23,23,0
public_v1,O1,p02100,custom_storage_delift,False,extractvalue,5,5,0
public_v1,O1,p02100,custom_storage_delift,False,getelementptr,47,47,0
public_v1,O1,p02100,custom_storage_delift,False,icmp,21,21,0
public_v1,O1,p02100,custom_storage_delift,False,insertvalue,3,3,0
public_v1,O1,p02100,custom_storage_delift,False,inttoptr,1,1,0
public_v1,O1,p02100,custom_storage_delift,False,load,50,50,0
public_v1,O1,p02100,custom_storage_delift,False,lshr,1,1,0
public_v1,O1,p02100,custom_storage_delift,False,mul,6,6,0
public_v1,O1,p02100,custom_storage_delift,False,or,2,2,0
public_v1,O1,p02100,custom_storage_delift,False,phi,14,14,0
public_v1,O1,p02100,custom_storage_delift,False,ptrtoint,2,2,0
public_v1,O1,p02100,custom_storage_delift,False,ret,4,4,0
public_v1,O1,p02100,custom_storage_delift,False,select,14,14,0
public_v1,O1,p02100,custom_storage_delift,False,sext,8,8,0
public_v1,O1,p02100,custom_storage_delift,False,shl,2,2,0
public_v1,O1,p02100,custom_storage_delift,False,store,103,103,0
public_v1,O1,p02100,custom_storage_delift,False,sub,2,2,0
public_v1,O1,p02100,custom_storage_delift,False,switch,1,1,0
public_v1,O1,p02100,custom_storage_delift,False,trunc,2,2,0
public_v1,O1,p02100,custom_storage_delift,False,xor,5,5,0
public_v1,O1,p02100,custom_storage_delift,False,zext,7,7,0
public_v1,O1,p02100,custom_residual_strip,False,add,22,22,0
public_v1,O1,p02100,custom_residual_strip,False,alloca,1,1,0
public_v1,O1,p02100,custom_residual_strip,False,and,4,4,0
public_v1,O1,p02100,custom_residual_strip,False,br,37,37,0
public_v1,O1,p02100,custom_residual_strip,False,call,23,23,0
public_v1,O1,p02100,custom_residual_strip,False,extractvalue,5,5,0
public_v1,O1,p02100,custom_residual_strip,False,getelementptr,47,47,0
public_v1,O1,p02100,custom_residual_strip,False,icmp,21,21,0
public_v1,O1,p02100,custom_residual_strip,False,insertvalue,3,3,0
public_v1,O1,p02100,custom_residual_strip,False,inttoptr,1,1,0
public_v1,O1,p02100,custom_residual_strip,False,load,50,50,0
public_v1,O1,p02100,custom_residual_strip,False,lshr,1,1,0
public_v1,O1,p02100,custom_residual_strip,False,mul,6,6,0
public_v1,O1,p02100,custom_residual_strip,False,or,2,2,0
public_v1,O1,p02100,custom_residual_strip,False,phi,14,14,0
public_v1,O1,p02100,custom_residual_strip,False,ptrtoint,2,2,0
public_v1,O1,p02100,custom_residual_strip,False,ret,4,4,0
public_v1,O1,p02100,custom_residual_strip,False,select,14,14,0
public_v1,O1,p02100,custom_residual_strip,False,sext,8,8,0
public_v1,O1,p02100,custom_residual_strip,False,shl,2,2,0
public_v1,O1,p02100,custom_residual_strip,False,store,103,103,0
public_v1,O1,p02100,custom_residual_strip,False,sub,2,2,0
public_v1,O1,p02100,custom_residual_strip,False,switch,1,1,0
public_v1,O1,p02100,custom_residual_strip,False,trunc,2,2,0
public_v1,O1,p02100,custom_residual_strip,False,xor,5,5,0
public_v1,O1,p02100,custom_residual_strip,False,zext,7,7,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,add,22,22,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,alloca,1,1,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,and,4,4,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,br,37,36,-1
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,call,23,22,-1
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,extractvalue,5,5,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,getelementptr,47,39,-8
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,icmp,21,21,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,insertvalue,3,3,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,inttoptr,1,1,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,load,50,43,-7
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,lshr,1,1,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,mul,6,6,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,or,2,2,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,phi,14,21,7
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,ptrtoint,2,2,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,ret,4,4,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,select,14,12,-2
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,sext,8,8,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,shl,2,2,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,store,103,77,-26
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,sub,2,2,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,switch,1,1,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,trunc,2,2,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,xor,5,5,0
public_v1,O1,p02100,final_tail_opt_4_plus_custom_cleanup,False,zext,7,7,0
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,add,349,135,-214
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,alloca,0,2,2
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,and,601,97,-504
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,ashr,146,0,-146
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,br,412,204,-208
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,call,102,139,37
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,extractvalue,0,34,34
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,getelementptr,19,150,131
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,icmp,762,79,-683
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,insertvalue,0,18,18
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,inttoptr,387,1,-386
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,load,563,293,-270
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,lshr,272,0,-272
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,mul,75,29,-46
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,or,117,66,-51
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,phi,11,83,72
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,ptrtoint,0,38,38
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,ret,34,7,-27
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,sdiv,2,1,-1
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,select,102,34,-68
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,sext,3,4,1
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,shl,146,3,-143
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,srem,2,1,-1
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,store,1306,333,-973
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,sub,657,44,-613
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,switch,0,7,7
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,trunc,1097,24,-1073
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,unreachable,5,0,-5
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,xor,514,66,-448
public_v1,O1,p02289,main_combined_custom_plus_opt_1_2,False,zext,1263,102,-1161
public_v1,O1,p02289,bundle_exact_pointer_passes,False,add,135,125,-10
public_v1,O1,p02289,bundle_exact_pointer_passes,False,alloca,2,2,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,and,97,97,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,br,204,200,-4
public_v1,O1,p02289,bundle_exact_pointer_passes,False,call,139,139,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,extractvalue,34,34,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,getelementptr,150,146,-4
public_v1,O1,p02289,bundle_exact_pointer_passes,False,icmp,79,79,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,insertvalue,18,18,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,inttoptr,1,1,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,load,293,292,-1
public_v1,O1,p02289,bundle_exact_pointer_passes,False,mul,29,29,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,or,66,66,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,phi,83,83,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,ptrtoint,38,35,-3
public_v1,O1,p02289,bundle_exact_pointer_passes,False,ret,7,7,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,sdiv,1,1,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,select,34,34,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,sext,4,4,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,shl,3,3,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,srem,1,1,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,store,333,333,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,sub,44,29,-15
public_v1,O1,p02289,bundle_exact_pointer_passes,False,switch,7,7,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,trunc,24,24,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,xor,66,66,0
public_v1,O1,p02289,bundle_exact_pointer_passes,False,zext,102,102,0
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,add,125,98,-27
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,alloca,2,2,0
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,and,97,71,-26
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,br,200,198,-2
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,call,139,139,0
public_v1,O1,p02289,llvm_default_opt_boundary_3,True,extractvalue,34,31,-3
