dataset,level,sample_id,stage,functions,blocks,instructions,conditional_branches,calls,direct_calls,indirect_calls,intrinsics,allocas,loads,stores,geps,phis,selects,switches,unreachable,memory_ops,scalar_cleanup_ops,vector_instructions,structural_sha256
public_v1,O1,p01970,bundle_pointer_opt,2,68,294,4,6,6,0,0,0,19,13,23,27,13,2,0,55,93,0,db471dad511933ea296b3557e4be120634455f1f651e2e7e4434101bd8a20b0d
public_v1,O1,p01970,bundle_standard_opt_3,2,68,294,4,6,6,0,0,0,19,13,23,27,13,2,0,55,93,0,534495e20ff8c9866855a50354bec8f43ebdd15465841d65859ac6b8c67d2c76
public_v1,O1,p01970,bundle_storage_delift,2,68,294,4,6,6,0,0,0,19,13,23,27,13,2,0,55,93,0,534495e20ff8c9866855a50354bec8f43ebdd15465841d65859ac6b8c67d2c76
public_v1,O1,p01970,bundle_residual_strip,2,68,294,4,6,6,0,0,0,19,13,23,27,13,2,0,55,93,0,534495e20ff8c9866855a50354bec8f43ebdd15465841d65859ac6b8c67d2c76
public_v1,O1,p01970,final_clean,2,68,294,4,6,6,0,0,0,19,13,23,27,13,2,0,55,93,0,6acce94a871ff41f20af4f3c4033e62fef2402f480e72c8d31d638c544e40055
public_v1,O1,p02029,raw_lift,30,295,5775,126,75,70,5,25,0,415,860,58,7,64,0,3,1333,2263,0,5d6edbe855ff5485dffce8ef6cb579227584e78c52079356622604ba53105b0b
public_v1,O1,p02029,brightened_main,7,134,1551,7,89,89,0,0,1,229,257,148,35,26,3,0,635,309,0,3564fdc1a33aff1823ec6e6ccfb2ef2100850cf78241acc6cfe2c83b444bf904
public_v1,O1,p02029,bundle_verified_input,7,134,1551,7,89,89,0,0,1,229,257,148,35,26,3,0,635,309,0,0a5ecb8c31c2b0cbafab2a133068304ea22cbb93f333437c0d074d9a767c2a71
public_v1,O1,p02029,bundle_pointer_opt,7,130,1519,7,89,89,0,0,1,228,257,150,35,26,3,0,636,305,0,36f9f0d95fa00387616a32c678a9f4996546b68102a07b085881c5ce83f73dc6
public_v1,O1,p02029,bundle_standard_opt_3,7,130,1403,9,92,92,0,0,1,225,259,145,39,27,3,0,630,259,0,9b8849146a319081914f9ae7d58de396183c470af4f104c2065a4dcf54d29d63
public_v1,O1,p02029,bundle_storage_delift,7,130,1403,9,92,92,0,0,1,225,259,145,39,27,3,0,630,259,0,9b8849146a319081914f9ae7d58de396183c470af4f104c2065a4dcf54d29d63
public_v1,O1,p02029,bundle_residual_strip,7,130,1403,9,92,92,0,0,1,225,259,145,39,27,3,0,630,259,0,9b8849146a319081914f9ae7d58de396183c470af4f104c2065a4dcf54d29d63
public_v1,O1,p02029,final_clean,7,130,1352,9,92,92,0,0,1,217,245,117,47,26,3,0,580,266,0,462b6d432f535051d553bb4c1ac545a49f043a4774f7f3c04173b7ab22560145
public_v1,O1,p02100,raw_lift,27,147,2215,56,43,38,5,12,0,151,372,13,3,25,0,3,536,818,0,033500d31a0c4456a162121746a7e37b40af9903d85aaa1b16fdaf21db16c739
public_v1,O1,p02100,brightened_main,4,46,406,10,23,23,0,0,1,50,103,49,16,14,1,0,203,76,0,c832d89c5c1bbf6748e39495aa1a8a4ce28020294676af0640e4a706eca7bce8
public_v1,O1,p02100,bundle_verified_input,4,46,406,10,23,23,0,0,1,50,103,49,16,14,1,0,203,76,0,d80c9faea4935d15772338a1bb66353d51c51294d421530b4507aa04dbfce148
public_v1,O1,p02100,bundle_pointer_opt,4,45,401,10,23,23,0,0,1,50,103,47,16,14,1,0,201,75,0,16659ea8a2830f775f75eb7b148cb0999d73744cb6ed78fdb18ea3c3a98a8d61
public_v1,O1,p02100,bundle_standard_opt_3,4,45,387,10,23,23,0,0,1,50,103,47,14,14,1,0,201,69,0,9c8f9cb3933b19caacde51a187f49b4b9310b5dea3c3c3e4551bd174075773e4
public_v1,O1,p02100,bundle_storage_delift,4,45,387,10,23,23,0,0,1,50,103,47,14,14,1,0,201,69,0,9c8f9cb3933b19caacde51a187f49b4b9310b5dea3c3c3e4551bd174075773e4
public_v1,O1,p02100,bundle_residual_strip,4,45,387,10,23,23,0,0,1,50,103,47,14,14,1,0,201,69,0,9c8f9cb3933b19caacde51a187f49b4b9310b5dea3c3c3e4551bd174075773e4
public_v1,O1,p02100,final_clean,4,44,349,10,22,22,0,0,1,43,77,39,21,12,1,0,160,74,0,382d31dc96c9597c19dc53fff79c5acbf9a0c212f52fa3326252bc953fa7de27
public_v1,O1,p02289,raw_lift,34,460,8947,205,102,97,5,43,0,563,1306,19,11,102,0,5,1888,3625,0,9395d343108753e6c31709db378db938c8ddfe2b7dd296336f79c5e95354b282
public_v1,O1,p02289,brightened_main,7,224,1994,9,139,139,0,0,2,293,333,150,83,34,7,0,778,365,0,47456a74f9cb0da4a21740c7f974646e3e240801f5ff18caf081e986e8e6c28c
public_v1,O1,p02289,bundle_verified_input,7,224,1994,9,139,139,0,0,2,293,333,150,83,34,7,0,778,365,0,a7a6dffc9c9ae70e1b07f31bfec6bf87e8027cbe63ae727da5060e8b1c91b60b
public_v1,O1,p02289,bundle_pointer_opt,7,220,1957,9,139,139,0,0,2,292,333,146,83,34,7,0,773,362,0,251eddff16f25a9d365e80136b03d0a3c53ab5c827a712e97ed0e977ab05ba36
public_v1,O1,p02289,bundle_standard_opt_3,7,218,1737,9,139,139,0,0,2,276,319,141,65,34,7,0,738,281,0,68ae706487e70287f44323c49d8ecd084b0a9dfbd7c2b58abca04bfd67eaca3a
public_v1,O1,p02289,bundle_storage_delift,7,218,1737,9,139,139,0,0,2,276,319,141,65,34,7,0,738,281,0,68ae706487e70287f44323c49d8ecd084b0a9dfbd7c2b58abca04bfd67eaca3a
public_v1,O1,p02289,bundle_residual_strip,7,218,1737,9,139,139,0,0,2,276,319,141,65,34,7,0,738,281,0,68ae706487e70287f44323c49d8ecd084b0a9dfbd7c2b58abca04bfd67eaca3a
public_v1,O1,p02289,final_clean,7,218,1571,9,138,138,0,0,2,258,302,125,79,32,7,0,687,264,0,f67d3d09780536495f18d5f7307ae7f6f6af8632c300f4b8e92f591804b946fe
public_v1,O1,p02474,raw_lift,26,184,3373,79,53,48,5,16,0,167,488,27,3,36,0,7,682,1329,0,ee6fd8bc71229519b27ce4ac1a7686d167aa9a10947a660d3b82d7bb8e391bb9
public_v1,O1,p02474,brightened_main,2,22,141,12,6,6,0,0,0,13,5,15,9,2,0,0,33,44,0,eab9ef1ab49fa581887555eb25d659adb9218c1f8214a55f59a3b74820c75b7e
public_v1,O1,p02474,bundle_verified_input,2,22,141,12,6,6,0,0,0,13,5,15,9,2,0,0,33,44,0,73c4259f78779f592e3f53cc6a60212225a3dd38e739a23abae71d54b5636241
public_v1,O1,p02474,bundle_pointer_opt,2,22,141,12,6,6,0,0,0,13,5,15,9,2,0,0,33,44,0,73c4259f78779f592e3f53cc6a60212225a3dd38e739a23abae71d54b5636241
public_v1,O1,p02474,bundle_standard_opt_3,2,22,139,12,6,6,0,0,0,13,5,15,9,2,0,0,33,42,0,9a54cb83c95e1201918357c6e59e8eb541e25c52778843d993fbecc8fd790027
public_v1,O1,p02474,bundle_storage_delift,2,22,139,12,6,6,0,0,0,13,5,15,9,2,0,0,33,42,0,9a54cb83c95e1201918357c6e59e8eb541e25c52778843d993fbecc8fd790027
public_v1,O1,p02474,bundle_residual_strip,2,22,139,12,6,6,0,0,0,13,5,15,9,2,0,0,33,42,0,9a54cb83c95e1201918357c6e59e8eb541e25c52778843d993fbecc8fd790027
public_v1,O1,p02474,final_clean,2,22,139,12,6,6,0,0,0,13,5,15,9,2,0,0,33,42,0,5d54956e14bafef93940504513f41affd1dea9ec8b46395146a8023b30cafbb7
public_v1,O1,p02477,raw_lift,33,1103,20673,548,124,119,5,48,0,1227,2722,15,5,258,0,39,3964,8530,0,c02bfc9682f06038a745eccb070c74e155259f923716028ead82b8994558bdf8
public_v1,O1,p02477,brightened_main,5,134,1454,10,48,48,0,0,1,194,226,79,34,27,3,0,500,312,0,b057eb1939c4a52bd3faedd48f95907a4857c7886b820bf7e308d94c30381d03
public_v1,O1,p02477,bundle_verified_input,5,134,1454,10,48,48,0,0,1,194,226,79,34,27,3,0,500,312,0,94c68d97df71c23155d8a7350c3e9c89ece55ea140ccf62a39635a3ee9ba4666
public_v1,O1,p02477,bundle_pointer_opt,5,132,1427,10,48,48,0,0,1,194,226,79,34,27,3,0,500,310,0,2550c95b9ce1050c71345a6c665f1a4bebc77457e44c286b7f70a5ba1d596d5f
public_v1,O1,p02477,bundle_standard_opt_3,5,131,1407,11,47,47,0,0,1,192,234,77,33,28,3,0,504,302,0,a949927890202d387d95fa786dcfde7d461fe1ac624ea4c6b9a33a08e61d4da0
public_v1,O1,p02477,bundle_storage_delift,5,131,1407,11,47,47,0,0,1,192,234,77,33,28,3,0,504,302,0,a949927890202d387d95fa786dcfde7d461fe1ac624ea4c6b9a33a08e61d4da0
public_v1,O1,p02477,bundle_residual_strip,5,131,1407,11,47,47,0,0,1,192,234,77,33,28,3,0,504,302,0,a949927890202d387d95fa786dcfde7d461fe1ac624ea4c6b9a33a08e61d4da0
public_v1,O1,p02477,final_clean,5,130,1352,10,47,47,0,0,1,182,196,64,46,24,3,0,443,311,0,897ac5348d7247bde1cf4421ee19cab72ea7624368dd54483747ca5ecc2adc6c
public_v1,O1,p02788,raw_lift,31,315,7265,136,101,96,5,37,0,564,1143,50,11,66,0,7,1757,2704,0,b1c1271f7e398275cdce5cbf14a3162088963c1c7c16948f972d0cc2fef89546
public_v1,O1,p02788,brightened_main,9,147,2133,23,101,101,0,0,1,308,270,232,73,28,5,4,811,452,0,8916197c6081c3276776e8958fbe931def59da450b6dc184be3812c49fd30d1f
public_v1,O1,p02788,bundle_verified_input,9,147,2133,23,101,101,0,0,1,308,270,232,73,28,5,4,811,452,0,01ed620f794b3ad850855bdb274a95974628d3e6eeccec131df442394d32f2b6
public_v1,O1,p02788,bundle_pointer_opt,9,123,1873,21,96,96,0,0,1,276,256,205,46,28,3,4,738,389,0,a821a29941f89059a72e3ebc6f8a9982a179963f8a5d01cd0defcdeb741a6f79
public_v1,O1,p02788,bundle_standard_opt_3,8,128,1762,24,94,94,0,0,1,256,237,194,54,27,3,4,688,357,0,f5ba93458d885e208ee8ecd7d25c93fd7be9f776a8d27e261e54699ba7e79454
public_v1,O1,p02788,bundle_storage_delift,8,128,1762,24,94,94,0,0,1,256,237,194,54,27,3,4,688,357,0,f5ba93458d885e208ee8ecd7d25c93fd7be9f776a8d27e261e54699ba7e79454
public_v1,O1,p02788,bundle_residual_strip,8,128,1762,24,94,94,0,0,1,256,237,194,54,27,3,4,688,357,0,f5ba93458d885e208ee8ecd7d25c93fd7be9f776a8d27e261e54699ba7e79454
public_v1,O1,p02788,final_clean,7,129,1791,25,91,91,0,0,1,275,224,183,64,24,3,4,683,376,0,e4da599fe076fe01ccb5624a155cd7ec2f89fd6db93ad1dc6fe611855eaa2f94
public_v1,O1,p02814,raw_lift,36,210,4450,96,103,97,6,30,0,331,791,41,9,33,0,26,1163,1569,0,fff83af103eab2b85e842ffee9abf5dfca8b8ad3d622419c0e39e04f6a026681
public_v1,O1,p02814,brightened_main,9,85,1195,26,113,113,0,14,8,155,243,180,19,24,1,18,586,210,0,f32663ce39802bc356b36335b648f604eb8414bbe29880b69681b1ea40f6518c
public_v1,O1,p02814,bundle_verified_input,9,85,1195,26,113,113,0,14,8,155,243,180,19,24,1,18,586,210,0,a218b34c67f54d21c43c8b3eef391c51bdae4fc5e71cc5d959e419d26c59de30
public_v1,O1,p02814,bundle_pointer_opt,9,79,1123,25,111,111,0,12,7,148,228,166,18,23,1,18,549,202,0,d089161078942767c49d686c547d5a9d1b197a6499d31a0896bfb42d29f481f0
public_v1,O1,p02814,bundle_standard_opt_3,9,80,1019,25,112,112,0,13,7,135,186,143,19,22,1,18,471,191,0,ea891134762f814883ac09c8b4eefb8fae8042c3abf58fd86b0d5a33ba67588b
public_v1,O1,p02814,bundle_storage_delift,9,80,1019,25,112,112,0,13,7,135,186,143,19,22,1,18,471,191,0,ea891134762f814883ac09c8b4eefb8fae8042c3abf58fd86b0d5a33ba67588b
public_v1,O1,p02814,bundle_residual_strip,9,80,1019,25,112,112,0,13,7,135,186,143,19,22,1,18,471,191,0,ea891134762f814883ac09c8b4eefb8fae8042c3abf58fd86b0d5a33ba67588b
public_v1,O1,p02814,final_clean,9,80,1000,25,112,112,0,13,7,130,171,139,27,20,1,18,447,197,0,a8d1e5c5fb597e04a988158445bf0828073490315fe3c73854cdcb03759e1a7d
public_v1,O1,p02950,raw_lift,25,263,5340,137,96,91,5,30,0,284,833,16,3,52,0,31,1133,2070,0,d2a880c2500da3a81d73c7cb769d7d11e3fb7747855f57d7b97b4c785903f0f0
public_v1,O1,p02950,brightened_main,4,104,803,28,46,46,0,0,1,109,108,70,5,19,1,24,288,172,0,f9616fab300ac2c4758e152f35b412de7f6e09c1830212bf15301730b12605b3
public_v1,O1,p02950,bundle_verified_input,4,104,803,28,46,46,0,0,1,109,108,70,5,19,1,24,288,172,0,322b74c47293e5652583735c06d45acfb93872e6265f306728e83848f9faa00d
public_v1,O1,p02950,bundle_pointer_opt,4,103,795,28,46,46,0,0,1,108,108,71,5,19,1,24,288,171,0,b13d5ea3d0926b4f9a08130b7e02e7491fbdb1b193bc9377b2c83b89e6171042
public_v1,O1,p02950,bundle_standard_opt_3,4,103,745,28,46,46,0,0,1,106,108,66,3,19,1,24,281,155,0,844539ad50b13cafa966e2ed2563ea120223068b2af63695791393b63bd539b2
public_v1,O1,p02950,bundle_storage_delift,4,103,745,28,46,46,0,0,1,106,108,66,3,19,1,24,281,155,0,844539ad50b13cafa966e2ed2563ea120223068b2af63695791393b63bd539b2
public_v1,O1,p02950,bundle_residual_strip,4,103,745,28,46,46,0,0,1,106,108,66,3,19,1,24,281,155,0,844539ad50b13cafa966e2ed2563ea120223068b2af63695791393b63bd539b2
public_v1,O1,p02950,final_clean,4,103,712,28,44,44,0,0,1,104,91,54,5,17,1,24,250,155,0,788af981ff37c0f47f7671efcf7a733c4f0da9e828dceb61c7a91c8aa2fe4986
public_v1,O1,p03006,raw_lift,85,1071,22007,520,267,258,9,118,0,1598,3506,107,23,201,0,76,5211,8246,6,49aaee6e8d74c82a0b38cae763a179a317b0070cea4b9ae49764eb5e276597fe
public_v1,O1,p03006,brightened_main,3,99,781,7,10,10,0,1,2,87,128,134,11,55,4,0,351,155,0,e690068e6f36326f182b286ede5f2652c7b7c8c464f8232558b221ea1f087a73
public_v1,O1,p03006,bundle_verified_input,3,99,781,7,10,10,0,1,2,87,128,134,11,55,4,0,351,155,0,e88e284c35e458eca7b5eb9544b35c0b36cb612b881fc9682f8116903eacb30b
public_v1,O1,p03006,bundle_pointer_opt,3,98,769,7,10,10,0,1,2,87,128,133,11,55,4,0,350,153,0,60825728eec21e965f9eb081933c1b7086efa1fa66c17ddcdf8b29431a69ab48
public_v1,O1,p03006,bundle_standard_opt_3,3,98,758,7,10,10,0,1,2,87,127,133,11,55,4,0,349,150,0,fe83fd2f41d3dad19914dd488ca9230e57f03d066ff48a2684a2cb7a23af5762
public_v1,O1,p03006,bundle_storage_delift,3,98,758,7,10,10,0,1,2,87,127,133,11,55,4,0,349,150,0,fe83fd2f41d3dad19914dd488ca9230e57f03d066ff48a2684a2cb7a23af5762
public_v1,O1,p03006,bundle_residual_strip,3,98,758,7,10,10,0,1,2,87,127,133,11,55,4,0,349,150,0,fe83fd2f41d3dad19914dd488ca9230e57f03d066ff48a2684a2cb7a23af5762
public_v1,O1,p03006,final_clean,3,93,625,7,10,10,0,1,2,80,112,107,13,36,4,0,301,108,0,dd3ba9c1d9ec93b0598325c67d4d275dadefcbf294819d2ac498e072f00c1e47
public_v1,O1,p03111,raw_lift,84,1115,23532,513,280,269,11,123,0,1736,3736,126,37,234,0,52,5598,8813,0,1973567e475d860ea98ad0519aae5e9b033d518dfb9279e0006a2b48aa6689ff
public_v1,O1,p03111,brightened_main,5,69,1413,11,131,131,0,33,17,159,305,245,21,14,1,5,726,179,0,5ee1cea3c0a4ddfd3f07ca5741b42d6b77d6c8f3201ada59ccab75f7289c28a0
public_v1,O1,p03111,bundle_verified_input,5,69,1413,11,131,131,0,33,17,159,305,245,21,14,1,5,726,179,0,6fbafbc114b99cd066ed5e6524f9ea2df4d98d1ef5fb2b9f1cbb4b5815b81c67
public_v1,O1,p03111,bundle_pointer_opt,5,67,1389,11,131,131,0,33,17,159,305,243,21,14,1,5,724,175,0,1103ba18776b49c6540d2b83b22baf34a44b9da18781e8897b07dac15daae25a
public_v1,O1,p03111,bundle_standard_opt_3,5,66,1350,10,130,130,0,33,17,155,301,240,22,14,1,4,713,165,0,4032e6f622c50d2aeda153bfc80ca128b92a5a340593a55bee24b56f25156ba3
public_v1,O1,p03111,bundle_storage_delift,5,66,1350,10,130,130,0,33,17,155,301,240,22,14,1,4,713,165,0,4032e6f622c50d2aeda153bfc80ca128b92a5a340593a55bee24b56f25156ba3
public_v1,O1,p03111,bundle_residual_strip,5,66,1350,10,130,130,0,33,17,155,301,240,22,14,1,4,713,165,0,4032e6f622c50d2aeda153bfc80ca128b92a5a340593a55bee24b56f25156ba3
public_v1,O1,p03111,final_clean,5,66,1324,10,130,130,0,33,17,153,286,232,24,13,1,4,688,166,0,32f02e280c0ae1e7f4fd7ce4c2a568271be92bde3a8f3f5d55a27afbcc00d6a2
public_v1,O1,p03142,raw_lift,115,2005,42222,939,454,443,11,207,0,3028,6529,225,63,442,0,83,9782,16123,0,f66742774210b2933381b38d0a69d4d2cb075fca5ce39f19fae7d631f06e73c2
public_v1,O1,p03142,brightened_main,4,78,1459,3,113,113,0,24,13,198,265,223,31,13,3,0,699,243,0,73ae414fef0f946d557f06704883fa0cb3901e359c23fefb4375cb223bd76734
public_v1,O1,p03142,bundle_verified_input,4,78,1459,3,113,113,0,24,13,198,265,223,31,13,3,0,699,243,0,fc1735d954901831c7edaf8f4dd42c53c21c483de4ee870e2eb930838512e626
public_v1,O1,p03142,bundle_pointer_opt,4,77,1426,3,113,113,0,24,13,198,265,208,31,13,3,0,684,243,0,6ffb708054107aad6b68b531280bb135d13856419b8c84f9a9018187f2c2ab20
public_v1,O1,p03142,bundle_standard_opt_3,4,77,1345,4,113,113,0,24,13,196,219,197,28,13,3,0,625,240,0,9f61bc7ab63c02f922763434a3b6b51dab664e730c1ae55de462cb24b05eaa4e
public_v1,O1,p03142,bundle_storage_delift,4,77,1345,4,113,113,0,24,13,196,219,197,28,13,3,0,625,240,0,9f61bc7ab63c02f922763434a3b6b51dab664e730c1ae55de462cb24b05eaa4e
public_v1,O1,p03142,bundle_residual_strip,4,77,1345,4,113,113,0,24,13,196,219,197,28,13,3,0,625,240,0,9f61bc7ab63c02f922763434a3b6b51dab664e730c1ae55de462cb24b05eaa4e
public_v1,O1,p03142,final_clean,4,77,1343,4,113,113,0,24,13,195,219,194,30,13,3,0,621,242,0,5050e7f4074227b8cfea3c38a44211be72066f96697684c1e443688c21993f88
public_v1,O1,p03199,raw_lift,37,470,10466,216,107,100,7,38,0,607,1445,32,7,108,2,15,2084,4251,0,13a3f480dee85cf9db2e730a660ac8bc65518bde6254d2e03ad2535354208d23
public_v1,O1,p03199,brightened_main,9,205,2057,33,68,68,0,4,11,265,530,233,49,45,4,5,1039,366,0,17f01796955b3d58e716e53e0bef578d1cd24d93c3d37fad9f1d0cda264f8c2f
public_v1,O1,p03199,bundle_verified_input,9,205,2057,33,68,68,0,4,11,265,530,233,49,45,4,5,1039,366,0,1e41cde9805e3b335d7f2a95786835be4d24dcdda90b63afa3a5914d56649f11
public_v1,O1,p03199,bundle_pointer_opt,9,198,2028,33,68,68,0,4,11,260,530,229,49,45,4,5,1030,362,0,2ff58e11a729ef823753c969963c6243bcd67ea8efb161859ea4c8ac7281f2f9
public_v1,O1,p03199,bundle_standard_opt_3,9,198,1932,33,68,68,0,4,11,252,527,229,41,45,4,5,1019,331,0,d09e70fb36368561c10a609d8c945704ffc4e28e2aca10b2bd294538b81ce96b
public_v1,O1,p03199,bundle_storage_delift,9,198,1932,33,68,68,0,4,11,252,527,229,41,45,4,5,1019,331,0,d09e70fb36368561c10a609d8c945704ffc4e28e2aca10b2bd294538b81ce96b
public_v1,O1,p03199,bundle_residual_strip,9,198,1932,33,68,68,0,4,11,252,527,229,41,45,4,5,1019,331,0,d09e70fb36368561c10a609d8c945704ffc4e28e2aca10b2bd294538b81ce96b
public_v1,O1,p03199,final_clean,9,201,1782,33,68,68,0,4,11,233,459,175,49,39,4,5,878,329,0,31570539d58d0f527176a8a8259f13f69bc6c6a87c2672082dbb93c9c0dad17e
public_v1,O1,p03261,raw_lift,79,862,17344,424,247,238,9,103,0,1190,2864,80,25,154,0,76,4134,6356,6,82ec68eb83b65f8bec5681e67eed76b7c49bf475bbdfdf41fc26e5b3600cf9a9
public_v1,O1,p03261,brightened_main,2,17,182,10,5,5,0,0,1,6,79,22,7,9,0,0,108,39,0,d2b9f99af912d02eb04b27596e8391b92b0abf4340a6881391c22aa502da260a
public_v1,O1,p03261,bundle_verified_input,2,17,182,10,5,5,0,0,1,6,79,22,7,9,0,0,108,39,0,da7d3718ea864caae1039c9d32b2aa5f4541a35b1960200074bfa39389742adb
public_v1,O1,p03261,bundle_pointer_opt,2,17,182,10,5,5,0,0,1,6,79,22,7,9,0,0,108,39,0,da7d3718ea864caae1039c9d32b2aa5f4541a35b1960200074bfa39389742adb
public_v1,O1,p03261,bundle_standard_opt_3,2,17,180,10,5,5,0,0,1,6,79,21,7,9,0,0,107,38,0,3d693df64fb7d972b7fe9109dac4cb9b1f3489f2ad87a5d2f5886e3bc2aedd31
public_v1,O1,p03261,bundle_storage_delift,2,17,180,10,5,5,0,0,1,6,79,21,7,9,0,0,107,38,0,3d693df64fb7d972b7fe9109dac4cb9b1f3489f2ad87a5d2f5886e3bc2aedd31
public_v1,O1,p03261,bundle_residual_strip,2,17,180,10,5,5,0,0,1,6,79,21,7,9,0,0,107,38,0,3d693df64fb7d972b7fe9109dac4cb9b1f3489f2ad87a5d2f5886e3bc2aedd31
public_v1,O1,p03261,final_clean,1,16,130,10,5,5,0,0,1,5,33,21,8,7,0,0,60,36,0,b96281ecd2940a97c6a84dfdf2e55693aaefca2ed2ca9b0dcc1ce40ce1aa9429
public_v1,O1,p03430,raw_lift,27,184,4186,76,52,47,5,13,0,317,552,21,3,36,0,3,890,1538,0,a2ac3f2057cc4e618ed1157ba81aedcfb99284eb37bcf218329302603fbd8eba
public_v1,O1,p03430,brightened_main,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,ce890f8f7f1932370d0e4cdd78d5dd2cd2584c2fe7bf625a2380e5e90bb7e345
public_v1,O1,p03430,bundle_verified_input,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,c91b558c478737e53195567142a5f10600577da89e96a7998271bbef2d6a9d55
public_v1,O1,p03430,bundle_pointer_opt,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,c91b558c478737e53195567142a5f10600577da89e96a7998271bbef2d6a9d55
public_v1,O1,p03430,bundle_standard_opt_3,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,9db925c0901c262a0fe76cd6b6b3f75fc8e3b228d0985f6c0fef276419f6265a
public_v1,O1,p03430,bundle_storage_delift,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,9db925c0901c262a0fe76cd6b6b3f75fc8e3b228d0985f6c0fef276419f6265a
public_v1,O1,p03430,bundle_residual_strip,4,81,1394,2,143,143,0,12,7,252,192,94,10,18,2,0,545,215,0,9db925c0901c262a0fe76cd6b6b3f75fc8e3b228d0985f6c0fef276419f6265a
public_v1,O1,p03430,final_clean,4,79,1322,2,143,143,0,12,7,251,121,94,12,18,2,0,473,217,0,2bfb6c71499c464ad41db776e24eb11ebe3954e337f1cdc741b8f7739f04d70f
public_v1,O1,p03434,raw_lift,68,877,17527,390,173,167,6,80,0,1211,2537,81,23,187,0,20,3829,6774,0,44899a95cb34ba80508449a35d95459f3e07bfb1072bff170b7fc4da0e0a9504
public_v1,O1,p03434,brightened_main,4,25,331,6,16,16,0,6,5,37,103,51,13,9,1,0,196,60,0,09afd34ab6ea07e4be5b8adc5c587cf4390a7ad914546ec6175cff55390b8139
public_v1,O1,p03434,bundle_verified_input,4,25,331,6,16,16,0,6,5,37,103,51,13,9,1,0,196,60,0,3a7bce185c9d6db8462f328f1b3711aea73d79a6e1ce1ba0ffb414aa405b3e2a
public_v1,O1,p03434,bundle_pointer_opt,4,25,325,6,16,16,0,6,5,36,103,51,13,9,1,0,195,51,0,ee0d87dce86ea4c5183774d3649802b10c1d0de5faad7ffe3a8f3ccab782692c
public_v1,O1,p03434,bundle_standard_opt_3,4,23,255,5,14,14,0,4,4,23,74,41,14,7,1,0,142,48,0,7336f086be2db88e51d6831d325fcfdb3fa0bf11f65ec09aff90dc025ac81908
public_v1,O1,p03434,bundle_storage_delift,4,23,255,5,14,14,0,4,4,23,74,41,14,7,1,0,142,48,0,7336f086be2db88e51d6831d325fcfdb3fa0bf11f65ec09aff90dc025ac81908
public_v1,O1,p03434,bundle_residual_strip,4,23,255,5,14,14,0,4,4,23,74,41,14,7,1,0,142,48,0,7336f086be2db88e51d6831d325fcfdb3fa0bf11f65ec09aff90dc025ac81908
public_v1,O1,p03434,final_clean,4,23,237,5,14,14,0,4,4,20,57,41,16,7,1,0,122,50,0,9d9a2ea250eb422e2326815b2d51c004f5293d02a7f1cd94186121193f3934a2
public_v1,O1,p03493,raw_lift,52,704,14028,303,124,119,5,57,0,1032,2082,77,20,146,0,6,3191,5337,0,b8359d7309a0b78f6c395fcddc61be49047962e3c6fe5c2ec5604fcb706f5333
public_v1,O1,p03493,brightened_main,2,11,183,4,9,9,0,5,3,9,55,50,5,7,0,0,117,30,0,c3518deeea525047f41e67a97604cf4929518d0c61cb9bfe7e3552fa1da8e36c
public_v1,O1,p03493,bundle_verified_input,2,11,183,4,9,9,0,5,3,9,55,50,5,7,0,0,117,30,0,3ee22d3c1f915267db2b2478b9035cf45d4954a499bdcd9986eb185784e5499e
public_v1,O1,p03493,bundle_pointer_opt,2,11,183,4,9,9,0,5,3,9,55,50,5,7,0,0,117,30,0,a58abd42307c9be6b2a323bf9d8440a200c3bd5bdd431b7c11483f04f5ed14cf
public_v1,O1,p03493,bundle_standard_opt_3,2,11,173,4,9,9,0,5,3,9,55,41,4,7,0,0,108,29,0,2fe22b315fb3fd01dd23bee6be07ed864ec4fe8348954c81761c558a6984ef72
public_v1,O1,p03493,bundle_storage_delift,2,11,173,4,9,9,0,5,3,9,55,41,4,7,0,0,108,29,0,2fe22b315fb3fd01dd23bee6be07ed864ec4fe8348954c81761c558a6984ef72
public_v1,O1,p03493,bundle_residual_strip,2,11,173,4,9,9,0,5,3,9,55,41,4,7,0,0,108,29,0,2fe22b315fb3fd01dd23bee6be07ed864ec4fe8348954c81761c558a6984ef72
public_v1,O1,p03493,final_clean,2,11,165,4,9,9,0,5,3,9,47,41,4,7,0,0,100,29,0,ddc15d7f4a7cf6c0e1e2a1548e80eb576db1b3d418366559ef2e3e4a048f3da6
public_v1,O1,p03510,raw_lift,30,203,4631,82,82,77,5,28,0,439,809,41,7,36,0,5,1289,1574,0,20a1d9e5060d0b1fe99f92d46e7d3b8c323708350431d05f73bdabd756b8b168
public_v1,O1,p03510,brightened_main,4,68,1293,10,85,85,0,11,6,184,244,184,36,15,2,2,618,180,0,9f86a3e3d76e12f1953835c840f10789a67922fd1494d3e431aae3bf0e443133
