flow_id,taxonomy,category,count
B1,FINAL_STATUS,FAIL_GENERATION,1
B2,FINAL_STATUS,INCONCLUSIVE,1
B2,INCONCLUSIVE,INSUFFICIENT_BUDGET,1
F1,FINAL_STATUS,INCONCLUSIVE,1
F1,INCONCLUSIVE,INSUFFICIENT_BUDGET,1
F2,FINAL_STATUS,INCONCLUSIVE,1
F2,INCONCLUSIVE,INSUFFICIENT_BUDGET,1
F3,FINAL_STATUS,INCONCLUSIVE,1
F3,INCONCLUSIVE,INSUFFICIENT_BUDGET,1
