flow_id,eligible_sample_count,initial_candidate_count,first_compile_success_count,first_pass_rsr_percent,first_pass_rsr_ci_low,first_pass_rsr_ci_high,compile_success_within_budget_count,final_rsr_percent,final_rsr_ci_low,final_rsr_ci_high,compilation_repair_gain_pp,compile_repair_case_count,compile_repair_success_count,compilation_repair_success_rate_percent,compile_repair_budget_exhausted_count,compile_repair_rounds_mean,compile_repair_rounds_median,compile_repair_rounds_stddev,compile_repair_rounds_min,compile_repair_rounds_p25,compile_repair_rounds_p75,compile_repair_rounds_max,compiler_attempts_mean
B1,1,0,0,,,,0,,,,,0,0,,0,,,,,,,,0.0
B2,1,1,1,100.0,100.0,100.0,1,100.0,100.0,100.0,,0,0,,0,,,,,,,,1.0
F1,1,1,1,100.0,100.0,100.0,1,100.0,100.0,100.0,0.0,0,0,,0,,,,,,,,2.0
F2,1,1,1,100.0,100.0,100.0,1,100.0,100.0,100.0,0.0,0,0,,0,,,,,,,,5.0
F3,1,1,1,100.0,100.0,100.0,1,100.0,100.0,100.0,,0,0,,0,,,,,,,,1.0
