flow_id,completed_behavioral_validation_count,behavioral_pass_count,program_behavioral_pass_rate_percent,initial_behavioral_validation_count,initial_behavioral_pass_count,initial_behavioral_pass_rate_percent,final_behavioral_pass_rate_percent,input_match_macro_percent,input_match_micro_percent,input_match_median_percent,input_match_percent_bootstrap_ci_low,input_match_percent_bootstrap_ci_high,counterexample_sample_count,counterexample_detection_rate_percent,counterexample_ever_detected_rate_percent,final_counterexample_rate_percent
B1,0,0,,0,0,,,,,,,,0,,,
B2,0,0,,0,0,,,,,,,,0,,,
F1,0,0,,0,0,,,,,,,,0,,,
F2,0,0,,0,0,,,,,,,,0,,,
F3,0,0,,0,0,,,,,,,,0,,,
