dataset,level,transition,pure_default_optimizer_boundary,opcode,total_before,total_after,total_delta,cases_changed
own_v1,O3,custom_storage_delift,False,trunc,416,416,0,0
own_v1,O3,custom_storage_delift,False,xor,779,779,0,0
own_v1,O3,custom_storage_delift,False,zext,697,697,0,0
own_v1,O3,custom_residual_strip,False,add,1501,1501,0,0
own_v1,O3,custom_residual_strip,False,alloca,110,110,0,0
own_v1,O3,custom_residual_strip,False,and,723,723,0,0
own_v1,O3,custom_residual_strip,False,br,1427,1427,0,0
own_v1,O3,custom_residual_strip,False,call,573,573,0,0
own_v1,O3,custom_residual_strip,False,getelementptr,1861,1861,0,0
own_v1,O3,custom_residual_strip,False,icmp,1022,1022,0,0
own_v1,O3,custom_residual_strip,False,inttoptr,578,578,0,0
own_v1,O3,custom_residual_strip,False,load,2711,2711,0,0
own_v1,O3,custom_residual_strip,False,lshr,329,329,0,0
own_v1,O3,custom_residual_strip,False,mul,135,135,0,0
own_v1,O3,custom_residual_strip,False,or,48,48,0,0
own_v1,O3,custom_residual_strip,False,phi,876,876,0,0
own_v1,O3,custom_residual_strip,False,ptrtoint,110,110,0,0
own_v1,O3,custom_residual_strip,False,ret,245,245,0,0
own_v1,O3,custom_residual_strip,False,select,626,626,0,0
own_v1,O3,custom_residual_strip,False,shl,353,353,0,0
own_v1,O3,custom_residual_strip,False,store,11552,11552,0,0
own_v1,O3,custom_residual_strip,False,switch,73,73,0,0
own_v1,O3,custom_residual_strip,False,trunc,416,416,0,0
own_v1,O3,custom_residual_strip,False,xor,779,779,0,0
own_v1,O3,custom_residual_strip,False,zext,697,697,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,add,1501,1436,-65,5
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,alloca,110,109,-1,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,and,723,686,-37,4
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,br,1427,1386,-41,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,call,573,560,-13,2
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,getelementptr,1861,1825,-36,2
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,icmp,1022,990,-32,5
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,inttoptr,578,549,-29,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,load,2711,2604,-107,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,lshr,329,315,-14,3
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,mul,135,132,-3,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,or,48,34,-14,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,phi,876,817,-59,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ptrtoint,110,107,-3,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ret,245,223,-22,18
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,select,626,615,-11,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,shl,353,339,-14,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,store,11552,10710,-842,25
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,switch,73,69,-4,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,trunc,416,397,-19,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,xor,779,753,-26,3
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,zext,697,656,-41,5
own_v1,O3,main_combined_custom_plus_opt_1_2,False,sdiv,21,9,-12,4
own_v1,O3,bundle_exact_pointer_passes,False,sdiv,9,9,0,0
own_v1,O3,bundle_exact_pointer_passes,False,unreachable,5,5,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,sdiv,9,9,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,sext,139,138,-1,1
own_v1,O3,llvm_default_opt_boundary_3,True,unreachable,5,5,0,0
own_v1,O3,custom_storage_delift,False,sdiv,9,9,0,0
own_v1,O3,custom_storage_delift,False,sext,138,138,0,0
own_v1,O3,custom_storage_delift,False,unreachable,5,5,0,0
own_v1,O3,custom_residual_strip,False,sdiv,9,9,0,0
own_v1,O3,custom_residual_strip,False,sext,138,138,0,0
own_v1,O3,custom_residual_strip,False,unreachable,5,5,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sdiv,9,5,-4,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sext,138,131,-7,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,unreachable,5,4,-1,1
own_v1,O3,bundle_exact_pointer_passes,False,ashr,11,11,0,0
own_v1,O3,bundle_exact_pointer_passes,False,sub,45,45,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,ashr,11,11,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,sub,45,45,0,0
own_v1,O3,custom_storage_delift,False,ashr,11,11,0,0
own_v1,O3,custom_storage_delift,False,sub,45,45,0,0
own_v1,O3,custom_residual_strip,False,ashr,11,11,0,0
own_v1,O3,custom_residual_strip,False,sub,45,45,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,ashr,11,6,-5,1
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sub,45,39,-6,1
own_v1,O3,main_combined_custom_plus_opt_1_2,False,freeze,0,3,3,1
own_v1,O3,main_combined_custom_plus_opt_1_2,False,udiv,7,1,-6,3
own_v1,O3,main_combined_custom_plus_opt_1_2,False,urem,3,5,2,2
own_v1,O3,bundle_exact_pointer_passes,False,freeze,3,3,0,0
own_v1,O3,bundle_exact_pointer_passes,False,urem,5,5,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,freeze,3,3,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,urem,5,5,0,0
own_v1,O3,custom_storage_delift,False,freeze,3,3,0,0
own_v1,O3,custom_storage_delift,False,urem,5,5,0,0
own_v1,O3,custom_residual_strip,False,freeze,3,3,0,0
own_v1,O3,custom_residual_strip,False,urem,5,5,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,freeze,3,3,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,urem,5,5,0,0
own_v1,O3,main_combined_custom_plus_opt_1_2,False,bitcast,3,0,-3,2
own_v1,O3,main_combined_custom_plus_opt_1_2,False,srem,12,12,0,0
own_v1,O3,bundle_exact_pointer_passes,False,srem,12,12,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,srem,12,12,0,0
own_v1,O3,custom_storage_delift,False,srem,12,12,0,0
own_v1,O3,custom_residual_strip,False,srem,12,12,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,srem,12,9,-3,1
own_v1,O3,bundle_exact_pointer_passes,False,udiv,1,1,0,0
own_v1,O3,llvm_default_opt_boundary_3,True,udiv,1,1,0,0
own_v1,O3,custom_storage_delift,False,udiv,1,1,0,0
own_v1,O3,custom_residual_strip,False,udiv,1,1,0,0
own_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,udiv,1,1,0,0
