dataset,level,sample_id,transition,before_stage,after_stage,pure_default_optimizer_boundary,functions_before,functions_after,functions_delta,functions_delta_ratio,blocks_before,blocks_after,blocks_delta,blocks_delta_ratio,instructions_before,instructions_after,instructions_delta,instructions_delta_ratio,conditional_branches_before,conditional_branches_after,conditional_branches_delta,conditional_branches_delta_ratio,calls_before,calls_after,calls_delta,calls_delta_ratio,direct_calls_before,direct_calls_after,direct_calls_delta,direct_calls_delta_ratio,indirect_calls_before,indirect_calls_after,indirect_calls_delta,indirect_calls_delta_ratio,intrinsics_before,intrinsics_after,intrinsics_delta,intrinsics_delta_ratio,allocas_before,allocas_after,allocas_delta,allocas_delta_ratio,loads_before,loads_after,loads_delta,loads_delta_ratio,stores_before,stores_after,stores_delta,stores_delta_ratio,geps_before,geps_after,geps_delta,geps_delta_ratio,phis_before,phis_after,phis_delta,phis_delta_ratio,selects_before,selects_after,selects_delta,selects_delta_ratio,switches_before,switches_after,switches_delta,switches_delta_ratio,unreachable_before,unreachable_after,unreachable_delta,unreachable_delta_ratio,memory_ops_before,memory_ops_after,memory_ops_delta,memory_ops_delta_ratio,scalar_cleanup_ops_before,scalar_cleanup_ops_after,scalar_cleanup_ops_delta,scalar_cleanup_ops_delta_ratio,vector_instructions_before,vector_instructions_after,vector_instructions_delta,vector_instructions_delta_ratio
own_v1,O1,h00028,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,2,2,0,0.0,59,59,0,0.0,454,454,0,0.0,2,2,0,0.0,9,9,0,0.0,9,9,0,0.0,0,0,0,,6,6,0,0.0,5,5,0,0.0,67,67,0,0.0,111,111,0,0.0,45,45,0,0.0,2,2,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,228,228,0,0.0,86,86,0,0.0,0,0,0,
own_v1,O1,h00028,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,2,2,0,0.0,59,59,0,0.0,454,454,0,0.0,2,2,0,0.0,9,9,0,0.0,9,9,0,0.0,0,0,0,,6,6,0,0.0,5,5,0,0.0,67,67,0,0.0,111,111,0,0.0,45,45,0,0.0,2,2,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,228,228,0,0.0,86,86,0,0.0,0,0,0,
own_v1,O1,h00028,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,2,1,-1,-0.5,59,58,-1,-0.01694915254237288,454,452,-2,-0.004405286343612335,2,2,0,0.0,9,9,0,0.0,9,9,0,0.0,0,0,0,,6,6,0,0.0,5,5,0,0.0,67,67,0,0.0,111,110,-1,-0.009009009009009009,45,45,0,0.0,2,2,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,228,227,-1,-0.0043859649122807015,86,86,0,0.0,0,0,0,
own_v1,O1,h00029,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,28,10,-18,-0.6428571428571429,184,90,-94,-0.5108695652173914,2035,1961,-74,-0.03636363636363636,75,17,-58,-0.7733333333333333,51,41,-10,-0.19607843137254902,46,39,-7,-0.15217391304347827,5,2,-3,-0.6,15,18,3,0.2,0,6,6,,143,190,47,0.32867132867132864,337,1022,685,2.0326409495548963,6,106,100,16.666666666666668,2,45,43,21.5,19,29,10,0.5263157894736842,0,6,6,,3,0,-3,-1.0,486,1324,838,1.7242798353909465,650,285,-365,-0.5615384615384615,0,0,0,
own_v1,O1,h00029,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,10,10,0,0.0,90,90,0,0.0,1961,1956,-5,-0.0025497195308516064,17,17,0,0.0,41,41,0,0.0,39,39,0,0.0,2,2,0,0.0,18,18,0,0.0,6,6,0,0.0,190,190,0,0.0,1022,1022,0,0.0,106,106,0,0.0,45,45,0,0.0,29,29,0,0.0,6,6,0,0.0,0,0,0,,1324,1324,0,0.0,285,280,-5,-0.017543859649122806,0,0,0,
own_v1,O1,h00029,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,10,10,0,0.0,90,90,0,0.0,1956,1831,-125,-0.06390593047034765,17,17,0,0.0,41,41,0,0.0,39,39,0,0.0,2,2,0,0.0,18,18,0,0.0,6,6,0,0.0,190,144,-46,-0.24210526315789474,1022,944,-78,-0.07632093933463796,106,106,0,0.0,45,45,0,0.0,29,29,0,0.0,6,6,0,0.0,0,0,0,,1324,1200,-124,-0.09365558912386707,280,280,0,0.0,0,0,0,
own_v1,O1,h00029,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,10,10,0,0.0,90,90,0,0.0,1831,1831,0,0.0,17,17,0,0.0,41,41,0,0.0,39,39,0,0.0,2,2,0,0.0,18,18,0,0.0,6,6,0,0.0,144,144,0,0.0,944,944,0,0.0,106,106,0,0.0,45,45,0,0.0,29,29,0,0.0,6,6,0,0.0,0,0,0,,1200,1200,0,0.0,280,280,0,0.0,0,0,0,
own_v1,O1,h00029,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,10,10,0,0.0,90,90,0,0.0,1831,1831,0,0.0,17,17,0,0.0,41,41,0,0.0,39,39,0,0.0,2,2,0,0.0,18,18,0,0.0,6,6,0,0.0,144,144,0,0.0,944,944,0,0.0,106,106,0,0.0,45,45,0,0.0,29,29,0,0.0,6,6,0,0.0,0,0,0,,1200,1200,0,0.0,280,280,0,0.0,0,0,0,
own_v1,O1,h00029,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,10,10,0,0.0,90,90,0,0.0,1831,1691,-140,-0.0764609503003823,17,17,0,0.0,41,41,0,0.0,39,39,0,0.0,2,2,0,0.0,18,18,0,0.0,6,6,0,0.0,144,138,-6,-0.041666666666666664,944,813,-131,-0.13877118644067796,106,106,0,0.0,45,45,0,0.0,29,29,0,0.0,6,6,0,0.0,0,0,0,,1200,1063,-137,-0.11416666666666667,280,278,-2,-0.007142857142857143,0,0,0,
own_v1,O1,h00030,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,26,2,-24,-0.9230769230769231,239,93,-146,-0.6108786610878661,2132,616,-1516,-0.7110694183864915,104,2,-102,-0.9807692307692307,38,4,-34,-0.8947368421052632,33,4,-29,-0.8787878787878788,5,0,-5,-1.0,9,0,-9,-1.0,0,4,4,,130,81,-49,-0.3769230769230769,304,128,-176,-0.5789473684210527,5,99,94,18.8,2,0,-2,-1.0,31,30,-1,-0.03225806451612903,0,2,2,,3,0,-3,-1.0,439,312,-127,-0.28929384965831434,691,94,-597,-0.8639652677279306,0,0,0,
own_v1,O1,h00030,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,2,2,0,0.0,93,93,0,0.0,616,616,0,0.0,2,2,0,0.0,4,4,0,0.0,4,4,0,0.0,0,0,0,,0,0,0,,4,4,0,0.0,81,81,0,0.0,128,128,0,0.0,99,99,0,0.0,0,0,0,,30,30,0,0.0,2,2,0,0.0,0,0,0,,312,312,0,0.0,94,94,0,0.0,0,0,0,
own_v1,O1,h00030,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,2,2,0,0.0,93,93,0,0.0,616,548,-68,-0.11038961038961038,2,2,0,0.0,4,4,0,0.0,4,4,0,0.0,0,0,0,,0,0,0,,4,4,0,0.0,81,81,0,0.0,128,128,0,0.0,99,37,-62,-0.6262626262626263,0,0,0,,30,30,0,0.0,2,2,0,0.0,0,0,0,,312,250,-62,-0.1987179487179487,94,94,0,0.0,0,0,0,
own_v1,O1,h00030,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,2,2,0,0.0,93,93,0,0.0,548,548,0,0.0,2,2,0,0.0,4,4,0,0.0,4,4,0,0.0,0,0,0,,0,0,0,,4,4,0,0.0,81,81,0,0.0,128,128,0,0.0,37,37,0,0.0,0,0,0,,30,30,0,0.0,2,2,0,0.0,0,0,0,,250,250,0,0.0,94,94,0,0.0,0,0,0,
own_v1,O1,h00030,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,2,2,0,0.0,93,93,0,0.0,548,548,0,0.0,2,2,0,0.0,4,4,0,0.0,4,4,0,0.0,0,0,0,,0,0,0,,4,4,0,0.0,81,81,0,0.0,128,128,0,0.0,37,37,0,0.0,0,0,0,,30,30,0,0.0,2,2,0,0.0,0,0,0,,250,250,0,0.0,94,94,0,0.0,0,0,0,
own_v1,O1,h00030,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,2,1,-1,-0.5,93,92,-1,-0.010752688172043012,548,547,-1,-0.0018248175182481751,2,2,0,0.0,4,4,0,0.0,4,4,0,0.0,0,0,0,,0,0,0,,4,4,0,0.0,81,81,0,0.0,128,128,0,0.0,37,37,0,0.0,0,0,0,,30,30,0,0.0,2,2,0,0.0,0,0,0,,250,250,0,0.0,94,94,0,0.0,0,0,0,
own_v1,O1,h00031,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,27,8,-19,-0.7037037037037037,164,73,-91,-0.5548780487804879,1769,1310,-459,-0.2594686263425664,66,10,-56,-0.8484848484848485,47,19,-28,-0.5957446808510638,42,17,-25,-0.5952380952380952,5,2,-3,-0.6,14,8,-6,-0.42857142857142855,0,2,2,,107,125,18,0.16822429906542055,298,699,401,1.3456375838926173,5,71,66,13.2,2,39,37,18.5,17,22,5,0.29411764705882354,0,4,4,,3,0,-3,-1.0,410,897,487,1.1878048780487804,567,184,-383,-0.6754850088183422,0,0,0,
own_v1,O1,h00031,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,8,8,0,0.0,73,73,0,0.0,1310,1291,-19,-0.01450381679389313,10,10,0,0.0,19,19,0,0.0,17,17,0,0.0,2,2,0,0.0,8,8,0,0.0,2,2,0,0.0,125,124,-1,-0.008,699,699,0,0.0,71,70,-1,-0.014084507042253521,39,33,-6,-0.15384615384615385,22,22,0,0.0,4,4,0,0.0,0,0,0,,897,895,-2,-0.002229654403567447,184,168,-16,-0.08695652173913043,0,0,0,
own_v1,O1,h00031,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,8,8,0,0.0,73,73,0,0.0,1291,1213,-78,-0.060418280402788536,10,10,0,0.0,19,19,0,0.0,17,17,0,0.0,2,2,0,0.0,8,8,0,0.0,2,2,0,0.0,124,88,-36,-0.2903225806451613,699,657,-42,-0.060085836909871244,70,70,0,0.0,33,33,0,0.0,22,22,0,0.0,4,4,0,0.0,0,0,0,,895,817,-78,-0.08715083798882682,168,168,0,0.0,0,0,0,
own_v1,O1,h00031,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,8,8,0,0.0,73,73,0,0.0,1213,1213,0,0.0,10,10,0,0.0,19,19,0,0.0,17,17,0,0.0,2,2,0,0.0,8,8,0,0.0,2,2,0,0.0,88,88,0,0.0,657,657,0,0.0,70,70,0,0.0,33,33,0,0.0,22,22,0,0.0,4,4,0,0.0,0,0,0,,817,817,0,0.0,168,168,0,0.0,0,0,0,
own_v1,O1,h00031,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,8,8,0,0.0,73,73,0,0.0,1213,1213,0,0.0,10,10,0,0.0,19,19,0,0.0,17,17,0,0.0,2,2,0,0.0,8,8,0,0.0,2,2,0,0.0,88,88,0,0.0,657,657,0,0.0,70,70,0,0.0,33,33,0,0.0,22,22,0,0.0,4,4,0,0.0,0,0,0,,817,817,0,0.0,168,168,0,0.0,0,0,0,
own_v1,O1,h00031,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,8,8,0,0.0,73,73,0,0.0,1213,1126,-87,-0.0717230008244023,10,10,0,0.0,19,19,0,0.0,17,17,0,0.0,2,2,0,0.0,8,8,0,0.0,2,2,0,0.0,88,88,0,0.0,657,570,-87,-0.1324200913242009,70,70,0,0.0,33,33,0,0.0,22,22,0,0.0,4,4,0,0.0,0,0,0,,817,730,-87,-0.10648714810281518,168,168,0,0.0,0,0,0,
own_v1,O1,h00032,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,26,9,-17,-0.6538461538461539,163,70,-93,-0.5705521472392638,1389,924,-465,-0.3347732181425486,66,5,-61,-0.9242424242424242,34,12,-22,-0.6470588235294118,29,10,-19,-0.6551724137931034,5,2,-3,-0.6,7,4,-3,-0.42857142857142855,0,1,1,,84,75,-9,-0.10714285714285714,219,499,280,1.278538812785388,5,57,52,10.4,2,37,35,17.5,18,19,1,0.05555555555555555,0,2,2,,3,0,-3,-1.0,308,632,324,1.051948051948052,464,138,-326,-0.7025862068965517,0,0,0,
own_v1,O1,h00032,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,9,9,0,0.0,70,70,0,0.0,924,883,-41,-0.044372294372294376,5,5,0,0.0,12,12,0,0.0,10,10,0,0.0,2,2,0,0.0,4,4,0,0.0,1,1,0,0.0,75,75,0,0.0,499,499,0,0.0,57,57,0,0.0,37,28,-9,-0.24324324324324326,19,19,0,0.0,2,2,0,0.0,0,0,0,,632,632,0,0.0,138,110,-28,-0.2028985507246377,0,0,0,
own_v1,O1,h00032,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,9,9,0,0.0,70,70,0,0.0,883,857,-26,-0.02944507361268403,5,5,0,0.0,12,12,0,0.0,10,10,0,0.0,2,2,0,0.0,4,4,0,0.0,1,1,0,0.0,75,65,-10,-0.13333333333333333,499,483,-16,-0.03206412825651302,57,57,0,0.0,28,28,0,0.0,19,19,0,0.0,2,2,0,0.0,0,0,0,,632,606,-26,-0.04113924050632911,110,110,0,0.0,0,0,0,
own_v1,O1,h00032,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,9,9,0,0.0,70,70,0,0.0,857,857,0,0.0,5,5,0,0.0,12,12,0,0.0,10,10,0,0.0,2,2,0,0.0,4,4,0,0.0,1,1,0,0.0,65,65,0,0.0,483,483,0,0.0,57,57,0,0.0,28,28,0,0.0,19,19,0,0.0,2,2,0,0.0,0,0,0,,606,606,0,0.0,110,110,0,0.0,0,0,0,
own_v1,O1,h00032,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,9,9,0,0.0,70,70,0,0.0,857,857,0,0.0,5,5,0,0.0,12,12,0,0.0,10,10,0,0.0,2,2,0,0.0,4,4,0,0.0,1,1,0,0.0,65,65,0,0.0,483,483,0,0.0,57,57,0,0.0,28,28,0,0.0,19,19,0,0.0,2,2,0,0.0,0,0,0,,606,606,0,0.0,110,110,0,0.0,0,0,0,
own_v1,O1,h00032,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,9,9,0,0.0,70,70,0,0.0,857,734,-123,-0.14352392065344224,5,5,0,0.0,12,12,0,0.0,10,10,0,0.0,2,2,0,0.0,4,4,0,0.0,1,1,0,0.0,65,65,0,0.0,483,360,-123,-0.2546583850931677,57,57,0,0.0,28,28,0,0.0,19,19,0,0.0,2,2,0,0.0,0,0,0,,606,483,-123,-0.20297029702970298,110,110,0,0.0,0,0,0,
own_v1,O1,h00033,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,27,9,-18,-0.6666666666666666,147,62,-85,-0.5782312925170068,1750,1426,-324,-0.18514285714285714,58,6,-52,-0.896551724137931,49,34,-15,-0.30612244897959184,44,32,-12,-0.2727272727272727,5,2,-3,-0.6,16,13,-3,-0.1875,0,5,5,,116,137,21,0.1810344827586207,308,696,388,1.2597402597402598,4,48,44,11.0,4,33,29,7.25,18,20,2,0.1111111111111111,0,2,2,,4,0,-4,-1.0,428,886,458,1.0700934579439252,548,248,-300,-0.5474452554744526,0,0,0,
own_v1,O1,h00033,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,9,9,0,0.0,62,62,0,0.0,1426,1419,-7,-0.004908835904628331,6,6,0,0.0,34,34,0,0.0,32,32,0,0.0,2,2,0,0.0,13,13,0,0.0,5,5,0,0.0,137,137,0,0.0,696,696,0,0.0,48,48,0,0.0,33,29,-4,-0.12121212121212122,20,20,0,0.0,2,2,0,0.0,0,0,0,,886,886,0,0.0,248,241,-7,-0.028225806451612902,0,0,0,
own_v1,O1,h00033,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,9,9,0,0.0,62,62,0,0.0,1419,1293,-126,-0.08879492600422834,6,6,0,0.0,34,32,-2,-0.058823529411764705,32,30,-2,-0.0625,2,2,0,0.0,13,13,0,0.0,5,5,0,0.0,137,103,-34,-0.24817518248175183,696,610,-86,-0.1235632183908046,48,48,0,0.0,29,27,-2,-0.06896551724137931,20,20,0,0.0,2,2,0,0.0,0,0,0,,886,766,-120,-0.13544018058690746,241,237,-4,-0.016597510373443983,0,0,0,
own_v1,O1,h00033,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,9,9,0,0.0,62,62,0,0.0,1293,1293,0,0.0,6,6,0,0.0,32,32,0,0.0,30,30,0,0.0,2,2,0,0.0,13,13,0,0.0,5,5,0,0.0,103,103,0,0.0,610,610,0,0.0,48,48,0,0.0,27,27,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,766,766,0,0.0,237,237,0,0.0,0,0,0,
own_v1,O1,h00033,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,9,9,0,0.0,62,62,0,0.0,1293,1293,0,0.0,6,6,0,0.0,32,32,0,0.0,30,30,0,0.0,2,2,0,0.0,13,13,0,0.0,5,5,0,0.0,103,103,0,0.0,610,610,0,0.0,48,48,0,0.0,27,27,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,766,766,0,0.0,237,237,0,0.0,0,0,0,
own_v1,O1,h00033,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,9,9,0,0.0,62,62,0,0.0,1293,1136,-157,-0.1214230471771075,6,6,0,0.0,32,31,-1,-0.03125,30,29,-1,-0.03333333333333333,2,2,0,0.0,13,12,-1,-0.07692307692307693,5,5,0,0.0,103,103,0,0.0,610,463,-147,-0.24098360655737705,48,48,0,0.0,27,27,0,0.0,20,20,0,0.0,2,2,0,0.0,0,0,0,,766,619,-147,-0.1919060052219321,237,234,-3,-0.012658227848101266,0,0,0,
own_v1,O1,h00034,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,32,9,-23,-0.71875,171,71,-100,-0.5847953216374269,1816,1640,-176,-0.09691629955947137,67,5,-62,-0.9253731343283582,55,25,-30,-0.5454545454545454,50,23,-27,-0.54,5,2,-3,-0.6,15,6,-9,-0.6,0,1,1,,122,134,12,0.09836065573770492,323,954,631,1.9535603715170278,4,88,84,21.0,2,39,37,18.5,17,28,11,0.6470588235294118,0,2,2,,3,0,-3,-1.0,449,1177,728,1.621380846325167,568,209,-359,-0.6320422535211268,0,0,0,
own_v1,O1,h00034,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,9,9,0,0.0,71,71,0,0.0,1640,1640,0,0.0,5,5,0,0.0,25,25,0,0.0,23,23,0,0.0,2,2,0,0.0,6,6,0,0.0,1,1,0,0.0,134,134,0,0.0,954,954,0,0.0,88,88,0,0.0,39,39,0,0.0,28,28,0,0.0,2,2,0,0.0,0,0,0,,1177,1177,0,0.0,209,209,0,0.0,0,0,0,
own_v1,O1,h00034,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,9,9,0,0.0,71,71,0,0.0,1640,1616,-24,-0.014634146341463415,5,5,0,0.0,25,25,0,0.0,23,23,0,0.0,2,2,0,0.0,6,6,0,0.0,1,1,0,0.0,134,125,-9,-0.06716417910447761,954,939,-15,-0.015723270440251572,88,88,0,0.0,39,39,0,0.0,28,28,0,0.0,2,2,0,0.0,0,0,0,,1177,1153,-24,-0.020390824129141887,209,209,0,0.0,0,0,0,
own_v1,O1,h00034,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,9,9,0,0.0,71,71,0,0.0,1616,1616,0,0.0,5,5,0,0.0,25,25,0,0.0,23,23,0,0.0,2,2,0,0.0,6,6,0,0.0,1,1,0,0.0,125,125,0,0.0,939,939,0,0.0,88,88,0,0.0,39,39,0,0.0,28,28,0,0.0,2,2,0,0.0,0,0,0,,1153,1153,0,0.0,209,209,0,0.0,0,0,0,
own_v1,O1,h00034,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,9,9,0,0.0,71,71,0,0.0,1616,1616,0,0.0,5,5,0,0.0,25,25,0,0.0,23,23,0,0.0,2,2,0,0.0,6,6,0,0.0,1,1,0,0.0,125,125,0,0.0,939,939,0,0.0,88,88,0,0.0,39,39,0,0.0,28,28,0,0.0,2,2,0,0.0,0,0,0,,1153,1153,0,0.0,209,209,0,0.0,0,0,0,
own_v1,O1,h00034,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,9,9,0,0.0,71,71,0,0.0,1616,1307,-309,-0.19121287128712872,5,5,0,0.0,25,25,0,0.0,23,23,0,0.0,2,2,0,0.0,6,6,0,0.0,1,1,0,0.0,125,123,-2,-0.016,939,647,-292,-0.3109691160809372,88,87,-1,-0.011363636363636364,39,36,-3,-0.07692307692307693,28,28,0,0.0,2,2,0,0.0,0,0,0,,1153,858,-295,-0.25585429314830876,209,198,-11,-0.05263157894736842,0,0,0,
own_v1,O1,h00035,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,30,11,-19,-0.6333333333333333,138,53,-85,-0.6159420289855072,1621,1192,-429,-0.2646514497223936,51,5,-46,-0.9019607843137255,44,25,-19,-0.4318181818181818,38,22,-16,-0.42105263157894735,6,3,-3,-0.5,11,10,-1,-0.09090909090909091,0,4,4,,115,136,21,0.1826086956521739,250,601,351,1.404,7,67,60,8.571428571428571,2,41,39,19.5,11,14,3,0.2727272727272727,0,3,3,,3,0,-3,-1.0,372,808,436,1.1720430107526882,483,168,-315,-0.6521739130434783,0,0,0,
own_v1,O1,h00035,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,11,11,0,0.0,53,53,0,0.0,1192,1176,-16,-0.013422818791946308,5,5,0,0.0,25,25,0,0.0,22,22,0,0.0,3,3,0,0.0,10,10,0,0.0,4,4,0,0.0,136,135,-1,-0.007352941176470588,601,601,0,0.0,67,66,-1,-0.014925373134328358,41,35,-6,-0.14634146341463414,14,14,0,0.0,3,3,0,0.0,0,0,0,,808,806,-2,-0.0024752475247524753,168,158,-10,-0.05952380952380952,0,0,0,
own_v1,O1,h00035,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,11,11,0,0.0,53,53,0,0.0,1176,1062,-114,-0.09693877551020408,5,5,0,0.0,25,25,0,0.0,22,22,0,0.0,3,3,0,0.0,10,10,0,0.0,4,4,0,0.0,135,108,-27,-0.2,601,514,-87,-0.1447587354409318,66,66,0,0.0,35,35,0,0.0,14,14,0,0.0,3,3,0,0.0,0,0,0,,806,692,-114,-0.141439205955335,158,158,0,0.0,0,0,0,
own_v1,O1,h00035,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,11,11,0,0.0,53,53,0,0.0,1062,1062,0,0.0,5,5,0,0.0,25,25,0,0.0,22,22,0,0.0,3,3,0,0.0,10,10,0,0.0,4,4,0,0.0,108,108,0,0.0,514,514,0,0.0,66,66,0,0.0,35,35,0,0.0,14,14,0,0.0,3,3,0,0.0,0,0,0,,692,692,0,0.0,158,158,0,0.0,0,0,0,
own_v1,O1,h00035,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,11,11,0,0.0,53,53,0,0.0,1062,1062,0,0.0,5,5,0,0.0,25,25,0,0.0,22,22,0,0.0,3,3,0,0.0,10,10,0,0.0,4,4,0,0.0,108,108,0,0.0,514,514,0,0.0,66,66,0,0.0,35,35,0,0.0,14,14,0,0.0,3,3,0,0.0,0,0,0,,692,692,0,0.0,158,158,0,0.0,0,0,0,
own_v1,O1,h00035,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,11,11,0,0.0,53,53,0,0.0,1062,959,-103,-0.09698681732580038,5,5,0,0.0,25,25,0,0.0,22,22,0,0.0,3,3,0,0.0,10,10,0,0.0,4,4,0,0.0,108,102,-6,-0.05555555555555555,514,417,-97,-0.188715953307393,66,66,0,0.0,35,35,0,0.0,14,14,0,0.0,3,3,0,0.0,0,0,0,,692,589,-103,-0.14884393063583815,158,158,0,0.0,0,0,0,
own_v1,O1,h00036,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,26,2,-24,-0.9230769230769231,83,16,-67,-0.8072289156626506,1004,120,-884,-0.8804780876494024,26,1,-25,-0.9615384615384616,35,3,-32,-0.9142857142857143,30,3,-27,-0.9,5,0,-5,-1.0,8,1,-7,-0.875,0,1,1,,58,12,-46,-0.7931034482758621,161,27,-134,-0.8322981366459627,4,25,21,5.25,4,5,1,0.25,7,4,-3,-0.42857142857142855,0,1,1,,3,0,-3,-1.0,223,65,-158,-0.7085201793721974,314,18,-296,-0.9426751592356688,0,0,0,
own_v1,O1,h00036,bundle_exact_pointer_passes,bundle_verified_input,bundle_pointer_opt,False,2,2,0,0.0,16,16,0,0.0,120,120,0,0.0,1,1,0,0.0,3,3,0,0.0,3,3,0,0.0,0,0,0,,1,1,0,0.0,1,1,0,0.0,12,12,0,0.0,27,27,0,0.0,25,25,0,0.0,5,5,0,0.0,4,4,0,0.0,1,1,0,0.0,0,0,0,,65,65,0,0.0,18,18,0,0.0,0,0,0,
own_v1,O1,h00036,llvm_default_opt_boundary_3,bundle_pointer_opt,bundle_standard_opt_3,True,2,2,0,0.0,16,16,0,0.0,120,110,-10,-0.08333333333333333,1,1,0,0.0,3,3,0,0.0,3,3,0,0.0,0,0,0,,1,1,0,0.0,1,1,0,0.0,12,12,0,0.0,27,27,0,0.0,25,15,-10,-0.4,5,5,0,0.0,4,4,0,0.0,1,1,0,0.0,0,0,0,,65,55,-10,-0.15384615384615385,18,18,0,0.0,0,0,0,
own_v1,O1,h00036,custom_storage_delift,bundle_standard_opt_3,bundle_storage_delift,False,2,2,0,0.0,16,16,0,0.0,110,110,0,0.0,1,1,0,0.0,3,3,0,0.0,3,3,0,0.0,0,0,0,,1,1,0,0.0,1,1,0,0.0,12,12,0,0.0,27,27,0,0.0,15,15,0,0.0,5,5,0,0.0,4,4,0,0.0,1,1,0,0.0,0,0,0,,55,55,0,0.0,18,18,0,0.0,0,0,0,
own_v1,O1,h00036,custom_residual_strip,bundle_storage_delift,bundle_residual_strip,False,2,2,0,0.0,16,16,0,0.0,110,110,0,0.0,1,1,0,0.0,3,3,0,0.0,3,3,0,0.0,0,0,0,,1,1,0,0.0,1,1,0,0.0,12,12,0,0.0,27,27,0,0.0,15,15,0,0.0,5,5,0,0.0,4,4,0,0.0,1,1,0,0.0,0,0,0,,55,55,0,0.0,18,18,0,0.0,0,0,0,
own_v1,O1,h00036,final_tail_opt_4_plus_custom_cleanup,bundle_residual_strip,final_clean,False,2,1,-1,-0.5,16,15,-1,-0.0625,110,109,-1,-0.00909090909090909,1,1,0,0.0,3,3,0,0.0,3,3,0,0.0,0,0,0,,1,1,0,0.0,1,1,0,0.0,12,12,0,0.0,27,27,0,0.0,15,15,0,0.0,5,5,0,0.0,4,4,0,0.0,1,1,0,0.0,0,0,0,,55,55,0,0.0,18,18,0,0.0,0,0,0,
own_v1,O1,h00037,main_combined_custom_plus_opt_1_2,raw_lift,brightened_main,False,28,9,-19,-0.6785714285714286,96,33,-63,-0.65625,1123,735,-388,-0.3455031166518255,33,4,-29,-0.8787878787878788,43,16,-27,-0.627906976744186,38,14,-24,-0.631578947368421,5,2,-3,-0.6,10,5,-5,-0.5,0,1,1,,79,96,17,0.21518987341772153,215,357,142,0.6604651162790698,7,29,22,3.142857142857143,4,38,34,8.5,5,6,1,0.2,2,3,1,0.5,4,0,-4,-1.0,301,483,182,0.6046511627906976,322,119,-203,-0.6304347826086957,0,0,0,
