dataset,level,sample_id,stage,functions,blocks,instructions,conditional_branches,calls,direct_calls,indirect_calls,intrinsics,allocas,loads,stores,geps,phis,selects,switches,unreachable,memory_ops,scalar_cleanup_ops,vector_instructions,structural_sha256
own_v1,O1,h00017,bundle_pointer_opt,9,42,1035,4,36,34,2,15,5,108,436,46,29,14,1,0,595,181,0,c08f6356e756a28ff7062e122ff01cbb9d48eca73e9e08999da81deefd981306
own_v1,O1,h00017,bundle_standard_opt_3,9,42,932,4,34,32,2,15,5,72,375,46,27,14,1,0,498,177,0,cb8c70baff6c04ae3b52e9a1f9a8ebebaa5bf56593b4d4cd336e2bb83e2e0cf5
own_v1,O1,h00017,bundle_storage_delift,9,42,932,4,34,32,2,15,5,72,375,46,27,14,1,0,498,177,0,cb8c70baff6c04ae3b52e9a1f9a8ebebaa5bf56593b4d4cd336e2bb83e2e0cf5
own_v1,O1,h00017,bundle_residual_strip,9,42,932,4,34,32,2,15,5,72,375,46,27,14,1,0,498,177,0,cb8c70baff6c04ae3b52e9a1f9a8ebebaa5bf56593b4d4cd336e2bb83e2e0cf5
own_v1,O1,h00017,final_clean,9,42,866,4,33,31,2,14,5,72,319,46,27,14,1,0,442,174,0,657d84586a142eb7e028b95542a98eb911df651145e972d216768923c20277bf
own_v1,O1,h00018,raw_lift,27,152,1539,60,36,31,5,7,0,96,230,5,2,16,0,3,331,504,0,bcd7c909bb42cccd3f17368176439117444ce9eec9e56967ee317e38b5d9cbb6
own_v1,O1,h00018,brightened_main,9,63,1108,4,14,12,2,5,1,93,602,66,39,19,1,0,762,151,0,2ff181c2a8c8d3b1fb2d503cfaa2de346b3952d7cfbcc48477e3888ccce76b17
own_v1,O1,h00018,bundle_verified_input,9,63,1108,4,14,12,2,5,1,93,602,66,39,19,1,0,762,151,0,3e987ae6ad8ef1e3ef9d31ae0edf0f2ea27d6cb9de3ed4b7cb8426d9936d72c7
own_v1,O1,h00018,bundle_pointer_opt,9,63,1080,4,14,12,2,5,1,93,602,66,30,19,1,0,762,129,0,cbec70f2e18b4f03b0a75cc8efe544409dde50026da0d9dcdb4f035b9cd58422
own_v1,O1,h00018,bundle_standard_opt_3,9,63,1056,4,14,12,2,5,1,84,587,66,30,19,1,0,738,129,0,a73880ff311214005e058a2d364db4965cb046aa6e981d59f95114572e837d64
own_v1,O1,h00018,bundle_storage_delift,9,63,1056,4,14,12,2,5,1,84,587,66,30,19,1,0,738,129,0,a73880ff311214005e058a2d364db4965cb046aa6e981d59f95114572e837d64
own_v1,O1,h00018,bundle_residual_strip,9,63,1056,4,14,12,2,5,1,84,587,66,30,19,1,0,738,129,0,a73880ff311214005e058a2d364db4965cb046aa6e981d59f95114572e837d64
own_v1,O1,h00018,final_clean,9,63,873,4,14,12,2,5,1,84,404,66,30,19,1,0,555,129,0,3b1b70772b6da85e70ce5498f7c674a2a8682366389fcf05f807c86879350f48
own_v1,O1,h00019,raw_lift,26,133,1355,51,36,31,5,8,0,86,203,5,2,13,0,3,294,412,0,dbbceaff1fe3996e66b9d4ea07f5a74639cb1a1f59bc0896a00258c257605f7f
own_v1,O1,h00019,brightened_main,2,39,313,1,8,8,0,5,5,37,74,68,2,13,1,0,184,42,0,dee1313421f5033a2f4d7dc5bd9612dbe0cce2529c6dc9f40ffd0074ffffd594
own_v1,O1,h00019,bundle_verified_input,2,39,313,1,8,8,0,5,5,37,74,68,2,13,1,0,184,42,0,ba42026b5da079966d3eb8793d37e1565860286af1c78ffce5c693efaa523f94
own_v1,O1,h00019,bundle_pointer_opt,2,39,313,1,8,8,0,5,5,37,74,68,2,13,1,0,184,42,0,b3b78c2bd62f8b45f9e486743bb2b56f17426264a1aab4e184f682aed84b42c3
own_v1,O1,h00019,bundle_standard_opt_3,2,39,279,1,8,8,0,5,5,37,74,34,2,13,1,0,150,42,0,1ea7bae60943d53f6da64fafe77e6a24cee8cdd27d20dfbdf60a6f22b5b33546
own_v1,O1,h00019,bundle_storage_delift,2,39,279,1,8,8,0,5,5,37,74,34,2,13,1,0,150,42,0,1ea7bae60943d53f6da64fafe77e6a24cee8cdd27d20dfbdf60a6f22b5b33546
own_v1,O1,h00019,bundle_residual_strip,2,39,279,1,8,8,0,5,5,37,74,34,2,13,1,0,150,42,0,1ea7bae60943d53f6da64fafe77e6a24cee8cdd27d20dfbdf60a6f22b5b33546
own_v1,O1,h00019,final_clean,1,38,278,1,8,8,0,5,5,37,74,34,2,13,1,0,150,42,0,ec22c8b0c368df17ceaa7124c031996b2f81b176b0c2a71fb32b1770be4c8280
own_v1,O1,h00020,raw_lift,28,119,1505,44,49,44,5,14,0,82,260,5,2,9,0,5,347,479,0,85e61fd455a31c1629eac9ec2c60fa05f484f6634def7d2995103096d66ba075
own_v1,O1,h00020,brightened_main,8,47,1099,8,17,15,2,7,2,140,554,39,39,10,1,0,735,162,0,9295a0cc282dc316f5fd0b23ab776735e676752e01406a5fa8b0c0557c6b4223
own_v1,O1,h00020,bundle_verified_input,8,47,1099,8,17,15,2,7,2,140,554,39,39,10,1,0,735,162,0,2588a2ec96a19c95739cdd9d3ac9fbace548c05401652d95cc219fe7f277b1c4
own_v1,O1,h00020,bundle_pointer_opt,8,47,1097,8,17,15,2,7,2,140,554,39,37,10,1,0,735,160,0,f43da11ffd5d22880169d45839f3b4e7ddf5c2d4b69208721aab0b223c7ddba8
own_v1,O1,h00020,bundle_standard_opt_3,8,47,958,8,17,15,2,7,2,93,464,39,35,10,1,0,598,158,0,480fe826b7722606e862cc98a174ee31c788e8a8e6c81b9cf0e69180e5123454
own_v1,O1,h00020,bundle_storage_delift,8,47,958,8,17,15,2,7,2,93,464,39,35,10,1,0,598,158,0,480fe826b7722606e862cc98a174ee31c788e8a8e6c81b9cf0e69180e5123454
own_v1,O1,h00020,bundle_residual_strip,8,47,958,8,17,15,2,7,2,93,464,39,35,10,1,0,598,158,0,480fe826b7722606e862cc98a174ee31c788e8a8e6c81b9cf0e69180e5123454
own_v1,O1,h00020,final_clean,8,47,869,8,17,15,2,7,2,92,382,39,35,10,1,0,515,156,0,116af58360e5aa42577e1f22cd6492689e5e060575f9c28646f3d53e39061f24
own_v1,O1,h00021,raw_lift,27,110,1529,39,58,53,5,22,0,85,322,4,4,12,0,3,411,466,0,17fde9a466df5424ddf5ba1e37f76f83f15e84ac618f3b75423737c13ddc2ccd
own_v1,O1,h00021,brightened_main,8,44,863,8,19,17,2,5,1,111,360,44,31,20,2,0,516,154,0,55f775d723c1eb26a921e1d1ecec47fb46ba75e6f4db2bf8c85c60f5fec4594e
own_v1,O1,h00021,bundle_verified_input,8,44,863,8,19,17,2,5,1,111,360,44,31,20,2,0,516,154,0,76186a5e46d45181e325c37fb36bc9a6d640dc2aa421a2c1b87cb8961357fc2f
own_v1,O1,h00021,bundle_pointer_opt,8,44,849,8,19,17,2,5,1,111,360,44,25,20,2,0,516,140,0,55a90373edbfabc5a743e3152042cf976898144be9a98f8429b6f0d44446ec32
own_v1,O1,h00021,bundle_standard_opt_3,8,44,757,8,19,17,2,5,1,71,308,44,25,20,2,0,424,140,0,7fc03d28a95e08a329d825398b6041eaa87077c0a4bb436131ec2db2b4d39aaf
own_v1,O1,h00021,bundle_storage_delift,8,44,757,8,19,17,2,5,1,71,308,44,25,20,2,0,424,140,0,7fc03d28a95e08a329d825398b6041eaa87077c0a4bb436131ec2db2b4d39aaf
own_v1,O1,h00021,bundle_residual_strip,8,44,757,8,19,17,2,5,1,71,308,44,25,20,2,0,424,140,0,7fc03d28a95e08a329d825398b6041eaa87077c0a4bb436131ec2db2b4d39aaf
own_v1,O1,h00021,final_clean,8,44,713,8,18,16,2,4,1,71,274,44,25,20,2,0,390,137,0,fdcc61031efcf30d0e2ccafd73457d71ff6c7b4e7438ce9c25f7deae8e549c29
own_v1,O1,h00022,raw_lift,27,58,693,13,39,34,5,9,0,55,174,6,2,2,0,4,235,158,0,64c08da2254748f8d6dc747419d304a9817be271d5b03a59d311766c37830c63
own_v1,O1,h00022,brightened_main,3,10,467,1,9,9,0,5,2,75,218,9,14,1,1,0,304,71,0,8ac256b61156780bc167f02bc6eaf5e0671c28da30de139a4b1e24b0f99ae43e
own_v1,O1,h00022,bundle_verified_input,3,10,467,1,9,9,0,5,2,75,218,9,14,1,1,0,304,71,0,73a4eb08f18a621fecc1ff46724a2222b43c49fe0ea5948b859d90e68d9f28e0
own_v1,O1,h00022,bundle_pointer_opt,3,10,467,1,9,9,0,5,2,75,218,9,14,1,1,0,304,71,0,73a4eb08f18a621fecc1ff46724a2222b43c49fe0ea5948b859d90e68d9f28e0
own_v1,O1,h00022,bundle_standard_opt_3,3,10,375,1,9,9,0,5,2,37,169,9,13,1,1,0,217,68,0,7ea619980bf268702b18719887b879c7ca0b9410a4414a5ef2e6d8e79f42a67d
own_v1,O1,h00022,bundle_storage_delift,3,10,375,1,9,9,0,5,2,37,169,9,13,1,1,0,217,68,0,7ea619980bf268702b18719887b879c7ca0b9410a4414a5ef2e6d8e79f42a67d
own_v1,O1,h00022,bundle_residual_strip,3,10,375,1,9,9,0,5,2,37,169,9,13,1,1,0,217,68,0,7ea619980bf268702b18719887b879c7ca0b9410a4414a5ef2e6d8e79f42a67d
own_v1,O1,h00022,final_clean,2,9,217,1,4,4,0,0,2,25,105,9,7,1,1,0,141,26,0,eb905082179816f1237c495f0264a54d14d5db635cd5f68a5396124453459e74
own_v1,O1,h00023,raw_lift,26,128,1402,49,38,33,5,9,0,86,214,5,2,11,0,4,305,421,0,e3708ac61644825e12ed4f3a7b0e3f3b98c1b14d30a3eac6a819a50316a38d91
own_v1,O1,h00023,brightened_main,2,34,316,2,9,9,0,5,4,38,43,72,3,12,1,1,157,50,0,8297ddc63600aacbe0769be1ef929a35dcccfb8ddd85e0de5c1ce070c3d20b2f
own_v1,O1,h00023,bundle_verified_input,2,34,316,2,9,9,0,5,4,38,43,72,3,12,1,1,157,50,0,2215c6a957ef25a416b3867b9cc7de29bc0153290ac3535254390cfa7a600a15
own_v1,O1,h00023,bundle_pointer_opt,2,34,316,2,9,9,0,5,4,38,43,79,3,12,1,1,164,50,0,7e3dad6693f767cf03c184f75aaadf70841640c25b2a2209160b583175d81a64
own_v1,O1,h00023,bundle_standard_opt_3,2,34,284,2,9,9,0,5,4,38,43,47,3,12,1,1,132,50,0,3bbebc31dc41748ed3da3a8bbe4e7adacfd0f0dbe3c31e77ca8e7f414517dce4
own_v1,O1,h00023,bundle_storage_delift,2,34,284,2,9,9,0,5,4,38,43,47,3,12,1,1,132,50,0,3bbebc31dc41748ed3da3a8bbe4e7adacfd0f0dbe3c31e77ca8e7f414517dce4
own_v1,O1,h00023,bundle_residual_strip,2,34,284,2,9,9,0,5,4,38,43,47,3,12,1,1,132,50,0,3bbebc31dc41748ed3da3a8bbe4e7adacfd0f0dbe3c31e77ca8e7f414517dce4
own_v1,O1,h00023,final_clean,1,33,276,2,9,9,0,5,4,37,43,40,4,12,1,1,124,51,0,22ef436322f7462255d06cd227a4d44d6350403f50707ad745878dcf5153c373
own_v1,O1,h00024,raw_lift,27,90,1107,29,41,36,5,11,0,77,203,5,2,5,0,3,285,326,0,d19156b17f74b1fee0b782db29ae23006d41b8829ab6206a5f59a736dd393181
own_v1,O1,h00024,brightened_main,9,30,683,2,14,12,2,4,1,91,319,29,32,6,1,0,440,113,0,75288323c5a367cff96f35c5e9c10a713b40e34441910a4e1a22f95c22021e60
own_v1,O1,h00024,bundle_verified_input,9,30,683,2,14,12,2,4,1,91,319,29,32,6,1,0,440,113,0,ae5d0df9972883a5489a5d25a1349bc6c6d1b4fabbf4dcb44dabd4bb3ba85110
own_v1,O1,h00024,bundle_pointer_opt,9,30,670,2,14,12,2,4,1,91,319,29,26,6,1,0,440,103,0,27cc5e19ddf2b678d8210dda1673cc2ba32f4170e931f4e1fa799278740c0e68
own_v1,O1,h00024,bundle_standard_opt_3,9,30,618,2,14,12,2,4,1,71,287,29,26,6,1,0,388,103,0,283fb605b4c2f858482cc961176af373e51c4093b6236681310ea38c8e16746c
own_v1,O1,h00024,bundle_storage_delift,9,30,618,2,14,12,2,4,1,71,287,29,26,6,1,0,388,103,0,283fb605b4c2f858482cc961176af373e51c4093b6236681310ea38c8e16746c
own_v1,O1,h00024,bundle_residual_strip,9,30,618,2,14,12,2,4,1,71,287,29,26,6,1,0,388,103,0,283fb605b4c2f858482cc961176af373e51c4093b6236681310ea38c8e16746c
own_v1,O1,h00024,final_clean,9,30,576,2,14,12,2,4,1,71,245,29,26,6,1,0,346,103,0,a9be1e434a2b91396cfaa3001514a5a8dcc2194178bd3aa45a7049ca3c67c620
own_v1,O1,h00025,raw_lift,27,115,1278,43,41,36,5,9,0,79,234,5,3,9,1,5,318,384,0,8d9fac830afc41dfcb7cb8fe66763fe85ea7ed849a711d5c5f43b864084d6159
own_v1,O1,h00025,brightened_main,8,42,963,5,12,10,2,4,2,111,532,47,43,10,2,0,692,126,0,c59115845331924781854a3487248940d6c3c9f4c53b4592c03f2e2e48e0864a
own_v1,O1,h00025,bundle_verified_input,8,42,963,5,12,10,2,4,2,111,532,47,43,10,2,0,692,126,0,f7e5ce8977615f645ccc67a8670f9d49adc03aa024067ec47a0a7ee8476d5669
own_v1,O1,h00025,bundle_pointer_opt,8,42,954,5,12,10,2,4,2,111,532,47,37,10,2,0,692,118,0,fbd370adcb5cfcae1db7664ef35b688fa41bf36c2524252ae1dc211fa3ad8462
own_v1,O1,h00025,bundle_standard_opt_3,8,42,848,5,12,10,2,4,2,78,461,47,35,10,2,0,588,116,0,5a7507790e8653c6cb8a87c5b986d67b3811ed786bdc2b6532272aea77b7b3e7
own_v1,O1,h00025,bundle_storage_delift,8,42,848,5,12,10,2,4,2,78,461,47,35,10,2,0,588,116,0,5a7507790e8653c6cb8a87c5b986d67b3811ed786bdc2b6532272aea77b7b3e7
own_v1,O1,h00025,bundle_residual_strip,8,42,848,5,12,10,2,4,2,78,461,47,35,10,2,0,588,116,0,5a7507790e8653c6cb8a87c5b986d67b3811ed786bdc2b6532272aea77b7b3e7
own_v1,O1,h00025,final_clean,8,42,736,5,12,10,2,4,2,78,349,47,35,10,2,0,476,116,0,39f60f05d2c28d1beb738b51d1ef569428afc38f4012d42b72032853e869bb4b
own_v1,O1,h00026,raw_lift,27,184,1718,76,37,32,5,7,0,109,257,4,2,22,0,3,370,539,0,7bfe2246100057535e23959cea5c9ed4fb39482dc8fd822a1197e09a3af1c050
own_v1,O1,h00026,brightened_main,9,81,1386,6,17,15,2,8,3,119,770,94,37,23,2,0,986,168,0,2321b140c8bf98834bcec56ad8d4b705ec212405e36ddfbc018bcffb841c0b29
own_v1,O1,h00026,bundle_verified_input,9,81,1386,6,17,15,2,8,3,119,770,94,37,23,2,0,986,168,0,c5a5da9bfb462dc76a728af018ff9404293d1426872098ce04fa7acddce64038
own_v1,O1,h00026,bundle_pointer_opt,9,81,1360,6,17,15,2,8,3,118,769,93,31,23,2,0,983,146,0,30cbd6d3df1357cf0b953393c2154b2dfd7aae91d6949f07c54cce4b00022317
own_v1,O1,h00026,bundle_standard_opt_3,8,79,1286,6,17,15,2,9,3,91,734,90,31,21,2,0,918,140,0,2ecc544e7da162ea81147f3877ca9073e4ce31b463078c76acbe0862bd51be31
own_v1,O1,h00026,bundle_storage_delift,8,79,1286,6,17,15,2,9,3,91,734,90,31,21,2,0,918,140,0,2ecc544e7da162ea81147f3877ca9073e4ce31b463078c76acbe0862bd51be31
own_v1,O1,h00026,bundle_residual_strip,8,79,1286,6,17,15,2,9,3,91,734,90,31,21,2,0,918,140,0,2ecc544e7da162ea81147f3877ca9073e4ce31b463078c76acbe0862bd51be31
own_v1,O1,h00026,final_clean,1,67,876,5,12,12,0,8,3,73,395,88,20,21,2,0,559,117,0,209b8d164e70b19c55a82caddb33b49f3e352778fa82f558ee0c15f39f79cbfc
own_v1,O1,h00027,raw_lift,27,186,1746,77,40,35,5,8,0,110,274,4,2,21,0,3,388,553,0,1a09fa744b9e6d50e687c97b2944d4725041fde2f546b00e6bf391373f5621ac
own_v1,O1,h00027,brightened_main,9,82,1339,6,24,22,2,9,3,138,697,88,37,22,3,0,926,176,0,588df3c9f0c3fcc23b01f69c1c07943b62adc3a6ea4f21989fc43c2e7c9296f2
own_v1,O1,h00027,bundle_verified_input,9,82,1339,6,24,22,2,9,3,138,697,88,37,22,3,0,926,176,0,663e0d03a524a53355216d335004387781451d466f0530ddc44c0af193d7bbd0
own_v1,O1,h00027,bundle_pointer_opt,9,82,1310,6,24,22,2,9,3,136,696,87,31,22,3,0,922,152,0,cc09344b1f9062a457c3a83a614ec2ed5934b5e033b6f5fb77fe06e6ee424c90
own_v1,O1,h00027,bundle_standard_opt_3,9,82,1227,6,23,21,2,9,3,95,656,87,31,22,3,0,841,151,0,3e0632c2c1613146e3ed4959642e4d009f394994b7d9e12687687daf49079cdd
own_v1,O1,h00027,bundle_storage_delift,9,82,1227,6,23,21,2,9,3,95,656,87,31,22,3,0,841,151,0,3e0632c2c1613146e3ed4959642e4d009f394994b7d9e12687687daf49079cdd
own_v1,O1,h00027,bundle_residual_strip,9,82,1227,6,23,21,2,9,3,95,656,87,31,22,3,0,841,151,0,3e0632c2c1613146e3ed4959642e4d009f394994b7d9e12687687daf49079cdd
own_v1,O1,h00027,final_clean,9,82,1045,6,21,19,2,9,3,94,492,89,28,22,3,0,678,138,0,c5ff7921a393dccbe9aa8320555fdb7960da43edc852b40d38f91d01b1e5d624
own_v1,O1,h00028,raw_lift,26,171,1802,70,36,31,5,8,0,126,253,5,2,21,0,3,384,594,0,93dac2b16414edff74bd3fb613f2d1665b1312ae9cf535af71386def09ce6467
own_v1,O1,h00028,brightened_main,2,59,517,2,9,9,0,6,5,67,111,101,2,20,2,0,284,86,0,fcccfd2815bd0e6d590ae1d7e6e787c7ae6c47fe0599169a3147f32484cdda6f
own_v1,O1,h00028,bundle_verified_input,2,59,517,2,9,9,0,6,5,67,111,101,2,20,2,0,284,86,0,41ea0db28d366e6caec950975067c0bbc1b23844363e77e14a8f075d44180d3e
own_v1,O1,h00028,bundle_pointer_opt,2,59,517,2,9,9,0,6,5,67,111,101,2,20,2,0,284,86,0,44df7c7d0589438933130fd4b1d42776ba8667bcd95d8291f34b773a6e34e360
own_v1,O1,h00028,bundle_standard_opt_3,2,59,454,2,9,9,0,6,5,67,111,45,2,20,2,0,228,86,0,fcc7d32103bb51671836596e38ed46128c4daa212431a21cabc05ece4cded2c5
own_v1,O1,h00028,bundle_storage_delift,2,59,454,2,9,9,0,6,5,67,111,45,2,20,2,0,228,86,0,fcc7d32103bb51671836596e38ed46128c4daa212431a21cabc05ece4cded2c5
own_v1,O1,h00028,bundle_residual_strip,2,59,454,2,9,9,0,6,5,67,111,45,2,20,2,0,228,86,0,fcc7d32103bb51671836596e38ed46128c4daa212431a21cabc05ece4cded2c5
own_v1,O1,h00028,final_clean,1,58,452,2,9,9,0,6,5,67,110,45,2,20,2,0,227,86,0,5932aaba8aac71e1f6b3396171e6b4d47b7136b916e5f89a37f80db2d5c51189
own_v1,O1,h00029,raw_lift,28,184,2035,75,51,46,5,15,0,143,337,6,2,19,0,3,486,650,0,fddd1a014b0cfca3bb9a9ef854cd03c7032ba6ef89fde33f433797c650c4cdba
own_v1,O1,h00029,brightened_main,10,90,1961,17,41,39,2,18,6,190,1022,106,45,29,6,0,1324,285,0,85b1f1399c40fdd7613b1184a82a773605fdac8b71453f78bebb18539d97ea2a
own_v1,O1,h00029,bundle_verified_input,10,90,1961,17,41,39,2,18,6,190,1022,106,45,29,6,0,1324,285,0,c49127d5f496cf5168bf76b9bbe9ce7e3de68e2d96fddb573f71db954fe8b9cb
own_v1,O1,h00029,bundle_pointer_opt,10,90,1956,17,41,39,2,18,6,190,1022,106,45,29,6,0,1324,280,0,9cc3c71e9917d60cb86878b8eaed643724745f85dfa04cde518a4683157167bd
own_v1,O1,h00029,bundle_standard_opt_3,10,90,1831,17,41,39,2,18,6,144,944,106,45,29,6,0,1200,280,0,f85fddc051ed3e1908999d13e001992f4a4fca4240c5a9a10c67dfa4d00583fc
own_v1,O1,h00029,bundle_storage_delift,10,90,1831,17,41,39,2,18,6,144,944,106,45,29,6,0,1200,280,0,f85fddc051ed3e1908999d13e001992f4a4fca4240c5a9a10c67dfa4d00583fc
own_v1,O1,h00029,bundle_residual_strip,10,90,1831,17,41,39,2,18,6,144,944,106,45,29,6,0,1200,280,0,f85fddc051ed3e1908999d13e001992f4a4fca4240c5a9a10c67dfa4d00583fc
own_v1,O1,h00029,final_clean,10,90,1691,17,41,39,2,18,6,138,813,106,45,29,6,0,1063,278,0,b002d41c5318ac2e0f477610fa40fb85ed94c3bab9c3b576da0b644d2282aac6
own_v1,O1,h00030,raw_lift,26,239,2132,104,38,33,5,9,0,130,304,5,2,31,0,3,439,691,0,261b8bdc4a11c5c9f1f6afce0257b3ea17f6c4fe298a79f639c29b83addad4c8
own_v1,O1,h00030,brightened_main,2,93,616,2,4,4,0,0,4,81,128,99,0,30,2,0,312,94,0,9cca63e58b6afb413dff7f1dabecd82444846f11e75fb3795f1a41a1e9f57632
own_v1,O1,h00030,bundle_verified_input,2,93,616,2,4,4,0,0,4,81,128,99,0,30,2,0,312,94,0,3ac9960ce94339396cc5c502e471034e913648ef4f9ee6a491d9e9b90b5618a1
own_v1,O1,h00030,bundle_pointer_opt,2,93,616,2,4,4,0,0,4,81,128,99,0,30,2,0,312,94,0,d185e2cb0994927be610386e0df725b37d6be640af9a3f06da65c285fa73da4a
own_v1,O1,h00030,bundle_standard_opt_3,2,93,548,2,4,4,0,0,4,81,128,37,0,30,2,0,250,94,0,8e736c8279e45aaf633b5112142c74d29f68409f97d5fba377602820174c1b18
own_v1,O1,h00030,bundle_storage_delift,2,93,548,2,4,4,0,0,4,81,128,37,0,30,2,0,250,94,0,8e736c8279e45aaf633b5112142c74d29f68409f97d5fba377602820174c1b18
own_v1,O1,h00030,bundle_residual_strip,2,93,548,2,4,4,0,0,4,81,128,37,0,30,2,0,250,94,0,8e736c8279e45aaf633b5112142c74d29f68409f97d5fba377602820174c1b18
own_v1,O1,h00030,final_clean,1,92,547,2,4,4,0,0,4,81,128,37,0,30,2,0,250,94,0,832cab90606aa98d969f2253bdc6e8352a8a9430f49b9b042628f20fec0ce263
own_v1,O1,h00031,raw_lift,27,164,1769,66,47,42,5,14,0,107,298,5,2,17,0,3,410,567,0,fdeb30a505be0b70aa11871b84a0ebef22e55487d0aa48a4b59b6c9b11dcd834
own_v1,O1,h00031,brightened_main,8,73,1310,10,19,17,2,8,2,125,699,71,39,22,4,0,897,184,0,be3f37f5ef58230eafc7bffac07e892e858793c9c55ef760e751a1a9dca95e52
own_v1,O1,h00031,bundle_verified_input,8,73,1310,10,19,17,2,8,2,125,699,71,39,22,4,0,897,184,0,65beab8386f8badc7d09919c8ed91fe2ab0e6d01e1f42b5c07a7287242ee6dc6
own_v1,O1,h00031,bundle_pointer_opt,8,73,1291,10,19,17,2,8,2,124,699,70,33,22,4,0,895,168,0,76ce1f7b69dc675a35a5a640467d8e205e7cdf97b0eaaba2460c1834f70fefa8
own_v1,O1,h00031,bundle_standard_opt_3,8,73,1213,10,19,17,2,8,2,88,657,70,33,22,4,0,817,168,0,52c5995dd89cc59a95e906bdaebc49040f56a43fba7f9e10105438f3df46ed20
own_v1,O1,h00031,bundle_storage_delift,8,73,1213,10,19,17,2,8,2,88,657,70,33,22,4,0,817,168,0,52c5995dd89cc59a95e906bdaebc49040f56a43fba7f9e10105438f3df46ed20
own_v1,O1,h00031,bundle_residual_strip,8,73,1213,10,19,17,2,8,2,88,657,70,33,22,4,0,817,168,0,52c5995dd89cc59a95e906bdaebc49040f56a43fba7f9e10105438f3df46ed20
own_v1,O1,h00031,final_clean,8,73,1126,10,19,17,2,8,2,88,570,70,33,22,4,0,730,168,0,eccafcc849f9ad76979f62d1b2bac9b5b8d92c0144778651d44dc91cab7e9eee
own_v1,O1,h00032,raw_lift,26,163,1389,66,34,29,5,7,0,84,219,5,2,18,0,3,308,464,0,107c7152ae06b5c4cc43f4c693eec4c830cd7aee1ea2e7c4ea7b3c15ad5a27fc
own_v1,O1,h00032,brightened_main,9,70,924,5,12,10,2,4,1,75,499,57,37,19,2,0,632,138,0,5a27e04ec375a8b0c049eec7915fa78da28a37a5c63404391d00150923c3c57e
own_v1,O1,h00032,bundle_verified_input,9,70,924,5,12,10,2,4,1,75,499,57,37,19,2,0,632,138,0,fa5590514c38cf8eb2a91b2589288265a449aaa94fec261988c07f1f882cd2ae
own_v1,O1,h00032,bundle_pointer_opt,9,70,883,5,12,10,2,4,1,75,499,57,28,19,2,0,632,110,0,aefc73a1cd4d705a38b66ba462a3e82ab428c30cc05e9347a5f59425521b80ad
own_v1,O1,h00032,bundle_standard_opt_3,9,70,857,5,12,10,2,4,1,65,483,57,28,19,2,0,606,110,0,db615c51152f60c818de1e3a6797a2b4c1e24606f535f8b1c4f2150b3ead1a71
own_v1,O1,h00032,bundle_storage_delift,9,70,857,5,12,10,2,4,1,65,483,57,28,19,2,0,606,110,0,db615c51152f60c818de1e3a6797a2b4c1e24606f535f8b1c4f2150b3ead1a71
own_v1,O1,h00032,bundle_residual_strip,9,70,857,5,12,10,2,4,1,65,483,57,28,19,2,0,606,110,0,db615c51152f60c818de1e3a6797a2b4c1e24606f535f8b1c4f2150b3ead1a71
own_v1,O1,h00032,final_clean,9,70,734,5,12,10,2,4,1,65,360,57,28,19,2,0,483,110,0,ae7f2969539d221c8a8888fe3bf1c7fa5d17846776b06a2aa66243aa7e27ae1e
own_v1,O1,h00033,raw_lift,27,147,1750,58,49,44,5,16,0,116,308,4,4,18,0,4,428,548,0,d856c99f1f052ef9aeac11318072dc6eb14a539cf97ca6e5e264fd9284651ea4
own_v1,O1,h00033,brightened_main,9,62,1426,6,34,32,2,13,5,137,696,48,33,20,2,0,886,248,0,08bfff452c3ba31dbbafe11cf257b1dba8cc3b6bf6d8441f10f4dfb228fdb3eb
own_v1,O1,h00033,bundle_verified_input,9,62,1426,6,34,32,2,13,5,137,696,48,33,20,2,0,886,248,0,aba41b0dff2b7ca287eae1be0ce1aa4aa1ccb41a77509f5ed74d5b30376f4a4e
own_v1,O1,h00033,bundle_pointer_opt,9,62,1419,6,34,32,2,13,5,137,696,48,29,20,2,0,886,241,0,06291011f0c6d2002fe6a31f5a86d7e4cfbf4949444f5cdcd426fd89e8c0f86c
own_v1,O1,h00033,bundle_standard_opt_3,9,62,1293,6,32,30,2,13,5,103,610,48,27,20,2,0,766,237,0,2f408081db13391d1fc6a06d72c9f6973009057b61edb59adfb01f230a76756b
own_v1,O1,h00033,bundle_storage_delift,9,62,1293,6,32,30,2,13,5,103,610,48,27,20,2,0,766,237,0,2f408081db13391d1fc6a06d72c9f6973009057b61edb59adfb01f230a76756b
own_v1,O1,h00033,bundle_residual_strip,9,62,1293,6,32,30,2,13,5,103,610,48,27,20,2,0,766,237,0,2f408081db13391d1fc6a06d72c9f6973009057b61edb59adfb01f230a76756b
own_v1,O1,h00033,final_clean,9,62,1136,6,31,29,2,12,5,103,463,48,27,20,2,0,619,234,0,ecabf6ecffc84ce9630dfbad38899fec86ffdccabfa9b370b9d540370f6abd6d
own_v1,O1,h00034,raw_lift,32,171,1816,67,55,50,5,15,0,122,323,4,2,17,0,3,449,568,0,e583eadc251272fd7a4bdb8019b6d8ae8097e72aaae833f1c8ee4462ff59785e
own_v1,O1,h00034,brightened_main,9,71,1640,5,25,23,2,6,1,134,954,88,39,28,2,0,1177,209,0,ed46ab73d92f963a097ccddab7f56ef967ba379fe3bed732e630cd88542760c5
