dataset,level,boundary,opcode,metric_n,total_before,total_after,total_delta,cases_changed
public_v1,O2,main_default_opt_1,srem,8,31,27,-4,4
public_v1,O2,main_default_opt_1,udiv,3,9,9,0,0
public_v1,O2,main_default_opt_2,sdiv,12,48,47,-1,1
public_v1,O2,main_default_opt_2,srem,7,22,22,0,2
public_v1,O2,main_default_opt_2,udiv,3,9,9,0,0
public_v1,O2,bundle_default_opt_3,sdiv,12,47,50,3,2
public_v1,O2,bundle_default_opt_3,srem,7,22,23,1,1
public_v1,O2,bundle_default_opt_3,udiv,3,9,9,0,0
public_v1,O2,bundle_default_opt_4,sdiv,12,50,50,0,0
public_v1,O2,bundle_default_opt_4,srem,7,23,23,0,0
public_v1,O2,bundle_default_opt_4,udiv,3,9,9,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,sdiv,12,50,50,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,srem,7,23,23,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,udiv,3,9,9,0,0
public_v1,O2,main_default_opt_1,fneg,1,1,1,0,0
public_v1,O2,main_default_opt_2,fneg,1,1,1,0,0
public_v1,O2,bundle_default_opt_3,fneg,1,1,1,0,0
public_v1,O2,bundle_default_opt_4,fneg,1,1,1,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,fneg,1,1,1,0,0
public_v1,O2,main_default_opt_1,uitofp,1,0,1,1,1
public_v1,O2,main_default_opt_2,uitofp,1,1,1,0,0
public_v1,O2,bundle_default_opt_3,uitofp,1,1,1,0,0
public_v1,O2,bundle_default_opt_4,uitofp,1,1,1,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,uitofp,1,1,1,0,0
public_v1,O2,main_default_opt_1,freeze,3,8,9,1,1
public_v1,O2,main_default_opt_1,urem,2,8,8,0,0
public_v1,O2,main_default_opt_2,freeze,3,9,7,-2,1
public_v1,O2,main_default_opt_2,urem,2,8,8,0,0
public_v1,O2,bundle_default_opt_3,freeze,3,7,7,0,0
public_v1,O2,bundle_default_opt_3,urem,2,8,8,0,0
public_v1,O2,bundle_default_opt_4,freeze,3,7,7,0,0
public_v1,O2,bundle_default_opt_4,urem,2,8,8,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,freeze,3,7,7,0,0
public_v1,O2,bundle_post_opt_4_custom_cleanup,urem,2,8,8,0,0
public_v1,O3,main_default_opt_1,add,40,12108,8215,-3893,40
public_v1,O3,main_default_opt_1,alloca,40,315,160,-155,36
public_v1,O3,main_default_opt_1,and,40,4879,3618,-1261,40
public_v1,O3,main_default_opt_1,br,40,3406,3244,-162,38
public_v1,O3,main_default_opt_1,call,40,1591,977,-614,40
public_v1,O3,main_default_opt_1,extractvalue,39,2702,1024,-1678,39
public_v1,O3,main_default_opt_1,getelementptr,40,17106,9350,-7756,40
public_v1,O3,main_default_opt_1,icmp,40,8037,6718,-1319,40
public_v1,O3,main_default_opt_1,insertvalue,39,2648,372,-2276,39
public_v1,O3,main_default_opt_1,inttoptr,39,2138,1963,-175,31
public_v1,O3,main_default_opt_1,load,40,9540,7757,-1783,40
public_v1,O3,main_default_opt_1,lshr,35,905,242,-663,30
public_v1,O3,main_default_opt_1,mul,40,1230,1192,-38,27
public_v1,O3,main_default_opt_1,or,40,3106,2748,-358,38
public_v1,O3,main_default_opt_1,phi,40,1867,2044,177,40
public_v1,O3,main_default_opt_1,ptrtoint,40,535,356,-179,39
public_v1,O3,main_default_opt_1,ret,40,288,168,-120,40
public_v1,O3,main_default_opt_1,select,40,5641,5211,-430,35
public_v1,O3,main_default_opt_1,sext,36,1074,961,-113,28
public_v1,O3,main_default_opt_1,shl,34,802,759,-43,22
public_v1,O3,main_default_opt_1,store,40,13849,10410,-3439,40
public_v1,O3,main_default_opt_1,sub,37,3547,639,-2908,37
public_v1,O3,main_default_opt_1,switch,27,154,90,-64,24
public_v1,O3,main_default_opt_1,trunc,40,1828,881,-947,39
public_v1,O3,main_default_opt_1,xor,40,2951,2128,-823,38
public_v1,O3,main_default_opt_1,zext,40,5408,4079,-1329,39
public_v1,O3,main_default_opt_2,add,40,7245,7130,-115,26
public_v1,O3,main_default_opt_2,alloca,39,156,152,-4,4
public_v1,O3,main_default_opt_2,and,40,3675,2452,-1223,36
public_v1,O3,main_default_opt_2,br,39,3214,3181,-33,23
public_v1,O3,main_default_opt_2,call,40,914,823,-91,25
public_v1,O3,main_default_opt_2,getelementptr,40,8753,8355,-398,36
public_v1,O3,main_default_opt_2,icmp,39,6261,5825,-436,26
public_v1,O3,main_default_opt_2,inttoptr,35,1787,1726,-61,15
public_v1,O3,main_default_opt_2,load,40,6689,6690,1,26
public_v1,O3,main_default_opt_2,mul,36,907,903,-4,10
public_v1,O3,main_default_opt_2,phi,39,1730,1667,-63,23
public_v1,O3,main_default_opt_2,ptrtoint,36,335,241,-94,26
public_v1,O3,main_default_opt_2,ret,40,162,155,-7,6
public_v1,O3,main_default_opt_2,select,38,4857,4710,-147,25
public_v1,O3,main_default_opt_2,sext,34,947,938,-9,12
public_v1,O3,main_default_opt_2,shl,34,759,760,1,9
public_v1,O3,main_default_opt_2,store,40,9306,9561,255,31
public_v1,O3,main_default_opt_2,sub,35,863,609,-254,23
public_v1,O3,main_default_opt_2,switch,27,90,91,1,1
public_v1,O3,main_default_opt_2,trunc,37,801,801,0,24
public_v1,O3,main_default_opt_2,xor,36,1499,1452,-47,21
public_v1,O3,main_default_opt_2,zext,39,2939,2825,-114,29
public_v1,O3,bundle_default_opt_3,add,40,3138,2729,-409,24
public_v1,O3,bundle_default_opt_3,alloca,37,153,147,-6,1
public_v1,O3,bundle_default_opt_3,and,36,2435,1920,-515,12
public_v1,O3,bundle_default_opt_3,br,39,3143,3161,18,17
public_v1,O3,bundle_default_opt_3,call,40,2330,2325,-5,12
public_v1,O3,bundle_default_opt_3,getelementptr,37,4434,4067,-367,27
public_v1,O3,bundle_default_opt_3,icmp,39,2076,2008,-68,17
public_v1,O3,bundle_default_opt_3,load,40,6465,6091,-374,24
public_v1,O3,bundle_default_opt_3,phi,39,1620,1635,15,25
public_v1,O3,bundle_default_opt_3,ptrtoint,31,567,204,-363,21
public_v1,O3,bundle_default_opt_3,ret,40,203,199,-4,4
public_v1,O3,bundle_default_opt_3,select,38,897,901,4,16
public_v1,O3,bundle_default_opt_3,sext,35,930,908,-22,12
public_v1,O3,bundle_default_opt_3,shl,33,741,743,2,7
public_v1,O3,bundle_default_opt_3,store,38,9050,8293,-757,26
public_v1,O3,bundle_default_opt_3,sub,29,475,340,-135,18
public_v1,O3,bundle_default_opt_3,switch,27,89,89,0,0
public_v1,O3,bundle_default_opt_3,trunc,36,795,800,5,10
public_v1,O3,bundle_default_opt_3,zext,38,2753,2352,-401,17
public_v1,O3,bundle_default_opt_4,add,40,2729,2696,-33,6
public_v1,O3,bundle_default_opt_4,alloca,37,147,147,0,0
public_v1,O3,bundle_default_opt_4,and,36,1920,1829,-91,5
public_v1,O3,bundle_default_opt_4,br,39,3161,3147,-14,6
public_v1,O3,bundle_default_opt_4,call,40,2325,2322,-3,3
public_v1,O3,bundle_default_opt_4,getelementptr,37,4067,3855,-212,16
public_v1,O3,bundle_default_opt_4,icmp,39,2008,2001,-7,4
public_v1,O3,bundle_default_opt_4,load,40,6091,6044,-47,9
public_v1,O3,bundle_default_opt_4,phi,39,1635,1624,-11,6
public_v1,O3,bundle_default_opt_4,ptrtoint,31,204,204,0,0
public_v1,O3,bundle_default_opt_4,ret,40,199,197,-2,2
public_v1,O3,bundle_default_opt_4,select,38,901,900,-1,1
public_v1,O3,bundle_default_opt_4,sext,35,908,908,0,4
public_v1,O3,bundle_default_opt_4,shl,33,743,743,0,3
public_v1,O3,bundle_default_opt_4,store,38,8293,8206,-87,7
public_v1,O3,bundle_default_opt_4,sub,29,340,334,-6,2
public_v1,O3,bundle_default_opt_4,switch,27,89,90,1,1
public_v1,O3,bundle_default_opt_4,trunc,36,800,802,2,3
public_v1,O3,bundle_default_opt_4,zext,38,2352,2266,-86,6
public_v1,O3,bundle_post_opt_4_custom_cleanup,add,40,2696,2645,-51,8
public_v1,O3,bundle_post_opt_4_custom_cleanup,alloca,37,147,146,-1,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,and,36,1829,1816,-13,2
public_v1,O3,bundle_post_opt_4_custom_cleanup,br,39,3147,3145,-2,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,call,40,2322,2315,-7,5
public_v1,O3,bundle_post_opt_4_custom_cleanup,getelementptr,37,3855,3765,-90,9
public_v1,O3,bundle_post_opt_4_custom_cleanup,icmp,39,2001,1951,-50,4
public_v1,O3,bundle_post_opt_4_custom_cleanup,load,40,6044,6016,-28,5
public_v1,O3,bundle_post_opt_4_custom_cleanup,phi,39,1624,1623,-1,6
public_v1,O3,bundle_post_opt_4_custom_cleanup,ptrtoint,31,204,203,-1,2
public_v1,O3,bundle_post_opt_4_custom_cleanup,ret,40,197,195,-2,8
public_v1,O3,bundle_post_opt_4_custom_cleanup,select,38,900,848,-52,5
public_v1,O3,bundle_post_opt_4_custom_cleanup,sext,35,908,907,-1,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,shl,33,743,744,1,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,store,38,8206,8121,-85,4
public_v1,O3,bundle_post_opt_4_custom_cleanup,sub,29,334,334,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,switch,27,90,90,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,trunc,36,802,802,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,zext,38,2266,2259,-7,2
public_v1,O3,main_default_opt_2,or,38,2768,1820,-948,33
public_v1,O3,bundle_default_opt_3,mul,35,898,777,-121,12
public_v1,O3,bundle_default_opt_3,or,32,1805,1320,-485,12
public_v1,O3,bundle_default_opt_3,xor,35,1440,1243,-197,15
public_v1,O3,bundle_default_opt_4,mul,35,777,765,-12,3
public_v1,O3,bundle_default_opt_4,or,31,1320,1231,-89,5
public_v1,O3,bundle_default_opt_4,xor,35,1243,1209,-34,4
public_v1,O3,bundle_post_opt_4_custom_cleanup,mul,35,765,765,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,or,31,1231,1227,-4,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,xor,35,1209,1209,0,0
public_v1,O3,main_default_opt_1,bitcast,5,56,50,-6,2
public_v1,O3,main_default_opt_1,fcmp,3,29,26,-3,2
public_v1,O3,main_default_opt_1,fptosi,1,1,1,0,0
public_v1,O3,main_default_opt_1,sitofp,4,10,9,-1,1
public_v1,O3,main_default_opt_2,extractvalue,23,897,824,-73,9
public_v1,O3,main_default_opt_2,fcmp,3,26,26,0,0
public_v1,O3,main_default_opt_2,fptosi,1,1,1,0,0
public_v1,O3,main_default_opt_2,insertvalue,23,372,281,-91,16
public_v1,O3,main_default_opt_2,lshr,19,189,206,17,3
public_v1,O3,main_default_opt_2,sitofp,4,9,9,0,0
public_v1,O3,bundle_default_opt_3,extractvalue,22,669,545,-124,13
public_v1,O3,bundle_default_opt_3,fcmp,3,26,26,0,0
public_v1,O3,bundle_default_opt_3,fptosi,1,1,1,0,0
public_v1,O3,bundle_default_opt_3,insertvalue,22,281,202,-79,18
public_v1,O3,bundle_default_opt_3,inttoptr,31,226,223,-3,2
public_v1,O3,bundle_default_opt_3,lshr,17,198,211,13,4
public_v1,O3,bundle_default_opt_3,sitofp,4,9,9,0,0
public_v1,O3,bundle_default_opt_4,fcmp,3,26,26,0,0
public_v1,O3,bundle_default_opt_4,fptosi,1,1,1,0,0
public_v1,O3,bundle_default_opt_4,inttoptr,31,223,223,0,0
public_v1,O3,bundle_default_opt_4,lshr,17,211,212,1,1
public_v1,O3,bundle_default_opt_4,sitofp,4,9,9,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fcmp,3,26,26,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fptosi,1,1,1,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,inttoptr,31,223,213,-10,4
public_v1,O3,bundle_post_opt_4_custom_cleanup,lshr,17,212,212,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,sitofp,4,9,9,0,0
public_v1,O3,main_default_opt_1,fadd,2,24,21,-3,1
public_v1,O3,main_default_opt_1,fdiv,4,11,11,0,0
public_v1,O3,main_default_opt_1,fmul,2,14,14,0,0
public_v1,O3,main_default_opt_1,fsub,2,32,33,1,1
public_v1,O3,main_default_opt_1,unreachable,12,86,77,-9,5
public_v1,O3,main_default_opt_2,bitcast,2,45,45,0,0
public_v1,O3,main_default_opt_2,fadd,2,21,21,0,0
public_v1,O3,main_default_opt_2,fdiv,4,11,11,0,0
public_v1,O3,main_default_opt_2,fmul,2,14,14,0,0
public_v1,O3,main_default_opt_2,fsub,2,33,33,0,0
public_v1,O3,main_default_opt_2,unreachable,11,77,76,-1,1
public_v1,O3,bundle_default_opt_3,bitcast,2,45,47,2,1
public_v1,O3,bundle_default_opt_3,fadd,2,21,21,0,0
public_v1,O3,bundle_default_opt_3,fdiv,4,11,11,0,0
public_v1,O3,bundle_default_opt_3,fmul,2,14,14,0,0
public_v1,O3,bundle_default_opt_3,fsub,2,33,33,0,0
public_v1,O3,bundle_default_opt_3,unreachable,11,76,76,0,0
public_v1,O3,bundle_default_opt_4,bitcast,2,47,47,0,0
public_v1,O3,bundle_default_opt_4,extractvalue,16,545,538,-7,3
public_v1,O3,bundle_default_opt_4,fadd,2,21,21,0,0
public_v1,O3,bundle_default_opt_4,fdiv,4,11,11,0,0
public_v1,O3,bundle_default_opt_4,fmul,2,14,14,0,0
public_v1,O3,bundle_default_opt_4,fsub,2,33,33,0,0
public_v1,O3,bundle_default_opt_4,insertvalue,16,202,194,-8,3
public_v1,O3,bundle_default_opt_4,unreachable,11,76,78,2,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,bitcast,2,47,47,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,extractvalue,16,538,535,-3,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,fadd,2,21,21,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fdiv,4,11,11,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fmul,2,14,14,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fsub,2,33,33,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,insertvalue,16,194,193,-1,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,unreachable,11,78,78,0,0
public_v1,O3,main_default_opt_1,ashr,18,107,95,-12,10
public_v1,O3,main_default_opt_2,ashr,18,95,95,0,4
public_v1,O3,bundle_default_opt_3,ashr,17,91,92,1,2
public_v1,O3,bundle_default_opt_4,ashr,17,92,95,3,1
public_v1,O3,bundle_post_opt_4_custom_cleanup,ashr,18,95,96,1,1
public_v1,O3,main_default_opt_1,sdiv,13,52,50,-2,5
public_v1,O3,main_default_opt_1,srem,8,31,28,-3,5
public_v1,O3,main_default_opt_1,udiv,3,9,9,0,0
public_v1,O3,main_default_opt_2,sdiv,12,50,50,0,2
public_v1,O3,main_default_opt_2,srem,7,23,23,0,2
public_v1,O3,main_default_opt_2,udiv,3,9,9,0,0
public_v1,O3,bundle_default_opt_3,sdiv,12,50,50,0,0
public_v1,O3,bundle_default_opt_3,srem,7,23,23,0,0
public_v1,O3,bundle_default_opt_3,udiv,3,9,9,0,0
public_v1,O3,bundle_default_opt_4,sdiv,12,50,52,2,1
public_v1,O3,bundle_default_opt_4,srem,7,23,23,0,0
public_v1,O3,bundle_default_opt_4,udiv,3,9,9,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,sdiv,12,52,52,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,srem,7,23,23,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,udiv,3,9,9,0,0
public_v1,O3,main_default_opt_1,fneg,1,1,1,0,0
public_v1,O3,main_default_opt_2,fneg,1,1,1,0,0
public_v1,O3,bundle_default_opt_3,fneg,1,1,1,0,0
public_v1,O3,bundle_default_opt_4,fneg,1,1,1,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,fneg,1,1,1,0,0
public_v1,O3,bundle_default_opt_3,freeze,5,8,10,2,1
public_v1,O3,bundle_default_opt_4,freeze,5,10,10,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,freeze,5,10,10,0,0
public_v1,O3,main_default_opt_2,freeze,4,9,8,-1,2
public_v1,O3,main_default_opt_1,uitofp,1,0,1,1,1
public_v1,O3,main_default_opt_2,uitofp,1,1,1,0,0
public_v1,O3,bundle_default_opt_3,uitofp,1,1,1,0,0
public_v1,O3,bundle_default_opt_4,uitofp,1,1,1,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,uitofp,1,1,1,0,0
public_v1,O3,main_default_opt_1,freeze,3,8,9,1,1
public_v1,O3,main_default_opt_1,urem,2,8,8,0,0
public_v1,O3,main_default_opt_2,urem,2,8,8,0,0
public_v1,O3,bundle_default_opt_3,urem,2,8,8,0,0
public_v1,O3,bundle_default_opt_4,urem,2,8,8,0,0
public_v1,O3,bundle_post_opt_4_custom_cleanup,urem,2,8,8,0,0
