dataset,level,sample_id,boundary,production_replay_valid,opcode,before,after,delta
public_v1,O2,p00327,bundle_post_opt_4_custom_cleanup,True,shl,8,8,0
public_v1,O2,p00327,bundle_post_opt_4_custom_cleanup,True,store,71,71,0
public_v1,O2,p00327,bundle_post_opt_4_custom_cleanup,True,sub,2,2,0
public_v1,O2,p00327,bundle_post_opt_4_custom_cleanup,True,xor,1,1,0
public_v1,O2,p00327,bundle_post_opt_4_custom_cleanup,True,zext,15,15,0
public_v1,O2,p00678,main_default_opt_1,True,add,87,57,-30
public_v1,O2,p00678,main_default_opt_1,True,alloca,11,7,-4
public_v1,O2,p00678,main_default_opt_1,True,and,110,77,-33
public_v1,O2,p00678,main_default_opt_1,True,bitcast,14,11,-3
public_v1,O2,p00678,main_default_opt_1,True,br,89,79,-10
public_v1,O2,p00678,main_default_opt_1,True,call,43,31,-12
public_v1,O2,p00678,main_default_opt_1,True,extractvalue,94,61,-33
public_v1,O2,p00678,main_default_opt_1,True,fadd,13,13,0
public_v1,O2,p00678,main_default_opt_1,True,fcmp,12,11,-1
public_v1,O2,p00678,main_default_opt_1,True,fdiv,5,5,0
public_v1,O2,p00678,main_default_opt_1,True,fmul,2,2,0
public_v1,O2,p00678,main_default_opt_1,True,fsub,2,2,0
public_v1,O2,p00678,main_default_opt_1,True,getelementptr,250,125,-125
public_v1,O2,p00678,main_default_opt_1,True,icmp,126,54,-72
public_v1,O2,p00678,main_default_opt_1,True,insertvalue,72,29,-43
public_v1,O2,p00678,main_default_opt_1,True,inttoptr,13,3,-10
public_v1,O2,p00678,main_default_opt_1,True,load,123,103,-20
public_v1,O2,p00678,main_default_opt_1,True,lshr,18,2,-16
public_v1,O2,p00678,main_default_opt_1,True,mul,18,18,0
public_v1,O2,p00678,main_default_opt_1,True,or,68,66,-2
public_v1,O2,p00678,main_default_opt_1,True,phi,78,88,10
public_v1,O2,p00678,main_default_opt_1,True,ptrtoint,16,6,-10
public_v1,O2,p00678,main_default_opt_1,True,ret,6,5,-1
public_v1,O2,p00678,main_default_opt_1,True,select,50,20,-30
public_v1,O2,p00678,main_default_opt_1,True,sext,8,8,0
public_v1,O2,p00678,main_default_opt_1,True,shl,8,8,0
public_v1,O2,p00678,main_default_opt_1,True,sitofp,5,5,0
public_v1,O2,p00678,main_default_opt_1,True,store,229,179,-50
public_v1,O2,p00678,main_default_opt_1,True,switch,8,4,-4
public_v1,O2,p00678,main_default_opt_1,True,trunc,45,25,-20
public_v1,O2,p00678,main_default_opt_1,True,unreachable,3,3,0
public_v1,O2,p00678,main_default_opt_1,True,xor,59,47,-12
public_v1,O2,p00678,main_default_opt_1,True,zext,130,90,-40
public_v1,O2,p00678,main_default_opt_2,True,add,54,54,0
public_v1,O2,p00678,main_default_opt_2,True,alloca,7,7,0
public_v1,O2,p00678,main_default_opt_2,True,and,177,75,-102
public_v1,O2,p00678,main_default_opt_2,True,bitcast,11,11,0
public_v1,O2,p00678,main_default_opt_2,True,br,79,79,0
public_v1,O2,p00678,main_default_opt_2,True,call,29,29,0
public_v1,O2,p00678,main_default_opt_2,True,extractvalue,61,61,0
public_v1,O2,p00678,main_default_opt_2,True,fadd,13,13,0
public_v1,O2,p00678,main_default_opt_2,True,fcmp,11,11,0
public_v1,O2,p00678,main_default_opt_2,True,fdiv,5,5,0
public_v1,O2,p00678,main_default_opt_2,True,fmul,2,2,0
public_v1,O2,p00678,main_default_opt_2,True,fsub,2,2,0
public_v1,O2,p00678,main_default_opt_2,True,getelementptr,131,125,-6
public_v1,O2,p00678,main_default_opt_2,True,icmp,63,51,-12
public_v1,O2,p00678,main_default_opt_2,True,insertvalue,29,29,0
public_v1,O2,p00678,main_default_opt_2,True,inttoptr,5,3,-2
public_v1,O2,p00678,main_default_opt_2,True,load,91,91,0
public_v1,O2,p00678,main_default_opt_2,True,mul,18,18,0
public_v1,O2,p00678,main_default_opt_2,True,or,162,66,-96
public_v1,O2,p00678,main_default_opt_2,True,phi,88,88,0
public_v1,O2,p00678,main_default_opt_2,True,ptrtoint,7,5,-2
public_v1,O2,p00678,main_default_opt_2,True,ret,5,5,0
public_v1,O2,p00678,main_default_opt_2,True,select,26,20,-6
public_v1,O2,p00678,main_default_opt_2,True,sext,8,8,0
public_v1,O2,p00678,main_default_opt_2,True,shl,8,8,0
public_v1,O2,p00678,main_default_opt_2,True,sitofp,5,5,0
public_v1,O2,p00678,main_default_opt_2,True,store,151,151,0
public_v1,O2,p00678,main_default_opt_2,True,sub,6,0,-6
public_v1,O2,p00678,main_default_opt_2,True,switch,4,4,0
public_v1,O2,p00678,main_default_opt_2,True,trunc,24,22,-2
public_v1,O2,p00678,main_default_opt_2,True,unreachable,3,3,0
public_v1,O2,p00678,main_default_opt_2,True,xor,45,45,0
public_v1,O2,p00678,main_default_opt_2,True,zext,87,87,0
public_v1,O2,p00678,bundle_default_opt_3,True,add,54,54,0
public_v1,O2,p00678,bundle_default_opt_3,True,alloca,7,7,0
public_v1,O2,p00678,bundle_default_opt_3,True,and,75,75,0
public_v1,O2,p00678,bundle_default_opt_3,True,bitcast,11,11,0
public_v1,O2,p00678,bundle_default_opt_3,True,br,79,79,0
public_v1,O2,p00678,bundle_default_opt_3,True,call,29,29,0
public_v1,O2,p00678,bundle_default_opt_3,True,extractvalue,61,61,0
public_v1,O2,p00678,bundle_default_opt_3,True,fadd,13,13,0
public_v1,O2,p00678,bundle_default_opt_3,True,fcmp,11,11,0
public_v1,O2,p00678,bundle_default_opt_3,True,fdiv,5,5,0
public_v1,O2,p00678,bundle_default_opt_3,True,fmul,2,2,0
public_v1,O2,p00678,bundle_default_opt_3,True,fsub,2,2,0
public_v1,O2,p00678,bundle_default_opt_3,True,getelementptr,125,125,0
public_v1,O2,p00678,bundle_default_opt_3,True,icmp,51,51,0
public_v1,O2,p00678,bundle_default_opt_3,True,insertvalue,29,29,0
public_v1,O2,p00678,bundle_default_opt_3,True,inttoptr,3,3,0
public_v1,O2,p00678,bundle_default_opt_3,True,load,91,91,0
public_v1,O2,p00678,bundle_default_opt_3,True,mul,18,18,0
public_v1,O2,p00678,bundle_default_opt_3,True,or,66,66,0
public_v1,O2,p00678,bundle_default_opt_3,True,phi,88,88,0
public_v1,O2,p00678,bundle_default_opt_3,True,ptrtoint,5,5,0
public_v1,O2,p00678,bundle_default_opt_3,True,ret,5,5,0
public_v1,O2,p00678,bundle_default_opt_3,True,select,20,20,0
public_v1,O2,p00678,bundle_default_opt_3,True,sext,8,8,0
public_v1,O2,p00678,bundle_default_opt_3,True,shl,8,8,0
public_v1,O2,p00678,bundle_default_opt_3,True,sitofp,5,5,0
public_v1,O2,p00678,bundle_default_opt_3,True,store,151,151,0
public_v1,O2,p00678,bundle_default_opt_3,True,switch,4,4,0
public_v1,O2,p00678,bundle_default_opt_3,True,trunc,22,22,0
public_v1,O2,p00678,bundle_default_opt_3,True,unreachable,3,3,0
public_v1,O2,p00678,bundle_default_opt_3,True,xor,45,45,0
public_v1,O2,p00678,bundle_default_opt_3,True,zext,87,87,0
public_v1,O2,p00678,bundle_default_opt_4,True,add,54,54,0
public_v1,O2,p00678,bundle_default_opt_4,True,alloca,7,7,0
public_v1,O2,p00678,bundle_default_opt_4,True,and,75,75,0
public_v1,O2,p00678,bundle_default_opt_4,True,bitcast,11,11,0
public_v1,O2,p00678,bundle_default_opt_4,True,br,79,79,0
public_v1,O2,p00678,bundle_default_opt_4,True,call,29,29,0
public_v1,O2,p00678,bundle_default_opt_4,True,extractvalue,61,61,0
public_v1,O2,p00678,bundle_default_opt_4,True,fadd,13,13,0
public_v1,O2,p00678,bundle_default_opt_4,True,fcmp,11,11,0
public_v1,O2,p00678,bundle_default_opt_4,True,fdiv,5,5,0
public_v1,O2,p00678,bundle_default_opt_4,True,fmul,2,2,0
public_v1,O2,p00678,bundle_default_opt_4,True,fsub,2,2,0
public_v1,O2,p00678,bundle_default_opt_4,True,getelementptr,125,125,0
public_v1,O2,p00678,bundle_default_opt_4,True,icmp,51,51,0
public_v1,O2,p00678,bundle_default_opt_4,True,insertvalue,29,29,0
public_v1,O2,p00678,bundle_default_opt_4,True,inttoptr,3,3,0
public_v1,O2,p00678,bundle_default_opt_4,True,load,91,91,0
public_v1,O2,p00678,bundle_default_opt_4,True,mul,18,18,0
public_v1,O2,p00678,bundle_default_opt_4,True,or,66,66,0
public_v1,O2,p00678,bundle_default_opt_4,True,phi,88,88,0
public_v1,O2,p00678,bundle_default_opt_4,True,ptrtoint,5,5,0
public_v1,O2,p00678,bundle_default_opt_4,True,ret,5,5,0
public_v1,O2,p00678,bundle_default_opt_4,True,select,20,20,0
public_v1,O2,p00678,bundle_default_opt_4,True,sext,8,8,0
public_v1,O2,p00678,bundle_default_opt_4,True,shl,8,8,0
public_v1,O2,p00678,bundle_default_opt_4,True,sitofp,5,5,0
public_v1,O2,p00678,bundle_default_opt_4,True,store,151,151,0
public_v1,O2,p00678,bundle_default_opt_4,True,switch,4,4,0
public_v1,O2,p00678,bundle_default_opt_4,True,trunc,22,22,0
public_v1,O2,p00678,bundle_default_opt_4,True,unreachable,3,3,0
public_v1,O2,p00678,bundle_default_opt_4,True,xor,45,45,0
public_v1,O2,p00678,bundle_default_opt_4,True,zext,87,87,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,add,54,54,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,alloca,7,7,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,and,75,75,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,bitcast,11,11,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,br,79,79,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,call,29,29,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,extractvalue,61,61,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,fadd,13,13,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,fcmp,11,11,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,fdiv,5,5,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,fmul,2,2,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,fsub,2,2,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,getelementptr,125,125,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,icmp,51,51,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,insertvalue,29,29,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,inttoptr,3,3,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,load,91,91,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,mul,18,18,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,or,66,66,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,phi,88,88,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,ptrtoint,5,5,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,ret,5,5,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,select,20,20,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,sext,8,8,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,shl,8,8,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,sitofp,5,5,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,store,151,151,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,switch,4,4,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,trunc,22,22,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,unreachable,3,3,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,xor,45,45,0
public_v1,O2,p00678,bundle_post_opt_4_custom_cleanup,True,zext,87,87,0
public_v1,O2,p00693,main_default_opt_1,True,add,148,106,-42
public_v1,O2,p00693,main_default_opt_1,True,alloca,11,5,-6
public_v1,O2,p00693,main_default_opt_1,True,and,28,6,-22
public_v1,O2,p00693,main_default_opt_1,True,ashr,1,1,0
public_v1,O2,p00693,main_default_opt_1,True,br,34,27,-7
public_v1,O2,p00693,main_default_opt_1,True,call,32,18,-14
public_v1,O2,p00693,main_default_opt_1,True,extractvalue,20,4,-16
public_v1,O2,p00693,main_default_opt_1,True,getelementptr,270,157,-113
public_v1,O2,p00693,main_default_opt_1,True,icmp,119,92,-27
public_v1,O2,p00693,main_default_opt_1,True,insertvalue,37,2,-35
public_v1,O2,p00693,main_default_opt_1,True,inttoptr,31,22,-9
public_v1,O2,p00693,main_default_opt_1,True,load,108,60,-48
public_v1,O2,p00693,main_default_opt_1,True,lshr,9,3,-6
public_v1,O2,p00693,main_default_opt_1,True,mul,21,14,-7
public_v1,O2,p00693,main_default_opt_1,True,or,11,4,-7
public_v1,O2,p00693,main_default_opt_1,True,phi,16,22,6
public_v1,O2,p00693,main_default_opt_1,True,ptrtoint,15,10,-5
public_v1,O2,p00693,main_default_opt_1,True,ret,4,3,-1
public_v1,O2,p00693,main_default_opt_1,True,select,98,79,-19
public_v1,O2,p00693,main_default_opt_1,True,sext,16,14,-2
public_v1,O2,p00693,main_default_opt_1,True,store,260,143,-117
public_v1,O2,p00693,main_default_opt_1,True,sub,27,3,-24
public_v1,O2,p00693,main_default_opt_1,True,trunc,16,5,-11
public_v1,O2,p00693,main_default_opt_1,True,xor,23,6,-17
public_v1,O2,p00693,main_default_opt_1,True,zext,33,18,-15
public_v1,O2,p00693,main_default_opt_2,True,add,99,98,-1
public_v1,O2,p00693,main_default_opt_2,True,alloca,5,5,0
public_v1,O2,p00693,main_default_opt_2,True,and,101,1,-100
public_v1,O2,p00693,main_default_opt_2,True,ashr,1,1,0
public_v1,O2,p00693,main_default_opt_2,True,br,27,27,0
public_v1,O2,p00693,main_default_opt_2,True,call,16,18,2
public_v1,O2,p00693,main_default_opt_2,True,extractvalue,4,4,0
public_v1,O2,p00693,main_default_opt_2,True,getelementptr,165,149,-16
public_v1,O2,p00693,main_default_opt_2,True,icmp,109,85,-24
public_v1,O2,p00693,main_default_opt_2,True,insertvalue,2,2,0
public_v1,O2,p00693,main_default_opt_2,True,inttoptr,25,21,-4
public_v1,O2,p00693,main_default_opt_2,True,load,47,47,0
public_v1,O2,p00693,main_default_opt_2,True,mul,13,13,0
public_v1,O2,p00693,main_default_opt_2,True,or,89,1,-88
public_v1,O2,p00693,main_default_opt_2,True,phi,21,20,-1
public_v1,O2,p00693,main_default_opt_2,True,ptrtoint,13,8,-5
public_v1,O2,p00693,main_default_opt_2,True,ret,3,3,0
public_v1,O2,p00693,main_default_opt_2,True,select,88,76,-12
public_v1,O2,p00693,main_default_opt_2,True,sext,14,14,0
public_v1,O2,p00693,main_default_opt_2,True,store,115,107,-8
public_v1,O2,p00693,main_default_opt_2,True,sub,16,4,-12
public_v1,O2,p00693,main_default_opt_2,True,trunc,3,1,-2
public_v1,O2,p00693,main_default_opt_2,True,xor,2,2,0
public_v1,O2,p00693,main_default_opt_2,True,zext,11,9,-2
public_v1,O2,p00693,bundle_default_opt_3,True,add,65,61,-4
public_v1,O2,p00693,bundle_default_opt_3,True,alloca,5,5,0
public_v1,O2,p00693,bundle_default_opt_3,True,and,1,1,0
public_v1,O2,p00693,bundle_default_opt_3,True,ashr,1,1,0
public_v1,O2,p00693,bundle_default_opt_3,True,br,27,26,-1
public_v1,O2,p00693,bundle_default_opt_3,True,call,31,32,1
public_v1,O2,p00693,bundle_default_opt_3,True,extractvalue,2,0,-2
public_v1,O2,p00693,bundle_default_opt_3,True,getelementptr,107,102,-5
public_v1,O2,p00693,bundle_default_opt_3,True,icmp,52,53,1
public_v1,O2,p00693,bundle_default_opt_3,True,insertvalue,2,0,-2
public_v1,O2,p00693,bundle_default_opt_3,True,inttoptr,10,10,0
public_v1,O2,p00693,bundle_default_opt_3,True,load,47,49,2
public_v1,O2,p00693,bundle_default_opt_3,True,mul,13,13,0
public_v1,O2,p00693,bundle_default_opt_3,True,or,1,1,0
public_v1,O2,p00693,bundle_default_opt_3,True,phi,20,14,-6
public_v1,O2,p00693,bundle_default_opt_3,True,ptrtoint,13,8,-5
public_v1,O2,p00693,bundle_default_opt_3,True,ret,5,5,0
public_v1,O2,p00693,bundle_default_opt_3,True,select,43,44,1
public_v1,O2,p00693,bundle_default_opt_3,True,sext,14,14,0
public_v1,O2,p00693,bundle_default_opt_3,True,store,107,111,4
public_v1,O2,p00693,bundle_default_opt_3,True,sub,5,1,-4
public_v1,O2,p00693,bundle_default_opt_3,True,trunc,1,1,0
public_v1,O2,p00693,bundle_default_opt_3,True,xor,2,2,0
public_v1,O2,p00693,bundle_default_opt_3,True,zext,9,9,0
public_v1,O2,p00693,bundle_default_opt_4,True,add,61,61,0
public_v1,O2,p00693,bundle_default_opt_4,True,alloca,5,5,0
public_v1,O2,p00693,bundle_default_opt_4,True,and,1,1,0
public_v1,O2,p00693,bundle_default_opt_4,True,ashr,1,1,0
public_v1,O2,p00693,bundle_default_opt_4,True,br,26,26,0
public_v1,O2,p00693,bundle_default_opt_4,True,call,32,32,0
public_v1,O2,p00693,bundle_default_opt_4,True,getelementptr,102,102,0
public_v1,O2,p00693,bundle_default_opt_4,True,icmp,53,53,0
public_v1,O2,p00693,bundle_default_opt_4,True,inttoptr,10,10,0
public_v1,O2,p00693,bundle_default_opt_4,True,load,49,49,0
public_v1,O2,p00693,bundle_default_opt_4,True,mul,13,13,0
public_v1,O2,p00693,bundle_default_opt_4,True,or,1,1,0
public_v1,O2,p00693,bundle_default_opt_4,True,phi,14,14,0
public_v1,O2,p00693,bundle_default_opt_4,True,ptrtoint,8,8,0
public_v1,O2,p00693,bundle_default_opt_4,True,ret,5,5,0
public_v1,O2,p00693,bundle_default_opt_4,True,select,44,44,0
public_v1,O2,p00693,bundle_default_opt_4,True,sext,14,14,0
public_v1,O2,p00693,bundle_default_opt_4,True,store,111,111,0
public_v1,O2,p00693,bundle_default_opt_4,True,sub,1,1,0
public_v1,O2,p00693,bundle_default_opt_4,True,trunc,1,1,0
public_v1,O2,p00693,bundle_default_opt_4,True,xor,2,2,0
public_v1,O2,p00693,bundle_default_opt_4,True,zext,9,9,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,add,61,61,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,alloca,5,5,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,and,1,1,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,ashr,1,1,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,br,26,26,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,call,32,32,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,getelementptr,102,102,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,icmp,53,53,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,inttoptr,10,10,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,load,49,49,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,mul,13,13,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,or,1,1,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,phi,14,14,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,ptrtoint,8,8,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,ret,5,5,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,select,44,44,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,sext,14,14,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,store,111,111,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,sub,1,1,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,trunc,1,1,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,xor,2,2,0
public_v1,O2,p00693,bundle_post_opt_4_custom_cleanup,True,zext,9,9,0
public_v1,O2,p00788,main_default_opt_1,True,add,134,51,-83
public_v1,O2,p00788,main_default_opt_1,True,alloca,5,1,-4
public_v1,O2,p00788,main_default_opt_1,True,and,64,44,-20
public_v1,O2,p00788,main_default_opt_1,True,ashr,4,2,-2
public_v1,O2,p00788,main_default_opt_1,True,br,51,44,-7
public_v1,O2,p00788,main_default_opt_1,True,call,27,15,-12
public_v1,O2,p00788,main_default_opt_1,True,extractvalue,27,5,-22
public_v1,O2,p00788,main_default_opt_1,True,getelementptr,202,63,-139
public_v1,O2,p00788,main_default_opt_1,True,icmp,91,53,-38
public_v1,O2,p00788,main_default_opt_1,True,insertvalue,52,4,-48
public_v1,O2,p00788,main_default_opt_1,True,inttoptr,16,8,-8
public_v1,O2,p00788,main_default_opt_1,True,load,121,84,-37
public_v1,O2,p00788,main_default_opt_1,True,lshr,9,4,-5
public_v1,O2,p00788,main_default_opt_1,True,mul,25,23,-2
public_v1,O2,p00788,main_default_opt_1,True,or,34,29,-5
public_v1,O2,p00788,main_default_opt_1,True,phi,23,24,1
public_v1,O2,p00788,main_default_opt_1,True,ptrtoint,10,5,-5
public_v1,O2,p00788,main_default_opt_1,True,ret,5,3,-2
public_v1,O2,p00788,main_default_opt_1,True,sdiv,5,5,0
public_v1,O2,p00788,main_default_opt_1,True,select,52,28,-24
public_v1,O2,p00788,main_default_opt_1,True,sext,8,8,0
public_v1,O2,p00788,main_default_opt_1,True,shl,4,2,-2
public_v1,O2,p00788,main_default_opt_1,True,srem,2,1,-1
public_v1,O2,p00788,main_default_opt_1,True,store,179,106,-73
public_v1,O2,p00788,main_default_opt_1,True,sub,64,5,-59
public_v1,O2,p00788,main_default_opt_1,True,switch,2,1,-1
public_v1,O2,p00788,main_default_opt_1,True,trunc,28,18,-10
public_v1,O2,p00788,main_default_opt_1,True,udiv,1,1,0
public_v1,O2,p00788,main_default_opt_1,True,unreachable,11,9,-2
public_v1,O2,p00788,main_default_opt_1,True,xor,32,25,-7
public_v1,O2,p00788,main_default_opt_1,True,zext,65,48,-17
public_v1,O2,p00788,main_default_opt_2,True,add,38,38,0
public_v1,O2,p00788,main_default_opt_2,True,alloca,3,3,0
public_v1,O2,p00788,main_default_opt_2,True,and,11,2,-9
public_v1,O2,p00788,main_default_opt_2,True,ashr,2,2,0
public_v1,O2,p00788,main_default_opt_2,True,br,44,40,-4
public_v1,O2,p00788,main_default_opt_2,True,call,17,11,-6
public_v1,O2,p00788,main_default_opt_2,True,extractvalue,4,4,0
public_v1,O2,p00788,main_default_opt_2,True,getelementptr,66,64,-2
public_v1,O2,p00788,main_default_opt_2,True,icmp,40,37,-3
public_v1,O2,p00788,main_default_opt_2,True,insertvalue,4,2,-2
public_v1,O2,p00788,main_default_opt_2,True,inttoptr,6,6,0
public_v1,O2,p00788,main_default_opt_2,True,load,53,53,0
public_v1,O2,p00788,main_default_opt_2,True,lshr,1,1,0
public_v1,O2,p00788,main_default_opt_2,True,mul,14,13,-1
public_v1,O2,p00788,main_default_opt_2,True,or,10,2,-8
public_v1,O2,p00788,main_default_opt_2,True,phi,7,7,0
public_v1,O2,p00788,main_default_opt_2,True,ptrtoint,3,3,0
public_v1,O2,p00788,main_default_opt_2,True,ret,3,3,0
public_v1,O2,p00788,main_default_opt_2,True,sdiv,5,5,0
public_v1,O2,p00788,main_default_opt_2,True,select,28,28,0
public_v1,O2,p00788,main_default_opt_2,True,sext,8,8,0
public_v1,O2,p00788,main_default_opt_2,True,shl,2,2,0
public_v1,O2,p00788,main_default_opt_2,True,srem,1,1,0
public_v1,O2,p00788,main_default_opt_2,True,store,78,82,4
public_v1,O2,p00788,main_default_opt_2,True,sub,5,5,0
public_v1,O2,p00788,main_default_opt_2,True,switch,1,1,0
public_v1,O2,p00788,main_default_opt_2,True,trunc,12,11,-1
public_v1,O2,p00788,main_default_opt_2,True,udiv,1,1,0
public_v1,O2,p00788,main_default_opt_2,True,unreachable,9,7,-2
public_v1,O2,p00788,main_default_opt_2,True,xor,4,2,-2
public_v1,O2,p00788,main_default_opt_2,True,zext,10,9,-1
public_v1,O2,p00788,bundle_default_opt_3,True,add,23,20,-3
public_v1,O2,p00788,bundle_default_opt_3,True,alloca,3,3,0
public_v1,O2,p00788,bundle_default_opt_3,True,and,2,2,0
public_v1,O2,p00788,bundle_default_opt_3,True,ashr,2,0,-2
public_v1,O2,p00788,bundle_default_opt_3,True,br,40,44,4
public_v1,O2,p00788,bundle_default_opt_3,True,call,11,11,0
public_v1,O2,p00788,bundle_default_opt_3,True,extractvalue,2,0,-2
public_v1,O2,p00788,bundle_default_opt_3,True,getelementptr,54,46,-8
public_v1,O2,p00788,bundle_default_opt_3,True,icmp,22,25,3
public_v1,O2,p00788,bundle_default_opt_3,True,insertvalue,2,0,-2
public_v1,O2,p00788,bundle_default_opt_3,True,inttoptr,6,3,-3
public_v1,O2,p00788,bundle_default_opt_3,True,load,47,47,0
public_v1,O2,p00788,bundle_default_opt_3,True,lshr,1,1,0
public_v1,O2,p00788,bundle_default_opt_3,True,mul,13,13,0
public_v1,O2,p00788,bundle_default_opt_3,True,or,2,2,0
public_v1,O2,p00788,bundle_default_opt_3,True,phi,7,7,0
public_v1,O2,p00788,bundle_default_opt_3,True,ptrtoint,7,2,-5
public_v1,O2,p00788,bundle_default_opt_3,True,ret,3,2,-1
public_v1,O2,p00788,bundle_default_opt_3,True,sdiv,5,6,1
public_v1,O2,p00788,bundle_default_opt_3,True,select,13,14,1
public_v1,O2,p00788,bundle_default_opt_3,True,sext,8,10,2
public_v1,O2,p00788,bundle_default_opt_3,True,shl,2,0,-2
public_v1,O2,p00788,bundle_default_opt_3,True,srem,1,2,1
public_v1,O2,p00788,bundle_default_opt_3,True,store,82,96,14
public_v1,O2,p00788,bundle_default_opt_3,True,sub,4,1,-3
public_v1,O2,p00788,bundle_default_opt_3,True,switch,1,1,0
public_v1,O2,p00788,bundle_default_opt_3,True,trunc,11,8,-3
public_v1,O2,p00788,bundle_default_opt_3,True,udiv,1,1,0
public_v1,O2,p00788,bundle_default_opt_3,True,unreachable,7,9,2
public_v1,O2,p00788,bundle_default_opt_3,True,xor,2,2,0
public_v1,O2,p00788,bundle_default_opt_3,True,zext,9,5,-4
public_v1,O2,p00788,bundle_default_opt_4,True,add,20,20,0
public_v1,O2,p00788,bundle_default_opt_4,True,alloca,3,3,0
public_v1,O2,p00788,bundle_default_opt_4,True,and,2,2,0
public_v1,O2,p00788,bundle_default_opt_4,True,br,44,44,0
public_v1,O2,p00788,bundle_default_opt_4,True,call,11,11,0
public_v1,O2,p00788,bundle_default_opt_4,True,getelementptr,46,43,-3
public_v1,O2,p00788,bundle_default_opt_4,True,icmp,25,25,0
public_v1,O2,p00788,bundle_default_opt_4,True,inttoptr,3,3,0
public_v1,O2,p00788,bundle_default_opt_4,True,load,47,41,-6
public_v1,O2,p00788,bundle_default_opt_4,True,lshr,1,1,0
public_v1,O2,p00788,bundle_default_opt_4,True,mul,13,13,0
public_v1,O2,p00788,bundle_default_opt_4,True,or,2,2,0
public_v1,O2,p00788,bundle_default_opt_4,True,phi,7,7,0
public_v1,O2,p00788,bundle_default_opt_4,True,ptrtoint,2,2,0
public_v1,O2,p00788,bundle_default_opt_4,True,ret,2,2,0
public_v1,O2,p00788,bundle_default_opt_4,True,sdiv,6,6,0
public_v1,O2,p00788,bundle_default_opt_4,True,select,14,14,0
public_v1,O2,p00788,bundle_default_opt_4,True,sext,10,10,0
public_v1,O2,p00788,bundle_default_opt_4,True,srem,2,2,0
