dataset,level,sample_id,boundary,production_replay_valid,opcode,before,after,delta
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,getelementptr,339,330,-9
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,icmp,131,131,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,insertvalue,32,32,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,inttoptr,12,12,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,load,625,611,-14
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,lshr,1,1,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,mul,40,40,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,or,59,55,-4
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,phi,99,112,13
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,ptrtoint,18,18,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,ret,19,19,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,select,68,66,-2
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,sext,111,111,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,shl,98,98,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,store,431,394,-37
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,sub,40,40,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,switch,9,9,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,trunc,59,59,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,xor,69,69,0
public_v1,O1,p01571,bundle_post_opt_4_custom_cleanup,True,zext,173,168,-5
public_v1,O1,p01687,main_default_opt_1,True,add,135,89,-46
public_v1,O1,p01687,main_default_opt_1,True,alloca,3,1,-2
public_v1,O1,p01687,main_default_opt_1,True,and,76,52,-24
public_v1,O1,p01687,main_default_opt_1,True,br,51,52,1
public_v1,O1,p01687,main_default_opt_1,True,call,23,11,-12
public_v1,O1,p01687,main_default_opt_1,True,extractvalue,33,12,-21
public_v1,O1,p01687,main_default_opt_1,True,getelementptr,205,137,-68
public_v1,O1,p01687,main_default_opt_1,True,icmp,131,101,-30
public_v1,O1,p01687,main_default_opt_1,True,insertvalue,51,7,-44
public_v1,O1,p01687,main_default_opt_1,True,inttoptr,18,15,-3
public_v1,O1,p01687,main_default_opt_1,True,load,106,85,-21
public_v1,O1,p01687,main_default_opt_1,True,lshr,15,0,-15
public_v1,O1,p01687,main_default_opt_1,True,mul,11,11,0
public_v1,O1,p01687,main_default_opt_1,True,or,31,23,-8
public_v1,O1,p01687,main_default_opt_1,True,phi,36,26,-10
public_v1,O1,p01687,main_default_opt_1,True,ptrtoint,9,5,-4
public_v1,O1,p01687,main_default_opt_1,True,ret,9,7,-2
public_v1,O1,p01687,main_default_opt_1,True,select,90,78,-12
public_v1,O1,p01687,main_default_opt_1,True,sext,8,7,-1
public_v1,O1,p01687,main_default_opt_1,True,shl,1,1,0
public_v1,O1,p01687,main_default_opt_1,True,store,177,125,-52
public_v1,O1,p01687,main_default_opt_1,True,sub,40,23,-17
public_v1,O1,p01687,main_default_opt_1,True,switch,2,1,-1
public_v1,O1,p01687,main_default_opt_1,True,trunc,32,11,-21
public_v1,O1,p01687,main_default_opt_1,True,xor,36,22,-14
public_v1,O1,p01687,main_default_opt_1,True,zext,64,44,-20
public_v1,O1,p01687,main_default_opt_2,True,add,82,71,-11
public_v1,O1,p01687,main_default_opt_2,True,alloca,1,1,0
public_v1,O1,p01687,main_default_opt_2,True,and,32,23,-9
public_v1,O1,p01687,main_default_opt_2,True,br,52,42,-10
public_v1,O1,p01687,main_default_opt_2,True,call,11,11,0
public_v1,O1,p01687,main_default_opt_2,True,extractvalue,8,8,0
public_v1,O1,p01687,main_default_opt_2,True,getelementptr,137,116,-21
public_v1,O1,p01687,main_default_opt_2,True,icmp,94,85,-9
public_v1,O1,p01687,main_default_opt_2,True,insertvalue,7,4,-3
public_v1,O1,p01687,main_default_opt_2,True,inttoptr,15,14,-1
public_v1,O1,p01687,main_default_opt_2,True,load,68,56,-12
public_v1,O1,p01687,main_default_opt_2,True,mul,4,4,0
public_v1,O1,p01687,main_default_opt_2,True,or,4,1,-3
public_v1,O1,p01687,main_default_opt_2,True,phi,20,13,-7
public_v1,O1,p01687,main_default_opt_2,True,ptrtoint,4,4,0
public_v1,O1,p01687,main_default_opt_2,True,ret,7,7,0
public_v1,O1,p01687,main_default_opt_2,True,select,78,74,-4
public_v1,O1,p01687,main_default_opt_2,True,sext,7,7,0
public_v1,O1,p01687,main_default_opt_2,True,shl,1,1,0
public_v1,O1,p01687,main_default_opt_2,True,store,122,102,-20
public_v1,O1,p01687,main_default_opt_2,True,sub,23,8,-15
public_v1,O1,p01687,main_default_opt_2,True,switch,1,1,0
public_v1,O1,p01687,main_default_opt_2,True,trunc,11,9,-2
public_v1,O1,p01687,main_default_opt_2,True,xor,10,8,-2
public_v1,O1,p01687,main_default_opt_2,True,zext,20,10,-10
public_v1,O1,p01687,bundle_default_opt_3,True,add,68,64,-4
public_v1,O1,p01687,bundle_default_opt_3,True,alloca,1,1,0
public_v1,O1,p01687,bundle_default_opt_3,True,and,22,22,0
public_v1,O1,p01687,bundle_default_opt_3,True,br,42,42,0
public_v1,O1,p01687,bundle_default_opt_3,True,call,11,11,0
public_v1,O1,p01687,bundle_default_opt_3,True,extractvalue,6,6,0
public_v1,O1,p01687,bundle_default_opt_3,True,getelementptr,113,113,0
public_v1,O1,p01687,bundle_default_opt_3,True,icmp,81,81,0
public_v1,O1,p01687,bundle_default_opt_3,True,insertvalue,4,3,-1
public_v1,O1,p01687,bundle_default_opt_3,True,inttoptr,13,13,0
public_v1,O1,p01687,bundle_default_opt_3,True,load,56,56,0
public_v1,O1,p01687,bundle_default_opt_3,True,mul,4,4,0
public_v1,O1,p01687,bundle_default_opt_3,True,or,1,1,0
public_v1,O1,p01687,bundle_default_opt_3,True,phi,14,12,-2
public_v1,O1,p01687,bundle_default_opt_3,True,ptrtoint,8,4,-4
public_v1,O1,p01687,bundle_default_opt_3,True,ret,7,7,0
public_v1,O1,p01687,bundle_default_opt_3,True,select,70,70,0
public_v1,O1,p01687,bundle_default_opt_3,True,sext,7,7,0
public_v1,O1,p01687,bundle_default_opt_3,True,shl,1,1,0
public_v1,O1,p01687,bundle_default_opt_3,True,store,102,102,0
public_v1,O1,p01687,bundle_default_opt_3,True,sub,9,6,-3
public_v1,O1,p01687,bundle_default_opt_3,True,switch,1,1,0
public_v1,O1,p01687,bundle_default_opt_3,True,trunc,9,9,0
public_v1,O1,p01687,bundle_default_opt_3,True,xor,8,8,0
public_v1,O1,p01687,bundle_default_opt_3,True,zext,10,10,0
public_v1,O1,p01687,bundle_default_opt_4,True,add,64,64,0
public_v1,O1,p01687,bundle_default_opt_4,True,alloca,1,1,0
public_v1,O1,p01687,bundle_default_opt_4,True,and,22,22,0
public_v1,O1,p01687,bundle_default_opt_4,True,br,42,42,0
public_v1,O1,p01687,bundle_default_opt_4,True,call,11,11,0
public_v1,O1,p01687,bundle_default_opt_4,True,extractvalue,6,6,0
public_v1,O1,p01687,bundle_default_opt_4,True,getelementptr,113,107,-6
public_v1,O1,p01687,bundle_default_opt_4,True,icmp,81,81,0
public_v1,O1,p01687,bundle_default_opt_4,True,insertvalue,3,3,0
public_v1,O1,p01687,bundle_default_opt_4,True,inttoptr,13,13,0
public_v1,O1,p01687,bundle_default_opt_4,True,load,56,56,0
public_v1,O1,p01687,bundle_default_opt_4,True,mul,4,4,0
public_v1,O1,p01687,bundle_default_opt_4,True,or,1,1,0
public_v1,O1,p01687,bundle_default_opt_4,True,phi,12,12,0
public_v1,O1,p01687,bundle_default_opt_4,True,ptrtoint,4,4,0
public_v1,O1,p01687,bundle_default_opt_4,True,ret,7,7,0
public_v1,O1,p01687,bundle_default_opt_4,True,select,70,70,0
public_v1,O1,p01687,bundle_default_opt_4,True,sext,7,7,0
public_v1,O1,p01687,bundle_default_opt_4,True,shl,1,1,0
public_v1,O1,p01687,bundle_default_opt_4,True,store,102,102,0
public_v1,O1,p01687,bundle_default_opt_4,True,sub,6,6,0
public_v1,O1,p01687,bundle_default_opt_4,True,switch,1,1,0
public_v1,O1,p01687,bundle_default_opt_4,True,trunc,9,9,0
public_v1,O1,p01687,bundle_default_opt_4,True,xor,8,8,0
public_v1,O1,p01687,bundle_default_opt_4,True,zext,10,10,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,add,64,64,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,alloca,1,1,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,and,22,22,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,br,42,42,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,call,11,11,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,extractvalue,6,6,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,getelementptr,107,107,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,icmp,81,81,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,insertvalue,3,3,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,inttoptr,13,13,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,load,56,55,-1
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,mul,4,4,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,or,1,1,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,phi,12,14,2
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,ptrtoint,4,4,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,ret,7,7,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,select,70,66,-4
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,sext,7,7,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,shl,1,1,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,store,102,80,-22
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,sub,6,6,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,switch,1,1,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,trunc,9,9,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,xor,8,8,0
public_v1,O1,p01687,bundle_post_opt_4_custom_cleanup,True,zext,10,10,0
public_v1,O1,p01766,main_default_opt_1,True,add,40,27,-13
public_v1,O1,p01766,main_default_opt_1,True,alloca,7,7,0
public_v1,O1,p01766,main_default_opt_1,True,and,18,10,-8
public_v1,O1,p01766,main_default_opt_1,True,bitcast,2,2,0
public_v1,O1,p01766,main_default_opt_1,True,br,21,19,-2
public_v1,O1,p01766,main_default_opt_1,True,call,20,19,-1
public_v1,O1,p01766,main_default_opt_1,True,extractvalue,17,0,-17
public_v1,O1,p01766,main_default_opt_1,True,fdiv,1,1,0
public_v1,O1,p01766,main_default_opt_1,True,getelementptr,101,95,-6
public_v1,O1,p01766,main_default_opt_1,True,icmp,28,26,-2
public_v1,O1,p01766,main_default_opt_1,True,insertvalue,22,0,-22
public_v1,O1,p01766,main_default_opt_1,True,inttoptr,5,5,0
public_v1,O1,p01766,main_default_opt_1,True,load,65,41,-24
public_v1,O1,p01766,main_default_opt_1,True,lshr,3,3,0
public_v1,O1,p01766,main_default_opt_1,True,mul,6,4,-2
public_v1,O1,p01766,main_default_opt_1,True,or,17,9,-8
public_v1,O1,p01766,main_default_opt_1,True,phi,27,14,-13
public_v1,O1,p01766,main_default_opt_1,True,ptrtoint,9,9,0
public_v1,O1,p01766,main_default_opt_1,True,ret,3,2,-1
public_v1,O1,p01766,main_default_opt_1,True,select,19,15,-4
public_v1,O1,p01766,main_default_opt_1,True,sext,14,9,-5
public_v1,O1,p01766,main_default_opt_1,True,shl,11,7,-4
public_v1,O1,p01766,main_default_opt_1,True,sitofp,2,2,0
public_v1,O1,p01766,main_default_opt_1,True,store,146,129,-17
public_v1,O1,p01766,main_default_opt_1,True,sub,8,4,-4
public_v1,O1,p01766,main_default_opt_1,True,trunc,5,4,-1
public_v1,O1,p01766,main_default_opt_1,True,xor,13,8,-5
public_v1,O1,p01766,main_default_opt_1,True,zext,25,16,-9
public_v1,O1,p01766,main_default_opt_2,True,add,23,23,0
public_v1,O1,p01766,main_default_opt_2,True,alloca,6,6,0
public_v1,O1,p01766,main_default_opt_2,True,and,101,5,-96
public_v1,O1,p01766,main_default_opt_2,True,br,19,20,1
public_v1,O1,p01766,main_default_opt_2,True,call,15,14,-1
public_v1,O1,p01766,main_default_opt_2,True,fdiv,1,1,0
public_v1,O1,p01766,main_default_opt_2,True,getelementptr,79,79,0
public_v1,O1,p01766,main_default_opt_2,True,icmp,22,22,0
public_v1,O1,p01766,main_default_opt_2,True,inttoptr,5,5,0
public_v1,O1,p01766,main_default_opt_2,True,load,26,26,0
public_v1,O1,p01766,main_default_opt_2,True,lshr,1,1,0
public_v1,O1,p01766,main_default_opt_2,True,mul,3,3,0
public_v1,O1,p01766,main_default_opt_2,True,or,102,6,-96
public_v1,O1,p01766,main_default_opt_2,True,phi,9,8,-1
public_v1,O1,p01766,main_default_opt_2,True,ptrtoint,5,5,0
public_v1,O1,p01766,main_default_opt_2,True,ret,2,2,0
public_v1,O1,p01766,main_default_opt_2,True,select,15,15,0
public_v1,O1,p01766,main_default_opt_2,True,sext,9,9,0
public_v1,O1,p01766,main_default_opt_2,True,shl,7,7,0
public_v1,O1,p01766,main_default_opt_2,True,sitofp,2,1,-1
public_v1,O1,p01766,main_default_opt_2,True,store,83,85,2
public_v1,O1,p01766,main_default_opt_2,True,sub,4,4,0
public_v1,O1,p01766,main_default_opt_2,True,trunc,2,4,2
public_v1,O1,p01766,main_default_opt_2,True,uitofp,0,1,1
public_v1,O1,p01766,main_default_opt_2,True,xor,4,4,0
public_v1,O1,p01766,main_default_opt_2,True,zext,8,9,1
public_v1,O1,p01766,bundle_default_opt_3,True,add,23,22,-1
public_v1,O1,p01766,bundle_default_opt_3,True,alloca,6,6,0
public_v1,O1,p01766,bundle_default_opt_3,True,and,5,5,0
public_v1,O1,p01766,bundle_default_opt_3,True,br,20,20,0
public_v1,O1,p01766,bundle_default_opt_3,True,call,14,14,0
public_v1,O1,p01766,bundle_default_opt_3,True,fdiv,1,1,0
public_v1,O1,p01766,bundle_default_opt_3,True,getelementptr,69,68,-1
public_v1,O1,p01766,bundle_default_opt_3,True,icmp,22,22,0
public_v1,O1,p01766,bundle_default_opt_3,True,inttoptr,5,5,0
public_v1,O1,p01766,bundle_default_opt_3,True,load,24,24,0
public_v1,O1,p01766,bundle_default_opt_3,True,mul,3,3,0
public_v1,O1,p01766,bundle_default_opt_3,True,or,6,6,0
public_v1,O1,p01766,bundle_default_opt_3,True,phi,8,8,0
public_v1,O1,p01766,bundle_default_opt_3,True,ptrtoint,5,5,0
public_v1,O1,p01766,bundle_default_opt_3,True,ret,2,2,0
public_v1,O1,p01766,bundle_default_opt_3,True,select,10,10,0
public_v1,O1,p01766,bundle_default_opt_3,True,sext,9,7,-2
public_v1,O1,p01766,bundle_default_opt_3,True,shl,7,6,-1
public_v1,O1,p01766,bundle_default_opt_3,True,sitofp,1,1,0
public_v1,O1,p01766,bundle_default_opt_3,True,store,50,50,0
public_v1,O1,p01766,bundle_default_opt_3,True,sub,4,4,0
public_v1,O1,p01766,bundle_default_opt_3,True,trunc,3,2,-1
public_v1,O1,p01766,bundle_default_opt_3,True,uitofp,1,1,0
public_v1,O1,p01766,bundle_default_opt_3,True,xor,4,4,0
public_v1,O1,p01766,bundle_default_opt_3,True,zext,5,5,0
public_v1,O1,p01766,bundle_default_opt_4,True,add,22,22,0
public_v1,O1,p01766,bundle_default_opt_4,True,alloca,6,6,0
public_v1,O1,p01766,bundle_default_opt_4,True,and,5,5,0
public_v1,O1,p01766,bundle_default_opt_4,True,br,20,20,0
public_v1,O1,p01766,bundle_default_opt_4,True,call,14,14,0
public_v1,O1,p01766,bundle_default_opt_4,True,fdiv,1,1,0
public_v1,O1,p01766,bundle_default_opt_4,True,getelementptr,68,68,0
public_v1,O1,p01766,bundle_default_opt_4,True,icmp,22,22,0
public_v1,O1,p01766,bundle_default_opt_4,True,inttoptr,5,5,0
public_v1,O1,p01766,bundle_default_opt_4,True,load,24,24,0
public_v1,O1,p01766,bundle_default_opt_4,True,mul,3,3,0
public_v1,O1,p01766,bundle_default_opt_4,True,or,6,6,0
public_v1,O1,p01766,bundle_default_opt_4,True,phi,8,8,0
public_v1,O1,p01766,bundle_default_opt_4,True,ptrtoint,5,5,0
public_v1,O1,p01766,bundle_default_opt_4,True,ret,2,2,0
public_v1,O1,p01766,bundle_default_opt_4,True,select,10,10,0
public_v1,O1,p01766,bundle_default_opt_4,True,sext,7,7,0
public_v1,O1,p01766,bundle_default_opt_4,True,shl,6,6,0
public_v1,O1,p01766,bundle_default_opt_4,True,sitofp,1,1,0
public_v1,O1,p01766,bundle_default_opt_4,True,store,50,50,0
public_v1,O1,p01766,bundle_default_opt_4,True,sub,4,4,0
public_v1,O1,p01766,bundle_default_opt_4,True,trunc,2,2,0
public_v1,O1,p01766,bundle_default_opt_4,True,uitofp,1,1,0
public_v1,O1,p01766,bundle_default_opt_4,True,xor,4,4,0
public_v1,O1,p01766,bundle_default_opt_4,True,zext,5,5,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,add,22,22,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,alloca,6,6,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,and,5,5,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,br,20,19,-1
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,call,14,14,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,fdiv,1,1,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,getelementptr,68,67,-1
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,icmp,22,22,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,inttoptr,5,5,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,load,24,23,-1
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,mul,3,3,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,or,6,6,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,phi,8,8,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,ptrtoint,5,5,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,ret,2,2,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,select,10,10,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,sext,7,7,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,shl,6,6,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,sitofp,1,1,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,store,50,46,-4
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,sub,4,4,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,trunc,2,1,-1
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,uitofp,1,1,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,xor,4,4,0
public_v1,O1,p01766,bundle_post_opt_4_custom_cleanup,True,zext,5,5,0
public_v1,O1,p01970,main_default_opt_1,True,add,75,54,-21
public_v1,O1,p01970,main_default_opt_1,True,alloca,3,0,-3
public_v1,O1,p01970,main_default_opt_1,True,and,109,58,-51
public_v1,O1,p01970,main_default_opt_1,True,br,77,68,-9
public_v1,O1,p01970,main_default_opt_1,True,call,17,6,-11
public_v1,O1,p01970,main_default_opt_1,True,extractvalue,43,0,-43
public_v1,O1,p01970,main_default_opt_1,True,getelementptr,83,26,-57
public_v1,O1,p01970,main_default_opt_1,True,icmp,62,41,-21
public_v1,O1,p01970,main_default_opt_1,True,insertvalue,52,0,-52
public_v1,O1,p01970,main_default_opt_1,True,load,139,57,-82
public_v1,O1,p01970,main_default_opt_1,True,lshr,18,8,-10
public_v1,O1,p01970,main_default_opt_1,True,mul,26,21,-5
public_v1,O1,p01970,main_default_opt_1,True,or,86,40,-46
public_v1,O1,p01970,main_default_opt_1,True,phi,58,30,-28
public_v1,O1,p01970,main_default_opt_1,True,ptrtoint,3,0,-3
public_v1,O1,p01970,main_default_opt_1,True,ret,5,2,-3
public_v1,O1,p01970,main_default_opt_1,True,select,13,13,0
public_v1,O1,p01970,main_default_opt_1,True,sext,29,29,0
public_v1,O1,p01970,main_default_opt_1,True,shl,17,17,0
public_v1,O1,p01970,main_default_opt_1,True,store,173,13,-160
public_v1,O1,p01970,main_default_opt_1,True,switch,4,2,-2
public_v1,O1,p01970,main_default_opt_1,True,trunc,34,4,-30
public_v1,O1,p01970,main_default_opt_1,True,xor,74,46,-28
public_v1,O1,p01970,main_default_opt_1,True,zext,119,60,-59
public_v1,O1,p01970,main_default_opt_2,True,add,36,34,-2
public_v1,O1,p01970,main_default_opt_2,True,and,7,7,0
public_v1,O1,p01970,main_default_opt_2,True,br,63,63,0
public_v1,O1,p01970,main_default_opt_2,True,call,6,6,0
public_v1,O1,p01970,main_default_opt_2,True,freeze,1,0,-1
public_v1,O1,p01970,main_default_opt_2,True,getelementptr,26,23,-3
public_v1,O1,p01970,main_default_opt_2,True,icmp,23,23,0
public_v1,O1,p01970,main_default_opt_2,True,load,21,19,-2
public_v1,O1,p01970,main_default_opt_2,True,lshr,8,8,0
public_v1,O1,p01970,main_default_opt_2,True,mul,3,3,0
public_v1,O1,p01970,main_default_opt_2,True,phi,28,27,-1
public_v1,O1,p01970,main_default_opt_2,True,ret,2,2,0
public_v1,O1,p01970,main_default_opt_2,True,select,13,13,0
public_v1,O1,p01970,main_default_opt_2,True,sext,26,22,-4
public_v1,O1,p01970,main_default_opt_2,True,shl,17,13,-4
public_v1,O1,p01970,main_default_opt_2,True,store,13,13,0
public_v1,O1,p01970,main_default_opt_2,True,switch,2,2,0
public_v1,O1,p01970,main_default_opt_2,True,trunc,4,4,0
public_v1,O1,p01970,main_default_opt_2,True,xor,8,8,0
public_v1,O1,p01970,main_default_opt_2,True,zext,4,4,0
public_v1,O1,p01970,bundle_default_opt_3,True,add,34,34,0
public_v1,O1,p01970,bundle_default_opt_3,True,and,7,7,0
public_v1,O1,p01970,bundle_default_opt_3,True,br,63,63,0
public_v1,O1,p01970,bundle_default_opt_3,True,call,6,6,0
public_v1,O1,p01970,bundle_default_opt_3,True,getelementptr,23,23,0
public_v1,O1,p01970,bundle_default_opt_3,True,icmp,23,23,0
public_v1,O1,p01970,bundle_default_opt_3,True,load,19,19,0
public_v1,O1,p01970,bundle_default_opt_3,True,lshr,8,8,0
public_v1,O1,p01970,bundle_default_opt_3,True,mul,3,3,0
public_v1,O1,p01970,bundle_default_opt_3,True,phi,27,27,0
public_v1,O1,p01970,bundle_default_opt_3,True,ret,2,2,0
public_v1,O1,p01970,bundle_default_opt_3,True,select,13,13,0
public_v1,O1,p01970,bundle_default_opt_3,True,sext,22,22,0
public_v1,O1,p01970,bundle_default_opt_3,True,shl,13,13,0
public_v1,O1,p01970,bundle_default_opt_3,True,store,13,13,0
public_v1,O1,p01970,bundle_default_opt_3,True,switch,2,2,0
public_v1,O1,p01970,bundle_default_opt_3,True,trunc,4,4,0
public_v1,O1,p01970,bundle_default_opt_3,True,xor,8,8,0
public_v1,O1,p01970,bundle_default_opt_3,True,zext,4,4,0
public_v1,O1,p01970,bundle_default_opt_4,True,add,34,34,0
public_v1,O1,p01970,bundle_default_opt_4,True,and,7,7,0
public_v1,O1,p01970,bundle_default_opt_4,True,br,63,63,0
public_v1,O1,p01970,bundle_default_opt_4,True,call,6,6,0
public_v1,O1,p01970,bundle_default_opt_4,True,getelementptr,23,23,0
public_v1,O1,p01970,bundle_default_opt_4,True,icmp,23,23,0
public_v1,O1,p01970,bundle_default_opt_4,True,load,19,19,0
public_v1,O1,p01970,bundle_default_opt_4,True,lshr,8,8,0
public_v1,O1,p01970,bundle_default_opt_4,True,mul,3,3,0
public_v1,O1,p01970,bundle_default_opt_4,True,phi,27,27,0
public_v1,O1,p01970,bundle_default_opt_4,True,ret,2,2,0
public_v1,O1,p01970,bundle_default_opt_4,True,select,13,13,0
public_v1,O1,p01970,bundle_default_opt_4,True,sext,22,22,0
public_v1,O1,p01970,bundle_default_opt_4,True,shl,13,13,0
public_v1,O1,p01970,bundle_default_opt_4,True,store,13,13,0
public_v1,O1,p01970,bundle_default_opt_4,True,switch,2,2,0
public_v1,O1,p01970,bundle_default_opt_4,True,trunc,4,4,0
public_v1,O1,p01970,bundle_default_opt_4,True,xor,8,8,0
public_v1,O1,p01970,bundle_default_opt_4,True,zext,4,4,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,add,34,34,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,and,7,7,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,br,63,63,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,call,6,6,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,getelementptr,23,23,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,icmp,23,23,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,load,19,19,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,lshr,8,8,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,mul,3,3,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,phi,27,27,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,ret,2,2,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,select,13,13,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,sext,22,22,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,shl,13,13,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,store,13,13,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,switch,2,2,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,trunc,4,4,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,xor,8,8,0
public_v1,O1,p01970,bundle_post_opt_4_custom_cleanup,True,zext,4,4,0
public_v1,O1,p02029,main_default_opt_1,True,add,372,249,-123
public_v1,O1,p02029,main_default_opt_1,True,alloca,3,1,-2
public_v1,O1,p02029,main_default_opt_1,True,and,157,117,-40
public_v1,O1,p02029,main_default_opt_1,True,ashr,4,4,0
public_v1,O1,p02029,main_default_opt_1,True,br,119,114,-5
public_v1,O1,p02029,main_default_opt_1,True,call,39,24,-15
public_v1,O1,p02029,main_default_opt_1,True,extractvalue,174,93,-81
public_v1,O1,p02029,main_default_opt_1,True,getelementptr,488,284,-204
public_v1,O1,p02029,main_default_opt_1,True,icmp,243,203,-40
public_v1,O1,p02029,main_default_opt_1,True,insertvalue,90,25,-65
public_v1,O1,p02029,main_default_opt_1,True,inttoptr,66,66,0
public_v1,O1,p02029,main_default_opt_1,True,load,304,292,-12
public_v1,O1,p02029,main_default_opt_1,True,lshr,40,4,-36
public_v1,O1,p02029,main_default_opt_1,True,mul,34,34,0
public_v1,O1,p02029,main_default_opt_1,True,or,92,91,-1
