dataset,level,sample_id,boundary,before_path,after_path,production_replay_valid,functions_before,functions_after,functions_delta,blocks_before,blocks_after,blocks_delta,instructions_before,instructions_after,instructions_delta,conditional_branches_before,conditional_branches_after,conditional_branches_delta,calls_before,calls_after,calls_delta,direct_calls_before,direct_calls_after,direct_calls_delta,indirect_calls_before,indirect_calls_after,indirect_calls_delta,intrinsics_before,intrinsics_after,intrinsics_delta,allocas_before,allocas_after,allocas_delta,loads_before,loads_after,loads_delta,stores_before,stores_after,stores_delta,geps_before,geps_after,geps_delta,phis_before,phis_after,phis_delta,selects_before,selects_after,selects_delta,switches_before,switches_after,switches_delta,unreachable_before,unreachable_after,unreachable_delta,memory_ops_before,memory_ops_after,memory_ops_delta,scalar_cleanup_ops_before,scalar_cleanup_ops_after,scalar_cleanup_ops_delta,vector_instructions_before,vector_instructions_after,vector_instructions_delta
public_v1,O1,p02814,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p02814/p02814_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02814/bundle_default_opt_3.after.ll,True,9,9,0,79,80,1,1123,1019,-104,25,25,0,111,112,1,111,112,1,0,0,0,12,13,1,7,7,0,148,135,-13,228,186,-42,166,143,-23,18,19,1,23,22,-1,1,1,0,18,18,0,549,471,-78,202,191,-11,0,0,0
public_v1,O1,p02814,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p02814/p02814_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02814/bundle_default_opt_4.after.ll,True,9,9,0,80,80,0,1019,1015,-4,25,25,0,112,112,0,112,112,0,0,0,0,13,13,0,7,7,0,135,134,-1,186,186,0,143,141,-2,19,20,1,22,21,-1,1,1,0,18,18,0,471,468,-3,191,191,0,0,0,0
public_v1,O1,p02814,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02814/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p02814/p02814_final.ll,True,9,9,0,80,80,0,1015,1000,-15,25,25,0,112,112,0,112,112,0,0,0,0,13,13,0,7,7,0,134,130,-4,186,171,-15,141,139,-2,20,27,7,21,20,-1,1,1,0,18,18,0,468,447,-21,191,197,6,0,0,0
public_v1,O1,p02950,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/main_opt_1.after.ll,True,4,3,-1,114,108,-6,2564,1618,-946,32,28,-4,71,40,-31,71,40,-31,0,0,0,32,2,-30,13,1,-12,198,183,-15,324,216,-108,357,111,-246,25,22,-3,82,46,-36,3,1,-2,24,24,0,892,511,-381,590,394,-196,0,0,0
public_v1,O1,p02950,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/main_opt_2.after.ll,True,4,3,-1,110,101,-9,1058,876,-182,28,28,0,39,38,-1,39,38,-1,0,0,0,0,0,0,1,1,0,119,109,-10,188,108,-80,113,89,-24,6,4,-2,46,43,-3,1,1,0,24,24,0,421,307,-114,227,212,-15,0,0,0
public_v1,O1,p02950,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p02950/p02950_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/bundle_default_opt_3.after.ll,True,4,4,0,103,103,0,795,745,-50,28,28,0,46,46,0,46,46,0,0,0,0,0,0,0,1,1,0,108,106,-2,108,108,0,71,66,-5,5,3,-2,19,19,0,1,1,0,24,24,0,288,281,-7,171,155,-16,0,0,0
public_v1,O1,p02950,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p02950/p02950_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/bundle_default_opt_4.after.ll,True,4,4,0,103,103,0,745,735,-10,28,28,0,46,46,0,46,46,0,0,0,0,0,0,0,1,1,0,106,106,0,108,108,0,66,56,-10,3,3,0,19,19,0,1,1,0,24,24,0,281,271,-10,155,155,0,0,0,0
public_v1,O1,p02950,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p02950/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p02950/p02950_final.ll,True,4,4,0,103,103,0,735,712,-23,28,28,0,46,44,-2,46,44,-2,0,0,0,0,0,0,1,1,0,106,104,-2,108,91,-17,56,54,-2,3,5,2,19,17,-2,1,1,0,24,24,0,271,250,-21,155,155,0,0,0,0
public_v1,O1,p03006,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/main_opt_1.after.ll,True,8,3,-5,124,109,-15,2464,1633,-831,15,7,-8,44,16,-28,44,16,-28,0,0,0,30,7,-23,11,3,-8,199,172,-27,304,236,-68,317,162,-155,72,69,-3,64,64,0,5,4,-1,0,0,0,831,573,-258,512,397,-115,0,0,0
public_v1,O1,p03006,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/main_opt_2.after.ll,True,3,3,0,109,98,-11,914,781,-133,7,7,0,12,10,-2,12,10,-2,0,0,0,3,1,-2,2,2,0,105,101,-4,190,128,-62,139,130,-9,13,11,-2,55,55,0,4,4,0,0,0,0,436,361,-75,158,150,-8,0,0,0
public_v1,O1,p03006,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03006/p03006_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/bundle_default_opt_3.after.ll,True,3,3,0,98,98,0,769,758,-11,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,87,87,0,128,127,-1,133,133,0,11,11,0,55,55,0,4,4,0,0,0,0,350,349,-1,153,150,-3,0,0,0
public_v1,O1,p03006,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03006/p03006_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/bundle_default_opt_4.after.ll,True,3,3,0,98,98,0,758,654,-104,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,87,87,0,127,127,0,133,108,-25,11,11,0,55,37,-18,4,4,0,0,0,0,349,324,-25,150,108,-42,0,0,0
public_v1,O1,p03006,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03006/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03006/p03006_final.ll,True,3,3,0,98,93,-5,654,625,-29,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,87,80,-7,127,112,-15,108,107,-1,11,13,2,37,36,-1,4,4,0,0,0,0,324,301,-23,108,108,0,0,0,0
public_v1,O1,p03111,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/main_opt_1.after.ll,True,23,9,-14,108,83,-25,4007,2918,-1089,17,17,0,81,87,6,81,87,6,0,0,0,36,56,20,12,24,12,318,222,-96,389,505,116,749,568,-181,37,34,-3,245,239,-6,2,1,-1,8,8,0,1468,1319,-149,968,774,-194,0,0,0
public_v1,O1,p03111,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/main_opt_2.after.ll,True,4,4,0,66,65,-1,2903,2223,-680,14,11,-3,63,60,-3,63,60,-3,0,0,0,33,33,0,17,17,0,175,159,-16,345,305,-40,529,447,-82,22,21,-1,272,224,-48,1,1,0,8,5,-3,1066,928,-138,874,659,-215,0,0,0
public_v1,O1,p03111,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03111/p03111_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/bundle_default_opt_3.after.ll,True,5,5,0,67,66,-1,1389,1350,-39,11,10,-1,131,130,-1,131,130,-1,0,0,0,33,33,0,17,17,0,159,155,-4,305,301,-4,243,240,-3,21,22,1,14,14,0,1,1,0,5,4,-1,724,713,-11,175,165,-10,0,0,0
public_v1,O1,p03111,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03111/p03111_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/bundle_default_opt_4.after.ll,True,5,5,0,66,66,0,1350,1340,-10,10,10,0,130,130,0,130,130,0,0,0,0,33,33,0,17,17,0,155,155,0,301,301,0,240,232,-8,22,22,0,14,14,0,1,1,0,4,4,0,713,705,-8,165,165,0,0,0,0
public_v1,O1,p03111,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03111/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03111/p03111_final.ll,True,5,5,0,66,66,0,1340,1324,-16,10,10,0,130,130,0,130,130,0,0,0,0,33,33,0,17,17,0,155,153,-2,301,286,-15,232,232,0,22,24,2,14,13,-1,1,1,0,4,4,0,705,688,-17,165,166,1,0,0,0
public_v1,O1,p03142,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/main_opt_1.after.ll,True,21,8,-13,122,92,-30,3736,3023,-713,15,5,-10,56,59,3,56,59,3,0,0,0,28,44,16,12,18,6,321,245,-76,340,397,57,692,521,-171,61,56,-5,231,234,3,4,3,-1,0,0,0,1365,1181,-184,973,869,-104,0,0,0
public_v1,O1,p03142,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/main_opt_2.after.ll,True,3,3,0,77,75,-2,3060,2359,-701,3,3,0,38,38,0,38,38,0,0,0,0,24,24,0,13,13,0,198,198,0,276,265,-11,534,453,-81,46,31,-15,283,247,-36,3,3,0,0,0,0,1021,929,-92,961,768,-193,0,0,0
public_v1,O1,p03142,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03142/p03142_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/bundle_default_opt_3.after.ll,True,4,4,0,77,77,0,1426,1345,-81,3,4,1,113,113,0,113,113,0,0,0,0,24,24,0,13,13,0,198,196,-2,265,219,-46,208,197,-11,31,28,-3,13,13,0,3,3,0,0,0,0,684,625,-59,243,240,-3,0,0,0
public_v1,O1,p03142,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03142/p03142_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/bundle_default_opt_4.after.ll,True,4,4,0,77,77,0,1345,1343,-2,4,4,0,113,113,0,113,113,0,0,0,0,24,24,0,13,13,0,196,196,0,219,219,0,197,195,-2,28,28,0,13,13,0,3,3,0,0,0,0,625,623,-2,240,240,0,0,0,0
public_v1,O1,p03142,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03142/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03142/p03142_final.ll,True,4,4,0,77,77,0,1343,1343,0,4,4,0,113,113,0,113,113,0,0,0,0,24,24,0,13,13,0,196,195,-1,219,219,0,195,194,-1,28,30,2,13,13,0,3,3,0,0,0,0,623,621,-2,240,242,2,0,0,0
public_v1,O1,p03199,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/main_opt_1.after.ll,True,13,7,-6,199,182,-17,5067,3819,-1248,28,24,-4,64,46,-18,64,46,-18,0,0,0,30,19,-11,11,9,-2,451,395,-56,552,531,-21,735,563,-172,46,52,6,202,193,-9,6,4,-2,6,5,-1,1749,1498,-251,1144,953,-191,0,0,0
public_v1,O1,p03199,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/main_opt_2.after.ll,True,8,7,-1,184,199,15,2826,2654,-172,24,33,9,51,30,-21,51,30,-21,0,0,0,23,7,-16,11,11,0,293,280,-13,479,563,84,509,426,-83,39,49,10,186,161,-25,4,4,0,5,5,0,1292,1280,-12,694,631,-63,0,0,0
public_v1,O1,p03199,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03199/p03199_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/bundle_default_opt_3.after.ll,True,9,9,0,198,198,0,2028,1932,-96,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,260,252,-8,530,527,-3,229,229,0,49,41,-8,45,45,0,4,4,0,5,5,0,1030,1019,-11,362,331,-31,0,0,0
public_v1,O1,p03199,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03199/p03199_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/bundle_default_opt_4.after.ll,True,9,9,0,198,199,1,1932,1897,-35,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,252,243,-9,527,527,0,229,210,-19,41,44,3,45,45,0,4,4,0,5,5,0,1019,991,-28,331,331,0,0,0,0
public_v1,O1,p03199,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03199/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03199/p03199_final.ll,True,9,9,0,199,201,2,1897,1782,-115,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,243,233,-10,527,459,-68,210,175,-35,44,49,5,45,39,-6,4,4,0,5,5,0,991,878,-113,331,329,-2,0,0,0
public_v1,O1,p03261,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/main_opt_1.after.ll,True,3,2,-1,22,20,-2,566,339,-227,6,10,4,30,11,-19,30,11,-19,0,0,0,22,6,-16,11,3,-8,44,20,-24,181,125,-56,104,40,-64,7,10,3,9,13,4,0,0,0,0,0,0,340,188,-152,65,78,13,0,0,0
public_v1,O1,p03261,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/main_opt_2.after.ll,True,3,2,-1,22,17,-5,214,182,-32,10,10,0,6,5,-1,6,5,-1,0,0,0,0,0,0,1,1,0,6,6,0,79,79,0,22,22,0,6,7,1,10,9,-1,0,0,0,0,0,0,108,108,0,46,39,-7,0,0,0
public_v1,O1,p03261,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03261/p03261_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/bundle_default_opt_3.after.ll,True,2,2,0,17,17,0,182,180,-2,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,6,6,0,79,79,0,22,21,-1,7,7,0,9,9,0,0,0,0,0,0,0,108,107,-1,39,38,-1,0,0,0
public_v1,O1,p03261,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03261/p03261_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/bundle_default_opt_4.after.ll,True,2,2,0,17,17,0,180,180,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,6,6,0,79,79,0,21,21,0,7,7,0,9,9,0,0,0,0,0,0,0,107,107,0,38,38,0,0,0,0
public_v1,O1,p03261,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03261/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03261/p03261_final.ll,True,2,1,-1,17,16,-1,180,130,-50,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,6,5,-1,79,33,-46,21,21,0,7,8,1,9,7,-2,0,0,0,0,0,0,107,60,-47,38,36,-2,0,0,0
public_v1,O1,p03430,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/main_opt_1.after.ll,True,4,2,-2,83,77,-6,3285,2345,-940,4,2,-2,41,24,-17,41,24,-17,0,0,0,27,12,-15,13,7,-6,272,252,-20,265,197,-68,717,333,-384,16,10,-6,254,254,0,3,2,-1,0,0,0,1267,789,-478,867,805,-62,0,0,0
public_v1,O1,p03430,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/main_opt_2.after.ll,True,2,2,0,77,77,0,2343,2337,-6,2,2,0,24,24,0,24,24,0,0,0,0,12,12,0,7,7,0,252,252,0,197,197,0,333,333,0,10,10,0,252,252,0,2,2,0,0,0,0,789,789,0,804,800,-4,0,0,0
public_v1,O1,p03430,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03430/p03430_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/bundle_default_opt_3.after.ll,True,4,4,0,81,81,0,1394,1394,0,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,252,252,0,192,192,0,94,94,0,10,10,0,18,18,0,2,2,0,0,0,0,545,545,0,215,215,0,0,0,0
public_v1,O1,p03430,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03430/p03430_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/bundle_default_opt_4.after.ll,True,4,4,0,81,81,0,1394,1394,0,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,252,252,0,192,192,0,94,94,0,10,10,0,18,18,0,2,2,0,0,0,0,545,545,0,215,215,0,0,0,0
public_v1,O1,p03430,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03430/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03430/p03430_final.ll,True,4,4,0,81,79,-2,1394,1322,-72,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,252,251,-1,192,121,-71,94,94,0,10,12,2,18,18,0,2,2,0,0,0,0,545,473,-72,215,217,2,0,0,0
public_v1,O1,p03434,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/main_opt_1.after.ll,True,7,3,-4,32,24,-8,925,478,-447,8,7,-1,30,14,-16,30,14,-16,0,0,0,20,8,-12,10,4,-6,78,41,-37,186,131,-55,167,76,-91,14,16,2,35,24,-11,1,1,0,1,1,0,441,252,-189,169,114,-55,0,0,0
public_v1,O1,p03434,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/main_opt_2.after.ll,True,3,3,0,24,23,-1,515,448,-67,7,6,-1,16,13,-3,16,13,-3,0,0,0,10,8,-2,5,5,0,40,36,-4,131,133,2,74,67,-7,17,17,0,27,21,-6,1,1,0,1,0,-1,250,241,-9,137,105,-32,0,0,0
public_v1,O1,p03434,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03434/p03434_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/bundle_default_opt_3.after.ll,True,4,4,0,25,23,-2,325,255,-70,6,5,-1,16,14,-2,16,14,-2,0,0,0,6,4,-2,5,4,-1,36,23,-13,103,74,-29,51,41,-10,13,14,1,9,7,-2,1,1,0,0,0,0,195,142,-53,51,48,-3,0,0,0
public_v1,O1,p03434,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03434/p03434_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/bundle_default_opt_4.after.ll,True,4,4,0,23,23,0,255,255,0,5,5,0,14,14,0,14,14,0,0,0,0,4,4,0,4,4,0,23,23,0,74,74,0,41,41,0,14,14,0,7,7,0,1,1,0,0,0,0,142,142,0,48,48,0,0,0,0
public_v1,O1,p03434,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03434/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03434/p03434_final.ll,True,4,4,0,23,23,0,255,237,-18,5,5,0,14,14,0,14,14,0,0,0,0,4,4,0,4,4,0,23,20,-3,74,57,-17,41,41,0,14,16,2,7,7,0,1,1,0,0,0,0,142,122,-20,48,50,2,0,0,0
public_v1,O1,p03493,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/main_opt_1.after.ll,True,3,2,-1,13,11,-2,637,408,-229,4,4,0,22,9,-13,22,9,-13,0,0,0,17,5,-12,9,3,-6,47,32,-15,140,86,-54,151,97,-54,1,1,0,40,37,-3,0,0,0,0,0,0,347,218,-129,122,107,-15,0,0,0
public_v1,O1,p03493,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/main_opt_2.after.ll,True,2,2,0,11,11,0,551,325,-226,4,4,0,8,9,1,8,9,1,0,0,0,4,5,1,3,3,0,18,17,-1,58,55,-3,102,93,-9,4,4,0,40,34,-6,0,0,0,0,0,0,181,168,-13,118,92,-26,0,0,0
public_v1,O1,p03493,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03493/p03493_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/bundle_default_opt_3.after.ll,True,2,2,0,11,11,0,183,173,-10,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,55,55,0,50,41,-9,5,4,-1,7,7,0,0,0,0,0,0,0,117,108,-9,30,29,-1,0,0,0
public_v1,O1,p03493,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03493/p03493_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/bundle_default_opt_4.after.ll,True,2,2,0,11,11,0,173,173,0,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,55,55,0,41,41,0,4,4,0,7,7,0,0,0,0,0,0,0,108,108,0,29,29,0,0,0,0
public_v1,O1,p03493,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03493/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03493/p03493_final.ll,True,2,2,0,11,11,0,173,165,-8,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,55,47,-8,41,41,0,4,4,0,7,7,0,0,0,0,0,0,0,108,100,-8,29,29,0,0,0,0
public_v1,O1,p03510,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/main_opt_1.after.ll,True,7,3,-4,75,65,-10,3269,2442,-827,13,10,-3,52,33,-19,52,33,-19,0,0,0,23,9,-14,9,5,-4,301,262,-39,312,276,-36,692,488,-204,38,29,-9,249,231,-18,3,2,-1,2,2,0,1314,1031,-283,853,702,-151,0,0,0
public_v1,O1,p03510,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/main_opt_2.after.ll,True,3,3,0,65,65,0,2484,2130,-354,10,10,0,34,35,1,34,35,1,0,0,0,10,11,1,6,6,0,238,228,-10,248,244,-4,463,399,-64,35,34,-1,213,205,-8,2,2,0,2,2,0,955,877,-78,664,630,-34,0,0,0
public_v1,O1,p03510,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o1_20260816/p03510/p03510_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/bundle_default_opt_3.after.ll,True,4,4,0,67,66,-1,1277,1207,-70,10,12,2,85,85,0,85,85,0,0,0,0,11,11,0,6,6,0,183,185,2,244,221,-23,183,149,-34,36,35,-1,15,17,2,2,2,0,2,2,0,616,561,-55,180,175,-5,0,0,0
public_v1,O1,p03510,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o1_20260816/p03510/p03510_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/bundle_default_opt_4.after.ll,True,4,4,0,66,66,0,1207,1196,-11,12,12,0,85,85,0,85,85,0,0,0,0,11,11,0,6,6,0,185,185,0,221,221,0,149,141,-8,35,35,0,17,17,0,2,2,0,2,2,0,561,553,-8,175,175,0,0,0,0
public_v1,O1,p03510,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03510/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o1_20260816/p03510/p03510_final.ll,True,4,4,0,66,66,0,1196,1178,-18,12,12,0,85,85,0,85,85,0,0,0,0,11,11,0,6,6,0,185,183,-2,221,202,-19,141,141,0,35,39,4,17,16,-1,2,2,0,2,2,0,553,532,-21,175,178,3,0,0,0
public_v1,O1,p03543,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03543/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O1/p03543/main_opt_1.after.ll,True,3,2,-1,21,12,-9,827,476,-351,5,4,-1,16,6,-10,16,6,-10,0,0,0,9,1,-8,5,1,-4,61,46,-15,107,65,-42,183,113,-70,30,11,-19,67,49,-18,1,0,-1,0,0,0,356,225,-131,231,143,-88,0,0,0
