dataset,level,sample_id,boundary,before_path,after_path,production_replay_valid,functions_before,functions_after,functions_delta,blocks_before,blocks_after,blocks_delta,instructions_before,instructions_after,instructions_delta,conditional_branches_before,conditional_branches_after,conditional_branches_delta,calls_before,calls_after,calls_delta,direct_calls_before,direct_calls_after,direct_calls_delta,indirect_calls_before,indirect_calls_after,indirect_calls_delta,intrinsics_before,intrinsics_after,intrinsics_delta,allocas_before,allocas_after,allocas_delta,loads_before,loads_after,loads_delta,stores_before,stores_after,stores_delta,geps_before,geps_after,geps_delta,phis_before,phis_after,phis_delta,selects_before,selects_after,selects_delta,switches_before,switches_after,switches_delta,unreachable_before,unreachable_after,unreachable_delta,memory_ops_before,memory_ops_after,memory_ops_delta,scalar_cleanup_ops_before,scalar_cleanup_ops_after,scalar_cleanup_ops_delta,vector_instructions_before,vector_instructions_after,vector_instructions_delta
public_v1,O2,p02814,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/main_opt_1.after.ll,True,11,6,-5,87,72,-15,3508,2148,-1360,26,23,-3,75,46,-29,75,46,-29,0,0,0,35,13,-22,16,7,-9,227,162,-65,351,209,-142,739,399,-340,46,39,-7,245,214,-31,1,1,0,18,16,-2,1333,777,-556,940,715,-225,0,0,0
public_v1,O2,p02814,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/main_opt_2.after.ll,True,6,5,-1,72,76,4,2067,1859,-208,23,26,3,46,44,-2,46,44,-2,0,0,0,13,13,0,7,7,0,144,138,-6,209,224,15,404,387,-17,36,28,-8,229,218,-11,1,1,0,16,16,0,764,756,-8,718,623,-95,0,0,0
public_v1,O2,p02814,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p02814/p02814_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/bundle_default_opt_3.after.ll,True,8,8,0,82,81,-1,1083,996,-87,26,26,0,106,107,1,106,107,1,0,0,0,13,13,0,7,7,0,133,128,-5,224,183,-41,174,148,-26,28,30,2,23,21,-2,1,1,0,16,16,0,538,466,-72,197,194,-3,0,0,0
public_v1,O2,p02814,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p02814/p02814_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/bundle_default_opt_4.after.ll,True,8,8,0,81,81,0,996,994,-2,26,26,0,107,107,0,107,107,0,0,0,0,13,13,0,7,7,0,128,128,0,183,183,0,148,146,-2,30,30,0,21,21,0,1,1,0,16,16,0,466,464,-2,194,194,0,0,0,0
public_v1,O2,p02814,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02814/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p02814/p02814_final.ll,True,8,8,0,81,81,0,994,991,-3,26,26,0,107,102,-5,107,102,-5,0,0,0,13,13,0,7,7,0,128,125,-3,183,183,0,146,150,4,30,30,0,21,21,0,1,1,0,16,16,0,464,465,1,194,193,-1,0,0,0
public_v1,O2,p02950,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/main_opt_1.after.ll,True,4,3,-1,114,106,-8,2564,1463,-1101,32,28,-4,71,40,-31,71,40,-31,0,0,0,32,2,-30,13,1,-12,198,174,-24,324,119,-205,357,89,-268,25,27,2,82,41,-41,3,1,-2,24,24,0,892,383,-509,590,387,-203,0,0,0
public_v1,O2,p02950,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/main_opt_2.after.ll,True,4,3,-1,108,101,-7,889,846,-43,28,28,0,39,38,-1,39,38,-1,0,0,0,0,0,0,1,1,0,110,108,-2,91,91,0,86,85,-1,9,7,-2,38,38,0,1,1,0,24,24,0,288,285,-3,212,206,-6,0,0,0
public_v1,O2,p02950,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p02950/p02950_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/bundle_default_opt_3.after.ll,True,4,4,0,103,102,-1,780,728,-52,28,29,1,46,47,1,46,47,1,0,0,0,0,0,0,1,1,0,108,108,0,91,96,5,71,56,-15,7,4,-3,17,18,1,1,1,0,24,24,0,271,261,-10,172,157,-15,0,0,0
public_v1,O2,p02950,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p02950/p02950_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/bundle_default_opt_4.after.ll,True,4,4,0,102,102,0,728,722,-6,29,29,0,47,47,0,47,47,0,0,0,0,0,0,0,1,1,0,108,108,0,96,96,0,56,50,-6,4,4,0,18,18,0,1,1,0,24,24,0,261,255,-6,157,157,0,0,0,0
public_v1,O2,p02950,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p02950/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p02950/p02950_final.ll,True,4,4,0,102,102,0,722,722,0,29,29,0,47,47,0,47,47,0,0,0,0,0,0,0,1,1,0,108,108,0,96,96,0,50,50,0,4,4,0,18,18,0,1,1,0,24,24,0,255,255,0,157,157,0,0,0,0
public_v1,O2,p03006,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/main_opt_1.after.ll,True,8,3,-5,124,100,-24,2464,1466,-998,15,7,-8,44,16,-28,44,16,-28,0,0,0,30,7,-23,11,3,-8,199,160,-39,304,147,-157,317,144,-173,72,65,-7,64,57,-7,5,4,-1,0,0,0,831,454,-377,512,377,-135,0,0,0
public_v1,O2,p03006,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/main_opt_2.after.ll,True,3,3,0,100,90,-10,752,702,-50,7,7,0,12,10,-2,12,10,-2,0,0,0,3,1,-2,2,2,0,93,93,0,101,102,1,121,123,2,14,12,-2,48,48,0,4,4,0,0,0,0,317,320,3,143,135,-8,0,0,0
public_v1,O2,p03006,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03006/p03006_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/bundle_default_opt_3.after.ll,True,3,3,0,90,91,1,691,617,-74,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,81,80,-1,102,101,-1,126,112,-14,11,13,2,48,36,-12,4,4,0,0,0,0,311,295,-16,137,108,-29,0,0,0
public_v1,O2,p03006,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03006/p03006_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/bundle_default_opt_4.after.ll,True,3,3,0,91,91,0,617,613,-4,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,80,80,0,101,101,0,112,108,-4,13,13,0,36,36,0,4,4,0,0,0,0,295,291,-4,108,108,0,0,0,0
public_v1,O2,p03006,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03006/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03006/p03006_final.ll,True,3,3,0,91,91,0,613,613,0,7,7,0,10,10,0,10,10,0,0,0,0,1,1,0,2,2,0,80,80,0,101,101,0,108,108,0,13,13,0,36,36,0,4,4,0,0,0,0,291,291,0,108,108,0,0,0,0
public_v1,O2,p03111,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/main_opt_1.after.ll,True,23,9,-14,108,82,-26,4007,2757,-1250,17,14,-3,81,83,2,81,83,2,0,0,0,36,55,19,12,24,12,318,203,-115,389,434,45,749,533,-216,37,39,2,245,239,-6,2,1,-1,8,5,-3,1468,1194,-274,968,772,-196,0,0,0
public_v1,O2,p03111,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/main_opt_2.after.ll,True,4,4,0,65,64,-1,2773,2184,-589,11,10,-1,59,58,-1,59,58,-1,0,0,0,32,32,0,17,17,0,158,157,-1,292,292,0,497,443,-54,27,24,-3,271,223,-48,1,1,0,5,4,-1,964,909,-55,874,656,-218,0,0,0
public_v1,O2,p03111,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03111/p03111_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/bundle_default_opt_3.after.ll,True,5,5,0,66,66,0,1348,1315,-33,10,10,0,129,129,0,129,129,0,0,0,0,32,32,0,17,17,0,157,153,-4,292,286,-6,239,232,-7,22,24,2,13,13,0,1,1,0,4,4,0,705,688,-17,170,166,-4,0,0,0
public_v1,O2,p03111,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03111/p03111_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/bundle_default_opt_4.after.ll,True,5,5,0,66,66,0,1315,1311,-4,10,10,0,129,129,0,129,129,0,0,0,0,32,32,0,17,17,0,153,153,0,286,286,0,232,228,-4,24,24,0,13,13,0,1,1,0,4,4,0,688,684,-4,166,166,0,0,0,0
public_v1,O2,p03111,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03111/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03111/p03111_final.ll,True,5,5,0,66,66,0,1311,1311,0,10,10,0,129,129,0,129,129,0,0,0,0,32,32,0,17,17,0,153,153,0,286,286,0,228,228,0,24,24,0,13,13,0,1,1,0,4,4,0,684,684,0,166,166,0,0,0,0
public_v1,O2,p03142,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/main_opt_1.after.ll,True,21,8,-13,122,91,-31,3736,2820,-916,15,5,-10,56,59,3,56,59,3,0,0,0,28,44,16,12,18,6,321,241,-80,340,368,28,692,457,-235,61,60,-1,231,235,4,4,3,-1,0,0,0,1365,1084,-281,973,871,-102,0,0,0
public_v1,O2,p03142,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/main_opt_2.after.ll,True,3,3,0,77,75,-2,2887,2318,-569,3,4,1,38,38,0,38,38,0,0,0,0,24,24,0,13,13,0,196,195,-1,263,264,1,473,424,-49,49,34,-15,283,247,-36,3,3,0,0,0,0,945,896,-49,965,773,-192,0,0,0
public_v1,O2,p03142,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03142/p03142_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/bundle_default_opt_3.after.ll,True,4,4,0,77,76,-1,1423,1337,-86,4,4,0,112,112,0,112,112,0,0,0,0,24,24,0,13,13,0,195,195,0,264,217,-47,205,193,-12,34,30,-4,13,13,0,3,3,0,0,0,0,677,618,-59,247,241,-6,0,0,0
public_v1,O2,p03142,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03142/p03142_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/bundle_default_opt_4.after.ll,True,4,4,0,76,75,-1,1337,1334,-3,4,4,0,112,112,0,112,112,0,0,0,0,24,24,0,13,13,0,195,194,-1,217,217,0,193,192,-1,30,30,0,13,13,0,3,3,0,0,0,0,618,616,-2,241,241,0,0,0,0
public_v1,O2,p03142,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03142/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03142/p03142_final.ll,True,4,4,0,75,75,0,1334,1334,0,4,4,0,112,112,0,112,112,0,0,0,0,24,24,0,13,13,0,194,194,0,217,217,0,192,192,0,30,30,0,13,13,0,3,3,0,0,0,0,616,616,0,241,241,0,0,0,0
public_v1,O2,p03199,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/main_opt_1.after.ll,True,13,6,-7,199,194,-5,5067,3537,-1530,28,33,5,64,41,-23,64,41,-23,0,0,0,30,19,-11,11,9,-2,451,352,-99,552,534,-18,735,488,-247,46,73,27,202,165,-37,6,4,-2,6,5,-1,1749,1383,-366,1144,908,-236,0,0,0
public_v1,O2,p03199,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/main_opt_2.after.ll,True,7,7,0,196,196,0,2600,2569,-31,33,33,0,46,30,-16,46,30,-16,0,0,0,23,7,-16,11,11,0,249,260,11,482,496,14,434,426,-8,62,62,0,158,156,-2,4,4,0,5,5,0,1176,1193,17,653,634,-19,0,0,0
public_v1,O2,p03199,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03199/p03199_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/bundle_default_opt_3.after.ll,True,9,9,0,200,200,0,1953,1831,-122,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,247,238,-9,463,457,-6,229,214,-15,61,53,-8,40,40,0,4,4,0,5,5,0,950,920,-30,363,331,-32,0,0,0
public_v1,O2,p03199,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03199/p03199_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/bundle_default_opt_4.after.ll,True,9,9,0,200,200,0,1831,1783,-48,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,238,231,-7,457,457,0,214,177,-37,53,53,0,40,40,0,4,4,0,5,5,0,920,876,-44,331,329,-2,0,0,0
public_v1,O2,p03199,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03199/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03199/p03199_final.ll,True,9,9,0,200,200,0,1783,1774,-9,33,33,0,68,68,0,68,68,0,0,0,0,4,4,0,11,11,0,231,231,0,457,457,0,177,175,-2,53,50,-3,40,39,-1,4,4,0,5,5,0,876,874,-2,329,324,-5,0,0,0
public_v1,O2,p03261,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/main_opt_1.after.ll,True,3,2,-1,22,19,-3,566,286,-280,6,10,4,30,11,-19,30,11,-19,0,0,0,22,6,-16,11,3,-8,44,18,-26,181,80,-101,104,43,-61,7,11,4,9,10,1,0,0,0,0,0,0,340,144,-196,65,71,6,0,0,0
public_v1,O2,p03261,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/main_opt_2.after.ll,True,3,2,-1,21,17,-4,164,131,-33,10,10,0,6,5,-1,6,5,-1,0,0,0,0,0,0,1,1,0,5,5,0,34,34,0,25,21,-4,7,7,0,7,7,0,0,0,0,0,0,0,65,61,-4,40,35,-5,0,0,0
public_v1,O2,p03261,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03261/p03261_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/bundle_default_opt_3.after.ll,True,2,2,0,17,17,0,131,131,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,5,5,0,34,34,0,21,21,0,7,7,0,7,7,0,0,0,0,0,0,0,61,61,0,35,35,0,0,0,0
public_v1,O2,p03261,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03261/p03261_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/bundle_default_opt_4.after.ll,True,2,2,0,17,17,0,131,131,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,5,5,0,34,34,0,21,21,0,7,7,0,7,7,0,0,0,0,0,0,0,61,61,0,35,35,0,0,0,0
public_v1,O2,p03261,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03261/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03261/p03261_final.ll,True,2,1,-1,17,16,-1,131,130,-1,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,1,1,0,5,5,0,34,34,0,21,21,0,7,7,0,7,7,0,0,0,0,0,0,0,61,61,0,35,35,0,0,0,0
public_v1,O2,p03430,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/main_opt_1.after.ll,True,4,2,-2,83,77,-6,3285,2346,-939,4,2,-2,41,24,-17,41,24,-17,0,0,0,27,12,-15,13,7,-6,272,251,-21,265,197,-68,717,333,-384,16,12,-4,254,254,0,3,2,-1,0,0,0,1267,788,-479,867,807,-60,0,0,0
public_v1,O2,p03430,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/main_opt_2.after.ll,True,2,2,0,77,77,0,2344,2338,-6,2,2,0,24,24,0,24,24,0,0,0,0,12,12,0,7,7,0,251,251,0,197,197,0,333,333,0,12,12,0,252,252,0,2,2,0,0,0,0,788,788,0,806,802,-4,0,0,0
public_v1,O2,p03430,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03430/p03430_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/bundle_default_opt_3.after.ll,True,4,4,0,79,79,0,1322,1322,0,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,251,251,0,121,121,0,94,94,0,12,12,0,18,18,0,2,2,0,0,0,0,473,473,0,217,217,0,0,0,0
public_v1,O2,p03430,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03430/p03430_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/bundle_default_opt_4.after.ll,True,4,4,0,79,79,0,1322,1322,0,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,251,251,0,121,121,0,94,94,0,12,12,0,18,18,0,2,2,0,0,0,0,473,473,0,217,217,0,0,0,0
public_v1,O2,p03430,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03430/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03430/p03430_final.ll,True,4,4,0,79,79,0,1322,1322,0,2,2,0,143,143,0,143,143,0,0,0,0,12,12,0,7,7,0,251,251,0,121,121,0,94,94,0,12,12,0,18,18,0,2,2,0,0,0,0,473,473,0,217,217,0,0,0,0
public_v1,O2,p03434,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/main_opt_1.after.ll,True,7,3,-4,32,22,-10,925,413,-512,8,5,-3,30,13,-17,30,13,-17,0,0,0,20,8,-12,10,4,-6,78,31,-47,186,99,-87,167,63,-104,14,19,5,35,23,-12,1,1,0,1,0,-1,441,197,-244,169,111,-58,0,0,0
public_v1,O2,p03434,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/main_opt_2.after.ll,True,3,3,0,22,22,0,449,394,-55,5,5,0,15,13,-2,15,13,-2,0,0,0,10,8,-2,5,5,0,30,30,0,99,95,-4,61,57,-4,19,19,0,26,20,-6,1,1,0,0,0,0,195,187,-8,133,106,-27,0,0,0
public_v1,O2,p03434,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03434/p03434_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/bundle_default_opt_3.after.ll,True,4,4,0,24,24,0,267,237,-30,5,5,0,14,14,0,14,14,0,0,0,0,4,4,0,4,4,0,31,20,-11,66,57,-9,41,41,0,15,15,0,7,7,0,1,1,0,0,0,0,142,122,-20,49,49,0,0,0,0
public_v1,O2,p03434,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03434/p03434_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/bundle_default_opt_4.after.ll,True,4,4,0,24,24,0,237,237,0,5,5,0,14,14,0,14,14,0,0,0,0,4,4,0,4,4,0,20,20,0,57,57,0,41,41,0,15,15,0,7,7,0,1,1,0,0,0,0,122,122,0,49,49,0,0,0,0
public_v1,O2,p03434,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03434/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03434/p03434_final.ll,True,4,4,0,24,24,0,237,237,0,5,5,0,14,14,0,14,14,0,0,0,0,4,4,0,4,4,0,20,20,0,57,57,0,41,41,0,15,15,0,7,7,0,1,1,0,0,0,0,122,122,0,49,49,0,0,0,0
public_v1,O2,p03493,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/main_opt_1.after.ll,True,3,2,-1,13,11,-2,637,402,-235,4,4,0,22,9,-13,22,9,-13,0,0,0,17,5,-12,9,3,-6,47,32,-15,140,78,-62,151,97,-54,1,3,2,40,37,-3,0,0,0,0,0,0,347,210,-137,122,109,-13,0,0,0
public_v1,O2,p03493,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/main_opt_2.after.ll,True,2,2,0,11,11,0,545,319,-226,4,4,0,8,9,1,8,9,1,0,0,0,4,5,1,3,3,0,18,17,-1,50,47,-3,102,93,-9,6,6,0,40,34,-6,0,0,0,0,0,0,173,160,-13,120,94,-26,0,0,0
public_v1,O2,p03493,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03493/p03493_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/bundle_default_opt_3.after.ll,True,2,2,0,11,11,0,177,167,-10,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,47,47,0,48,39,-9,5,4,-1,7,7,0,0,0,0,0,0,0,107,98,-9,32,31,-1,0,0,0
public_v1,O2,p03493,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03493/p03493_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/bundle_default_opt_4.after.ll,True,2,2,0,11,11,0,167,167,0,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,47,47,0,39,39,0,4,4,0,7,7,0,0,0,0,0,0,0,98,98,0,31,31,0,0,0,0
public_v1,O2,p03493,bundle_post_opt_4_custom_cleanup,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03493/bundle_default_opt_4.after.ll,/home/dungbv/clau/result/ir_public_o2_20260816/p03493/p03493_final.ll,True,2,2,0,11,11,0,167,165,-2,4,4,0,9,9,0,9,9,0,0,0,0,5,5,0,3,3,0,9,9,0,47,47,0,39,41,2,4,4,0,7,7,0,0,0,0,0,0,0,98,100,2,31,29,-2,0,0,0
public_v1,O2,p03510,main_default_opt_1,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/main_opt_1.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/main_opt_1.after.ll,True,7,3,-4,75,64,-11,3269,2326,-943,13,10,-3,52,33,-19,52,33,-19,0,0,0,23,9,-14,9,5,-4,301,259,-42,312,257,-55,692,444,-248,38,33,-5,249,230,-19,3,2,-1,2,2,0,1314,965,-349,853,705,-148,0,0,0
public_v1,O2,p03510,main_default_opt_2,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/main_opt_2.before.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/main_opt_2.after.ll,True,3,3,0,64,64,0,1946,1692,-254,10,12,2,30,30,0,30,30,0,0,0,0,6,6,0,4,4,0,202,197,-5,211,215,4,320,277,-43,32,32,0,138,134,-4,2,2,0,2,2,0,737,693,-44,474,452,-22,0,0,0
public_v1,O2,p03510,bundle_default_opt_3,/home/dungbv/clau/result/ir_public_o2_20260816/p03510/p03510_final.02-pointer-opt.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/bundle_default_opt_3.after.ll,True,4,4,0,65,65,0,1189,1130,-59,12,12,0,79,79,0,79,79,0,0,0,0,6,6,0,4,4,0,186,183,-3,215,184,-31,138,133,-5,33,33,0,16,16,0,2,2,0,2,2,0,543,504,-39,175,167,-8,0,0,0
public_v1,O2,p03510,bundle_default_opt_4,/home/dungbv/clau/result/ir_public_o2_20260816/p03510/p03510_final.05-unpinned.ll,/home/dungbv/clau/reports/ir_boundary_public_20260816/artifacts/O2/p03510/bundle_default_opt_4.after.ll,True,4,4,0,65,63,-2,1130,1108,-22,12,12,0,79,78,-1,79,78,-1,0,0,0,6,6,0,4,4,0,183,178,-5,184,183,-1,133,124,-9,33,33,0,16,16,0,2,2,0,2,2,0,504,489,-15,167,167,0,0,0,0
