flow_id,artifact_flow_id,flow_name,derived_from_flow_id,independent_run,error_context_enabled,sample_count,eligible_sample_count,excluded_invalid_sample_count,initial_candidate_count,first_compile_success_count,first_pass_rsr_percent,first_pass_rsr_ci_low,first_pass_rsr_ci_high,compile_success_within_budget_count,final_rsr_percent,final_rsr_ci_low,final_rsr_ci_high,compilation_repair_gain_pp,compile_repair_case_count,compile_repair_success_count,compilation_repair_success_rate_percent,compile_repair_budget_exhausted_count,completed_behavioral_validation_count,behavioral_pass_count,program_behavioral_pass_rate_percent,program_behavioral_pass_rate_ci_low,program_behavioral_pass_rate_ci_high,initial_behavioral_validation_count,initial_behavioral_pass_count,initial_behavioral_pass_rate_percent,final_behavioral_pass_rate_percent,input_match_macro_percent,input_match_micro_percent,input_match_median_percent,counterexample_sample_count,counterexample_detection_rate_percent,counterexample_ever_detected_count,counterexample_ever_detected_rate_percent,final_counterexample_rate_percent,behavioral_repair_case_count,behavioral_repair_success_count,semantic_repair_success_rate_percent,behavioral_repair_gain_pp,behavioral_repair_budget_exhausted_count,canonical_e2e_success_count,canonical_e2e_rate_percent,canonical_e2e_ci_low,canonical_e2e_ci_high,flow_specific_recovery_success_count,flow_specific_recovery_rate_percent,fuzz_generated_count,fuzz_executed_on_both_count,fuzz_valid_count,valid_input_rate_percent,executable_pair_execution_rate_percent,counterexample_replay_count,counterexample_replay_success_count,counterexample_reproducibility_rate_percent,inconclusive_count,inconclusive_rate_percent,mean_llm_calls,mean_tokens,mean_runtime_seconds,mean_estimated_api_cost,tokens_per_behavioral_pass,tokens_per_e2e_success,runtime_per_behavioral_pass_seconds,runtime_per_e2e_success_seconds,llm_calls_per_successful_recovery,compile_repair_rounds_n,compile_repair_rounds_mean,compile_repair_rounds_median,compile_repair_rounds_stddev,compile_repair_rounds_min,compile_repair_rounds_p25,compile_repair_rounds_p75,compile_repair_rounds_max,compile_repair_rounds_bootstrap_ci_low,compile_repair_rounds_bootstrap_ci_high,behavioral_repair_rounds_n,behavioral_repair_rounds_mean,behavioral_repair_rounds_median,behavioral_repair_rounds_stddev,behavioral_repair_rounds_min,behavioral_repair_rounds_p25,behavioral_repair_rounds_p75,behavioral_repair_rounds_max,behavioral_repair_rounds_bootstrap_ci_low,behavioral_repair_rounds_bootstrap_ci_high,compiler_attempts_n,compiler_attempts_mean,compiler_attempts_median,compiler_attempts_stddev,compiler_attempts_min,compiler_attempts_p25,compiler_attempts_p75,compiler_attempts_max,compiler_attempts_bootstrap_ci_low,compiler_attempts_bootstrap_ci_high,total_tokens_n,total_tokens_mean,total_tokens_median,total_tokens_stddev,total_tokens_min,total_tokens_p25,total_tokens_p75,total_tokens_max,total_tokens_bootstrap_ci_low,total_tokens_bootstrap_ci_high,total_runtime_seconds_n,total_runtime_seconds_mean,total_runtime_seconds_median,total_runtime_seconds_stddev,total_runtime_seconds_min,total_runtime_seconds_p25,total_runtime_seconds_p75,total_runtime_seconds_max,total_runtime_seconds_bootstrap_ci_low,total_runtime_seconds_bootstrap_ci_high,input_match_percent_n,input_match_percent_mean,input_match_percent_median,input_match_percent_stddev,input_match_percent_min,input_match_percent_p25,input_match_percent_p75,input_match_percent_max,input_match_percent_bootstrap_ci_low,input_match_percent_bootstrap_ci_high
F1,F2,FULL,,True,True,40,40,0,38,37,97.36842105263158,92.10526315789474,100.0,38,100.0,100.0,100.0,2.631578947368425,1,1,100.0,0,38,31,81.57894736842105,68.42105263157895,92.10526315789474,38,21,55.26315789473685,81.57894736842105,87.79250772460283,91.95405583016658,100.0,7,18.421052631578945,17,44.73684210526316,18.421052631578945,17,10,58.82352941176471,26.315789473684205,7,31,77.5,65.0,90.0,31,77.5,38030,35109,34999,92.02997633447279,92.31922166710493,74,74,100.0,0,0.0,2.55,537964.625,220.70679286122322,,694147.9032258064,694147.9032258064,284.7829585306106,284.7829585306106,3.2903225806451615,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,17,1.1764705882352942,1.0,0.8089572082044156,0.0,1.0,2.0,3.0,0.8235294117647058,1.5294117647058822,40,1.475,1.0,0.8766925023004039,0.0,1.0,2.0,4.0,1.225,1.75,40,537964.625,242159.0,590962.2941238618,21051.0,96572.25,789721.0,2159717.0,366956.175,722721.55,40,220.70679286122322,124.5219452381134,220.93939400180005,12.212393760681152,46.668323159217834,368.5912091732025,980.1835396289825,158.4117088496685,294.61301996707914,38,87.79250772460283,100.0,31.641240951819913,0.0,100.0,100.0,100.0,77.1776464096856,97.36315789473684
F2,F5,NO_ERROR_CONTEXT,,True,False,40,31,9,30,30,100.0,100.0,100.0,30,100.0,100.0,100.0,,0,0,,0,30,21,70.0,53.333333333333336,86.66666666666667,30,21,70.0,70.0,86.65035037368371,92.36601620176384,100.0,9,30.0,9,30.0,30.0,0,0,,,0,21,67.74193548387096,51.61290322580645,83.87096774193549,21,67.74193548387096,30037,25061,25059,83.42710656856543,83.43376502313814,76,76,100.0,0,0.0,1.0,146769.90322580645,67.67162597563959,,216660.33333333334,216660.33333333334,99.8962097735632,99.8962097735632,1.4761904761904763,0,,,,,,,,,,0,,,,,,,,,,31,0.967741935483871,1.0,0.1796053020267749,0.0,1.0,1.0,1.0,0.9032258064516129,1.0,31,146769.90322580645,99930.0,102543.93481961926,21979.0,75499.0,205946.0,399380.0,112681.96774193548,181702.83870967742,31,67.67162597563959,54.117541551589966,69.83509827257414,10.71966004371643,41.1932452917099,67.85418403148651,417.0989418029785,49.21569225865026,96.31351678602157,30,86.65035037368371,100.0,28.217702799732514,0.0,91.64166666666667,100.0,100.0,75.10724755058088,95.91795130795131
F3,F4,NO_PSEUDOCODE,,True,True,40,40,0,40,40,100.0,100.0,100.0,40,100.0,100.0,100.0,0.0,0,0,,0,40,32,80.0,67.5,92.5,40,22,55.00000000000001,80.0,90.80949223765613,93.53976993948645,100.0,8,20.0,18,45.0,20.0,18,10,55.55555555555556,24.999999999999993,8,32,80.0,67.5,92.5,32,80.0,40032,37043,36686,91.64168665067946,92.53347322142285,88,88,100.0,0,0.0,2.375,517927.6,201.036889988184,,647409.5,647409.5,251.29611248522997,251.29611248522997,2.96875,0,,,,,,,,,,18,1.2222222222222223,1.0,1.1659661762602749,0.0,0.25,1.75,4.0,0.7222222222222222,1.7777777777777777,40,1.625,1.0,1.1698674042769734,1.0,1.0,2.0,5.0,1.3,2.025,40,517927.6,206479.0,643993.3460966893,21816.0,90903.5,619609.5,2116384.0,328739.4,714943.925,40,201.036889988184,86.3824713230133,204.56277881732134,13.58644986152649,45.36294662952423,384.0753072500229,648.6688709259033,142.1357389986515,268.36574091911314,40,90.80949223765612,100.0,26.041454718769145,0.1,100.0,100.0,100.0,82.05796895062448,97.8280229368507
F4,F1,NO_DIRECT_CLEAN_IR,,True,True,40,40,0,40,40,100.0,100.0,100.0,40,100.0,100.0,100.0,0.0,0,0,,0,40,32,80.0,67.5,92.5,40,24,60.0,80.0,92.11150862068965,96.39600521059488,100.0,8,20.0,16,40.0,20.0,16,8,50.0,20.0,8,32,80.0,67.5,92.5,32,80.0,40075,37044,36848,91.9475982532751,92.43668122270743,98,98,100.0,0,0.0,2.25,494691.225,175.09385417103766,,618364.03125,618364.03125,218.8673177137971,218.8673177137971,2.8125,0,,,,,,,,,,16,1.625,1.5,1.02469507659596,0.0,1.0,2.25,3.0,1.1875,2.125,40,1.65,1.0,1.0265700920278915,1.0,1.0,2.0,4.0,1.35,1.975,40,494691.225,218610.5,618129.3232598801,21566.0,82959.5,645977.75,2142207.0,310305.6,686730.15,40,175.09385417103766,86.61284124851227,177.06342034196217,13.362868070602417,48.69197738170624,257.49148738384247,596.0925905704498,124.16447367668152,232.6158033192158,40,92.11150862068966,100.0,21.12573809054601,0.0,100.0,100.0,100.0,84.7580172413793,98.08025862068966
F5,F3,RAW_IR_BASELINE,,True,True,40,40,0,37,36,97.2972972972973,91.89189189189189,100.0,37,100.0,100.0,100.0,2.7027027027026946,1,1,100.0,0,37,25,67.56756756756756,51.351351351351354,81.08108108108108,37,10,27.027027027027028,67.56756756756756,74.72780406530406,77.07784938428489,100.0,12,32.432432432432435,27,72.97297297297297,32.432432432432435,27,15,55.55555555555556,40.54054054054053,12,25,62.5,47.5,77.5,25,62.5,37018,33193,33051,89.28359176616782,89.66718893511265,152,152,100.0,0,0.0,3.375,1328969.625,291.7585675776005,,2126351.4,2126351.4,466.81370812416077,466.81370812416077,5.4,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,27,1.037037037037037,1.0,0.6493476893409429,0.0,1.0,1.0,3.0,0.8148148148148148,1.2962962962962963,40,1.675,2.0,0.944281031614353,0.0,1.0,2.0,5.0,1.4,1.975,40,1328969.625,1039515.5,1096239.9247074516,0.0,477708.75,2001668.25,4013939.0,996793.675,1683086.1,40,291.7585675776005,273.9605906009674,187.38463497639708,26.260368585586548,143.17475241422653,435.93714916706085,719.743923664093,234.42976105213165,350.0237729847431,37,74.72780406530407,100.0,41.23298747776381,0.0,56.64335664335665,100.0,100.0,60.711260023760026,87.3594507969508
F6,F3,RAW_IR_NO_ERROR_CONTEXT_DERIVED,F5,False,False,40,40,0,23,22,95.65217391304348,86.95652173913044,100.0,22,95.65217391304348,86.95652173913044,100.0,,0,0,,0,21,7,33.33333333333333,14.285714285714286,52.38095238095238,21,7,33.33333333333333,33.33333333333333,54.084849052749945,57.53749865112766,64.46173800259403,14,66.66666666666666,14,66.66666666666666,66.66666666666666,0,0,,,0,7,17.5,7.5,30.0,7,17.5,18873,18861,18534,98.20378318232396,99.93641710379907,28,28,100.0,0,0.0,1.0,368247.0512820513,,,2051662.142857143,2051662.142857143,0.0,0.0,5.714285714285714,0,,,,,,,,,,0,,,,,,,,,,40,0.575,1.0,0.5006406152531231,0.0,0.0,1.0,1.0,0.425,0.725,39,368247.0512820513,265227.0,184342.82138235768,173518.0,237382.0,514447.0,824349.0,312127.0512820513,429016.6153846154,0,,,,,,,,,,21,54.08484905274995,64.46173800259403,43.89279713726825,0.0,3.306613226452906,100.0,100.0,36.59730074688318,72.6267721198681
