flow_id,completed_behavioral_validation_count,behavioral_pass_count,program_behavioral_pass_rate_percent,initial_behavioral_validation_count,initial_behavioral_pass_count,initial_behavioral_pass_rate_percent,final_behavioral_pass_rate_percent,input_match_macro_percent,input_match_micro_percent,input_match_median_percent,input_match_percent_bootstrap_ci_low,input_match_percent_bootstrap_ci_high,counterexample_sample_count,counterexample_detection_rate_percent,counterexample_ever_detected_rate_percent,final_counterexample_rate_percent
F1,38,31,81.57894736842105,38,21,55.26315789473685,81.57894736842105,87.79250772460283,91.95405583016658,100.0,77.1776464096856,97.36315789473684,7,18.421052631578945,44.73684210526316,18.421052631578945
F2,30,21,70.0,30,21,70.0,70.0,86.65035037368371,92.36601620176384,100.0,75.10724755058088,95.91795130795131,9,30.0,30.0,30.0
F3,40,32,80.0,40,22,55.00000000000001,80.0,90.80949223765613,93.53976993948645,100.0,82.05796895062448,97.8280229368507,8,20.0,45.0,20.0
F4,40,32,80.0,40,24,60.0,80.0,92.11150862068965,96.39600521059488,100.0,84.7580172413793,98.08025862068966,8,20.0,40.0,20.0
F5,37,25,67.56756756756756,37,10,27.027027027027028,67.56756756756756,74.72780406530406,77.07784938428489,100.0,60.711260023760026,87.3594507969508,12,32.432432432432435,72.97297297297297,32.432432432432435
F6,21,7,33.33333333333333,21,7,33.33333333333333,33.33333333333333,54.084849052749945,57.53749865112766,64.46173800259403,36.59730074688318,72.6267721198681,14,66.66666666666666,66.66666666666666,66.66666666666666
