flow_id,compilation_repair_gain_pp,compile_repair_case_count,compile_repair_success_count,compilation_repair_success_rate_percent,compile_repair_budget_exhausted_count,behavioral_repair_case_count,behavioral_repair_success_count,semantic_repair_success_rate_percent,behavioral_repair_gain_pp,behavioral_repair_budget_exhausted_count,compile_repair_rounds_n,compile_repair_rounds_mean,compile_repair_rounds_median,compile_repair_rounds_stddev,compile_repair_rounds_min,compile_repair_rounds_p25,compile_repair_rounds_p75,compile_repair_rounds_max,compile_repair_rounds_bootstrap_ci_low,compile_repair_rounds_bootstrap_ci_high,behavioral_repair_rounds_n,behavioral_repair_rounds_mean,behavioral_repair_rounds_median,behavioral_repair_rounds_stddev,behavioral_repair_rounds_min,behavioral_repair_rounds_p25,behavioral_repair_rounds_p75,behavioral_repair_rounds_max,behavioral_repair_rounds_bootstrap_ci_low,behavioral_repair_rounds_bootstrap_ci_high
F1,2.631578947368425,1,1,100.0,0,17,10,58.82352941176471,26.315789473684205,7,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,17,1.1764705882352942,1.0,0.8089572082044156,0.0,1.0,2.0,3.0,0.8235294117647058,1.5294117647058822
F2,,0,0,,0,0,0,,,0,0,,,,,,,,,,0,,,,,,,,,
F3,0.0,0,0,,0,18,10,55.55555555555556,24.999999999999993,8,0,,,,,,,,,,18,1.2222222222222223,1.0,1.1659661762602749,0.0,0.25,1.75,4.0,0.7222222222222222,1.7777777777777777
F4,0.0,0,0,,0,16,8,50.0,20.0,8,0,,,,,,,,,,16,1.625,1.5,1.02469507659596,0.0,1.0,2.25,3.0,1.1875,2.125
F5,2.7027027027026946,1,1,100.0,0,27,15,55.55555555555556,40.54054054054053,12,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,27,1.037037037037037,1.0,0.6493476893409429,0.0,1.0,1.0,3.0,0.8148148148148148,1.2962962962962963
F6,,0,0,,0,0,0,,,0,0,,,,,,,,,,0,,,,,,,,,
