schema_version,experiment_id,run_id,sample_id,flow_id,artifact_flow_id,repeat_id,benchmark_name,flow_name,flow_layout_version,source_flow_layout_version,source_flow_name,error_context_enabled,iterative,started_at,completed_at,configuration_hash,request_hash,fairness_configuration,git_commit,tool_versions,original_obfuscated_binary_path,reference_executable_path,reference_executable_kind,strict_mandated_oracle_compatible,historical_status,status,inconclusive_reason,llm_calls,input_tokens,output_tokens,total_tokens,estimated_api_cost,llm_latency,preprocessing_time,compile_time,fuzzing_time,total_runtime,time_to_first_candidate,time_to_first_compilable_candidate,time_to_first_behavioral_pass_candidate,compiler_attempts,compile_success_first,any_compile_success_within_budget,last_candidate_compile_success,compile_repair_case,compile_repair_rounds,compile_repair_success,compile_candidate_before_repair,compile_candidate_after_repair,compiler_feedback_path,compiler_repair_applied,behavioral_repair_case,behavioral_repair_rounds,behavioral_repair_success,behavioral_candidate_before_repair,behavioral_candidate_after_repair,behavioral_repair_applied,counterexamples_used,counterexample_ids_used,regression_corpus_size,first_behavioral_pass,final_behavioral_pass,counterexample_ever_found,reproducible_counterexample_ever_found,final_counterexample_found,reproducible_final_counterexample,fuzzing_completed,behavioral_validation_completed,fuzz_generated,fuzz_executed_on_both,fuzz_valid,fuzz_invalid,fuzz_matches,fuzz_mismatches,fuzz_execution_errors,input_match_rate,binary_lifting_completed,raw_ir_generated,llvm_deobfuscation_completed,llvm_ir_verification_completed,pseudocode_generated,llm_generation_completed,compilation_completed,candidate_accepted,canonical_e2e_success,flow_specific_recovery_success,peak_memory,cpu_time,raw_ir_path,clean_ir_path,llvm_verify_attempted,llvm_verify_success,llvm_verify_error,raw_instruction_count,clean_instruction_count,instruction_reduction_percent,raw_basic_block_count,clean_basic_block_count,basic_block_reduction_percent,raw_conditional_branch_count,clean_conditional_branch_count,conditional_branch_reduction_percent,readability_variables,readability_loops,readability_conditions,readability_logic_flow,readability_structure,readability_overall,evaluator_id,evaluation_method,original_sloc,recovered_sloc,sloc_ratio,provenance_warnings,derived_from_flow_id,derived_from_run_id,derivation_policy,independent_run,cancelled_reason
2.0,experiment_20260728_124405,f4cd327396eb641d7ea2,p00001,F4,F1,0,s092364643,NO_DIRECT_CLEAN_IR,full-first-v1,legacy-full-at-f2-v1,CLEAN_PSEUDOCODE_ITERATIVE,True,True,2026-07-28T05:55:53.656790+00:00,2026-07-28T05:56:09.925219+00:00,bde221f7770870a21f07d30533a4defd4baf9bd30754c3e7916bd0a7fdba31cc,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_DIRECT_CLEAN_IR"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-3-flash-a""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_PSEUDOCODE_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00001/s092364643_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,43720,326,44046,,13.869678735733032,,0.08566498756408691,2.305974006652832,16.27396249771118,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1001,1000,1000,1,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_brightened.ll,True,True,,3139,437,86.07836890729533,141,25,82.26950354609929,63,7,88.88888888888889,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,e591897c8d211c7095d7,p00001,F1,F2,0,s092364643,FULL,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_AND_PSEUDOCODE_ITERATIVE,True,True,2026-07-28T05:55:53.678737+00:00,2026-07-28T05:56:11.322889+00:00,43c4665011e8dbe400344d673176be8af504229d52611fed9981c9ad3aa2dd5d,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""FULL"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-3-flash-a""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_AND_PSEUDOCODE_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00001/s092364643_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,44930,356,45286,,15.27638030052185,,0.09315943717956543,2.268690347671509,17.668965816497803,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1009,1000,1000,9,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_brightened.ll,True,True,,3139,437,86.07836890729533,141,25,82.26950354609929,63,7,88.88888888888889,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,cf9e90e32f937bf8f7b3,p00001,F5,F3,0,s092364643,RAW_IR_BASELINE,full-first-v1,legacy-full-at-f2-v1,RAW_IR_ITERATIVE,True,True,2026-07-28T05:55:53.659775+00:00,2026-07-28T05:58:21.085207+00:00,9de6b9af7a507d7621df9de96275d4aaffbbe88ec60b7c5e8180d1868dc802e6,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""RAW_IR_BASELINE"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-3-flash-a""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""RAW_IR_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00001/s092364643_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,3,613854,3505,617359,,126.83722758293152,,0.433150053024292,20.115805864334106,147.43039917945862,,,,2,True,True,True,False,0,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/F3/recovered_iter2.c,,False,True,1,True,/home/dungbv/clau/result/eval_20260728_124405/p00001/F3/recovered_iter1.c,/home/dungbv/clau/result/eval_20260728_124405/p00001/F3/recovered_iter2.c,True,0,[],,False,True,True,True,False,False,True,True,1000,1000,1000,0,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_brightened.ll,True,True,,3139,437,86.07836890729533,141,25,82.26950354609929,63,7,88.88888888888889,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Only final fuzz reports and compact prior-round summaries survived."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,fbfa04b079d719879c60,p00001,F3,F4,0,s092364643,NO_PSEUDOCODE,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_ITERATIVE,True,True,2026-07-28T05:55:53.662547+00:00,2026-07-28T05:56:14.420251+00:00,1b43ff9fb4b7c40c237192c64880c82962916f1167785403c3c6d4936c234861,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_PSEUDOCODE"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-3-flash-a""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00001/s092364643_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,47060,360,47420,,18.865145683288574,,0.06292605400085449,1.8250813484191895,20.76213836669922,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1001,1000,1000,1,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_brightened.ll,True,True,,3139,437,86.07836890729533,141,25,82.26950354609929,63,7,88.88888888888889,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,801039088fed9d416edc,p00001,F2,F5,0,s092364643,NO_ERROR_CONTEXT,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_AND_PSEUDOCODE_ONESHOT,False,False,2026-07-28T05:55:53.675318+00:00,2026-07-28T05:56:19.330148+00:00,b00e027fcea71e91b35adbcb73426cf56eab67eda3140ad5a791e322948f8a47,,"{""behavioral_repair_budget"": 0, ""compile_repair_budget"": 0, ""cpu_limit"": null, ""error_context_enabled"": false, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_ERROR_CONTEXT"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 1, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-3-flash-a""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_AND_PSEUDOCODE_ONESHOT"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00001/s092364643_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,48573,341,48914,,23.684072732925415,,0.0632786750793457,1.895293951034546,25.67309260368347,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1001,1000,1000,1,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260728_124405/p00001/p00001_brightened.ll,True,True,,3139,437,86.07836890729533,141,25,82.26950354609929,63,7,88.88888888888889,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,e880d14639b422f198ab,p00008,F4,F1,0,s771404612,NO_DIRECT_CLEAN_IR,full-first-v1,legacy-full-at-f2-v1,CLEAN_PSEUDOCODE_ITERATIVE,True,True,2026-07-28T06:10:22.683547+00:00,2026-07-28T06:10:59.730651+00:00,066689bcb3e22f43361c48e264d6d0507f02fc3b6b30cb3df0d2905796b991a9,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_DIRECT_CLEAN_IR"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-default""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_PSEUDOCODE_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00008/s771404612_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,90375,341,90716,,34.53198719024658,,0.08778953552246094,2.423332452774048,37.05638670921326,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1000,1000,1000,0,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_brightened.ll,True,True,,3614,1095,69.70116214720531,180,31,82.77777777777777,86,13,84.88372093023256,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,f2c1a1434f19345270ad,p00008,F1,F2,0,s771404612,FULL,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_AND_PSEUDOCODE_ITERATIVE,True,True,2026-07-28T06:10:32.432600+00:00,2026-07-28T06:12:31.192271+00:00,b4767f641f3f844499a533c75dce3240b7790024b419d665e6528261e4b6d8cf,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""FULL"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-default""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_AND_PSEUDOCODE_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00008/s771404612_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,2,216245,2731,218976,,115.88850927352905,,0.09577155113220215,2.7717156410217285,118.76579904556274,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1000,1000,1000,0,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_brightened.ll,True,True,,3614,1095,69.70116214720531,180,31,82.77777777777777,86,13,84.88372093023256,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,d51a3e4e8acd8fffc302,p00008,F5,F3,0,s771404612,RAW_IR_BASELINE,full-first-v1,legacy-full-at-f2-v1,RAW_IR_ITERATIVE,True,True,2026-07-28T06:10:59.737793+00:00,2026-07-28T06:11:49.966691+00:00,d6aa713ca515183868e37bdaf7d4b3e9e1889bb33918649b4f9f2c10cea92c54,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""RAW_IR_BASELINE"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-default""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""RAW_IR_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00008/s771404612_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,225270,173,225443,,48.081698179244995,,0.06574273109436035,2.078856945037842,50.23518395423889,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1001,1000,1000,1,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_brightened.ll,True,True,,3614,1095,69.70116214720531,180,31,82.77777777777777,86,13,84.88372093023256,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,eefe7902076f1b15c6e7,p00008,F3,F4,0,s771404612,NO_PSEUDOCODE,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_ITERATIVE,True,True,2026-07-28T06:11:02.872282+00:00,2026-07-28T06:11:43.461048+00:00,0a50439767e051134d50e0c125ffc0a476c80f3771a177d9e53af39025cf3b41,,"{""behavioral_repair_budget"": 4, ""compile_repair_budget"": 4, ""cpu_limit"": null, ""error_context_enabled"": true, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_PSEUDOCODE"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 5, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-default""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_ITERATIVE"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00008/s771404612_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,91523,173,91696,,38.55416512489319,,0.06640911102294922,1.96639084815979,40.58945608139038,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1001,1000,1000,1,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_brightened.ll,True,True,,3614,1095,69.70116214720531,180,31,82.77777777777777,86,13,84.88372093023256,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
2.0,experiment_20260728_124405,ed5cb277e2f8e6f24aa5,p00008,F2,F5,0,s771404612,NO_ERROR_CONTEXT,full-first-v1,legacy-full-at-f2-v1,CLEAN_IR_AND_PSEUDOCODE_ONESHOT,False,False,2026-07-28T06:11:09.011917+00:00,2026-07-28T06:11:37.304491+00:00,734b259d211841c8bb13ad0811817569adb6e339c9eb5bd9ba318f5938e24be0,,"{""behavioral_repair_budget"": 0, ""compile_repair_budget"": 0, ""cpu_limit"": null, ""error_context_enabled"": false, ""flow_layout_version"": ""full-first-v1"", ""flow_name"": ""NO_ERROR_CONTEXT"", ""fuzzing_budget_inputs"": 1000, ""fuzzing_budget_seconds"": 1.0, ""fuzzing_seed"": null, ""max_iterations"": 1, ""max_tokens"": 65535, ""memory_limit"": null, ""model"": ""ag/gemini-3-flash-agent"", ""model_version"": [""gemini-default""], ""runtime_timeout_seconds"": 0.1, ""source_flow_layout_version"": ""legacy-full-at-f2-v1"", ""source_flow_name"": ""CLEAN_IR_AND_PSEUDOCODE_ONESHOT"", ""temperature"": null, ""top_p"": null}",f6540b239df380396c00b5c4209774636ecef620,"{""clang"": ""Ubuntu clang version 21.1.8 (++20251221032922+2078da43e25a-1~exp1~20251221153059.70)"", ""fuzzer"": ""historical AFL++ metadata; binary version unrecorded"", ""llvm_opt"": ""Ubuntu LLVM version 21.1.8"", ""python"": ""Python 3.12.3""}",/home/dungbv/clau/data/obfuscated/p00008/s771404612_fla_bcf_instsub.elf,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_final_ref.bin,CLEAN_IR_COMPILED_REFERENCE,False,PASS,PASS,,1,84344,174,84518,,26.16473150253296,,0.0647439956665039,2.0603160858154297,28.30078148841858,,,,1,True,True,True,False,0,,,,,False,False,0,,,,False,0,[],,True,True,False,False,False,False,True,True,1003,1000,1000,3,1000,0,0,100.0,True,True,True,True,True,True,True,True,True,True,,,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260728_124405/p00008/p00008_brightened.ll,True,True,,3614,1095,69.70116214720531,180,31,82.77777777777777,86,13,84.88372093023256,,,,,,,,,,,,"[""Per-attempt LLM latency and API cost were not persisted."", ""Historical prompts were not persisted; prompt_path is null."", ""Historical compiler executable/version and per-attempt timing were not persisted."", ""Historical oracle did not enable strict stderr comparison for every input."", ""Historical campaign compared candidates with a Clean-IR-compiled reference, not the mandated obfuscated binary."", ""clang-format or source prerequisite unavailable; SLOC metrics are null.""]",,,,,
