contrast_id,flow_a,flow_b,metric_name,paired_sample_count,excluded_sample_count,exclusion_reasons,flow_a_value,flow_b_value,absolute_difference,relative_difference_percent,ci_95_low,ci_95_high,flow_a_wins,ties,flow_b_wins
F1_VS_F2_ERROR_CONTEXT,F1,F2,Tokens,40,0,,1148439.9,231925.9,916513.9999999999,395.1753555769321,698508.25,1137365.625,0,0,40
F1_VS_F2_ERROR_CONTEXT,F1,F2,Runtime,40,0,,78.13660888671875,16.44454265832901,61.692066228389734,375.15221621042326,54.61060958504677,68.74427188634873,0,0,40
F1_VS_F2_ERROR_CONTEXT,F1,F2,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_F2_ERROR_CONTEXT,F1,F2,Readability,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_F2_ERROR_CONTEXT,F1,F2,SLOC Ratio,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_F3_PSEUDOCODE,F1,F3,First-pass RSR,3,37,METRIC_UNDEFINED=37,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0
F1_VS_F3_PSEUDOCODE,F1,F3,Final RSR,3,37,METRIC_UNDEFINED=37,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0
F1_VS_F3_PSEUDOCODE,F1,F3,Program Behavioral Pass Rate,3,37,METRIC_UNDEFINED=37,1.0,0.6666666666666666,0.33333333333333337,50.000000000000014,0.0,1.0,1,2,0
F1_VS_F3_PSEUDOCODE,F1,F3,Initial Behavioral Pass Rate,3,37,METRIC_UNDEFINED=37,1.0,0.6666666666666666,0.33333333333333337,50.000000000000014,0.0,1.0,1,2,0
F1_VS_F3_PSEUDOCODE,F1,F3,Final Behavioral Pass Rate,3,37,METRIC_UNDEFINED=37,1.0,0.6666666666666666,0.33333333333333337,50.000000000000014,0.0,1.0,1,2,0
F1_VS_F3_PSEUDOCODE,F1,F3,Input Match Rate,3,37,METRIC_UNDEFINED=37,100.0,66.7158308751229,33.284169124877096,49.889462048636716,0.0,99.85250737463127,1,2,0
F1_VS_F3_PSEUDOCODE,F1,F3,Counterexample Detection Rate,40,0,,0.0,0.075,-0.075,-100.0,-0.15,0.0,3,37,0
F1_VS_F3_PSEUDOCODE,F1,F3,Canonical E2E Rate,40,0,,0.1,0.075,0.02500000000000001,33.33333333333335,-0.05,0.1,2,37,1
F1_VS_F3_PSEUDOCODE,F1,F3,Re-executability Rate,40,0,,0.1,0.15,-0.04999999999999999,-33.33333333333333,-0.15,0.05,1,36,3
F1_VS_F3_PSEUDOCODE,F1,F3,Flow-specific Recovery Rate,40,0,,0.1,0.075,0.02500000000000001,33.33333333333335,-0.05,0.1,2,37,1
F1_VS_F3_PSEUDOCODE,F1,F3,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_F3_PSEUDOCODE,F1,F3,Behavioral Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_F3_PSEUDOCODE,F1,F3,LLM Calls,40,0,,4.75,4.925,-0.17499999999999982,-3.5532994923857837,-0.375,-0.025,4,36,0
F1_VS_F3_PSEUDOCODE,F1,F3,Tokens,40,0,,1148439.9,755005.55,393434.34999999986,52.11012687257727,283676.45,505015.925,4,0,36
F1_VS_F3_PSEUDOCODE,F1,F3,Runtime,40,0,,78.13660888671875,81.16040336489678,-3.023794478178033,-3.725701638745026,-8.208746057748794,1.9458054542541503,26,0,14
F1_VS_F3_PSEUDOCODE,F1,F3,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_F3_PSEUDOCODE,F1,F3,Readability,2,38,METRIC_UNDEFINED=38,4.8,4.699999999999999,0.10000000000000053,2.127659574468097,0.0,0.20000000000000018,1,1,0
F1_VS_F3_PSEUDOCODE,F1,F3,SLOC Ratio,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,First-pass RSR,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Final RSR,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Program Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Initial Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Final Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Input Match Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Counterexample Detection Rate,40,0,,0.0,0.25,-0.25,-100.0,-0.375,-0.125,10,30,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Canonical E2E Rate,40,0,,0.0,0.075,-0.075,-100.0,-0.175,0.0,0,37,3
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Re-executability Rate,40,0,,0.0,0.325,-0.325,-100.0,-0.475,-0.175,0,27,13
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Flow-specific Recovery Rate,40,0,,0.0,0.075,-0.075,-100.0,-0.175,0.0,0,37,3
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Behavioral Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,LLM Calls,40,0,,1.0,1.0,0.0,0.0,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Tokens,40,0,,34603.2,63591.025,-28987.825000000004,-45.58477395198458,-37862.25,-21079.125,40,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Runtime,40,0,,15.100709599256515,29.509803193807603,-14.409093594551088,-48.82815890000487,-32.92325432300568,-2.28329798579216,31,0,9
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Readability,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,SLOC Ratio,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,First-pass RSR,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Final RSR,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Program Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Initial Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Final Behavioral Pass Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Input Match Rate,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Counterexample Detection Rate,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Canonical E2E Rate,40,0,,0.1,0.0,0.1,,0.025,0.2,4,36,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Re-executability Rate,40,0,,0.1,0.0,0.1,,0.025,0.2,4,36,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Flow-specific Recovery Rate,40,0,,0.1,0.0,0.1,,0.025,0.2,4,36,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Behavioral Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,LLM Calls,40,0,,4.75,1.0,3.75,375.0,3.475,3.975,0,0,40
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Tokens,40,0,,1148439.9,34603.2,1113836.7,3218.8835136634766,845631.7,1388840.25,1,0,39
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Runtime,40,0,,78.13660888671875,15.100709599256515,63.03589928746223,417.4366699334832,55.38478371500969,70.48162037730216,0,0,40
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,Readability,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_FULL_VS_GHIDRA_MULTIFACTOR,F1,B1,SLOC Ratio,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,First-pass RSR,2,38,METRIC_UNDEFINED=38,1.0,1.0,0.0,0.0,0.0,0.0,0,2,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Final RSR,2,38,METRIC_UNDEFINED=38,1.0,1.0,0.0,0.0,0.0,0.0,0,2,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Program Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.5,0.5,100.0,0.0,1.0,1,1,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Initial Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.5,0.5,100.0,0.0,1.0,1,1,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Final Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.5,0.5,100.0,0.0,1.0,1,1,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Input Match Rate,2,38,METRIC_UNDEFINED=38,100.0,50.0,50.0,100.0,0.0,100.0,1,1,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Counterexample Detection Rate,40,0,,0.0,0.25,-0.25,-100.0,-0.375,-0.125,10,30,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Canonical E2E Rate,40,0,,0.1,0.075,0.02500000000000001,33.33333333333335,-0.075,0.125,3,35,2
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Re-executability Rate,40,0,,0.1,0.325,-0.225,-69.23076923076923,-0.4,-0.075,2,27,11
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Flow-specific Recovery Rate,40,0,,0.1,0.075,0.02500000000000001,33.33333333333335,-0.075,0.125,3,35,2
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Behavioral Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,LLM Calls,40,0,,4.75,1.0,3.75,375.0,3.475,3.975,0,0,40
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Tokens,40,0,,1148439.9,63591.025,1084848.875,1705.9779662302972,820641.8,1354307.325,2,0,38
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Runtime,40,0,,78.13660888671875,29.509803193807603,48.62680569291115,164.78187053146834,29.66866233944893,63.21104717850685,2,0,38
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Readability,1,39,METRIC_UNDEFINED=39,4.6,4.8,-0.20000000000000018,-4.1666666666666705,-0.20000000000000018,-0.20000000000000018,0,0,1
F1_VS_B2_FULL_VS_ASSEMBLY_MULTIFACTOR,F1,B2,SLOC Ratio,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
