experiment_id,sample_id,raw_ir_path,clean_ir_path,brightened_intermediate_path,llvm_verify_attempted,llvm_verify_success,llvm_verify_error,raw_instruction_count,clean_instruction_count,instruction_reduction_percent,raw_basic_block_count,clean_basic_block_count,basic_block_reduction_percent,raw_conditional_branch_count,clean_conditional_branch_count,conditional_branch_reduction_percent
experiment_20260821_120308,p00867,/home/dungbv/clau/result/eval_20260821_120308/p00867/p00867.ll,/home/dungbv/clau/result/eval_20260821_120308/p00867/p00867_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p00867/p00867_brightened.ll,True,True,,16443,8463,48.53128991060026,744,412,44.623655913978496,356,19,94.66292134831461
experiment_20260821_120308,p01296,/home/dungbv/clau/result/eval_20260821_120308/p01296/p01296.ll,/home/dungbv/clau/result/eval_20260821_120308/p01296/p01296_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01296/p01296_brightened.ll,True,True,,14249,9271,34.93578496736613,625,330,47.199999999999996,301,14,95.34883720930233
experiment_20260821_120308,p01315,/home/dungbv/clau/result/eval_20260821_120308/p01315/p01315.ll,/home/dungbv/clau/result/eval_20260821_120308/p01315/p01315_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01315/p01315_brightened.ll,True,True,,4160,3345,19.591346153846153,165,79,52.121212121212125,77,3,96.1038961038961
experiment_20260821_120308,p01571,/home/dungbv/clau/result/eval_20260821_120308/p01571/p01571.ll,/home/dungbv/clau/result/eval_20260821_120308/p01571/p01571_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01571/p01571_brightened.ll,True,True,,13195,9688,26.578249336870023,572,333,41.78321678321678,273,16,94.13919413919413
experiment_20260821_120308,p01687,/home/dungbv/clau/result/eval_20260821_120308/p01687/p01687.ll,/home/dungbv/clau/result/eval_20260821_120308/p01687/p01687_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01687/p01687_brightened.ll,True,True,,2708,1089,59.78581979320532,139,72,48.201438848920866,64,5,92.1875
experiment_20260821_120308,p01766,/home/dungbv/clau/result/eval_20260821_120308/p01766/p01766.ll,/home/dungbv/clau/result/eval_20260821_120308/p01766/p01766_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01766/p01766_brightened.ll,True,True,,2584,995,61.4938080495356,122,54,55.73770491803278,57,1,98.24561403508771
experiment_20260821_120308,p01970,/home/dungbv/clau/result/eval_20260821_120308/p01970/p01970.ll,/home/dungbv/clau/result/eval_20260821_120308/p01970/p01970_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p01970/p01970_brightened.ll,True,True,,3585,1080,69.8744769874477,176,85,51.70454545454546,82,3,96.34146341463415
experiment_20260821_120308,p02029,/home/dungbv/clau/result/eval_20260821_120308/p02029/p02029.ll,/home/dungbv/clau/result/eval_20260821_120308/p02029/p02029_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02029/p02029_brightened.ll,True,True,,5775,3279,43.22077922077922,269,136,49.44237918215613,126,5,96.03174603174604
experiment_20260821_120308,p02100,/home/dungbv/clau/result/eval_20260821_120308/p02100/p02100.ll,/home/dungbv/clau/result/eval_20260821_120308/p02100/p02100_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02100/p02100_brightened.ll,True,True,,2215,935,57.78781038374717,124,58,53.2258064516129,56,3,94.64285714285714
experiment_20260821_120308,p02289,/home/dungbv/clau/result/eval_20260821_120308/p02289/p02289.ll,/home/dungbv/clau/result/eval_20260821_120308/p02289/p02289_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02289/p02289_brightened.ll,True,True,,8947,6569,26.578741477590256,432,217,49.76851851851852,205,10,95.1219512195122
experiment_20260821_120308,p02474,/home/dungbv/clau/result/eval_20260821_120308/p02474/p02474.ll,/home/dungbv/clau/result/eval_20260821_120308/p02474/p02474_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02474/p02474_brightened.ll,True,True,,3373,604,82.09309220278683,166,72,56.62650602409639,79,2,97.46835443037975
experiment_20260821_120308,p02477,/home/dungbv/clau/result/eval_20260821_120308/p02477/p02477.ll,/home/dungbv/clau/result/eval_20260821_120308/p02477/p02477_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02477/p02477_brightened.ll,True,True,,20673,2090,89.89019494026024,1120,150,86.60714285714286,548,4,99.27007299270073
experiment_20260821_120308,p02788,/home/dungbv/clau/result/eval_20260821_120308/p02788/p02788.ll,/home/dungbv/clau/result/eval_20260821_120308/p02788/p02788_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02788/p02788_brightened.ll,True,True,,7265,3816,47.4741913282863,294,160,45.57823129251701,136,12,91.17647058823529
experiment_20260821_120308,p02814,/home/dungbv/clau/result/eval_20260821_120308/p02814/p02814.ll,/home/dungbv/clau/result/eval_20260821_120308/p02814/p02814_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02814/p02814_brightened.ll,True,True,,4450,3334,25.07865168539326,211,125,40.758293838862556,96,24,75.0
experiment_20260821_120308,p02950,/home/dungbv/clau/result/eval_20260821_120308/p02950/p02950.ll,/home/dungbv/clau/result/eval_20260821_120308/p02950/p02950_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p02950/p02950_brightened.ll,True,True,,5340,1669,68.74531835205993,284,166,41.54929577464789,137,30,78.1021897810219
experiment_20260821_120308,p03006,/home/dungbv/clau/result/eval_20260821_120308/p03006/p03006.ll,/home/dungbv/clau/result/eval_20260821_120308/p03006/p03006_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03006/p03006_brightened.ll,True,True,,22007,1600,92.7295860408052,1121,114,89.83050847457628,520,6,98.84615384615385
experiment_20260821_120308,p03111,/home/dungbv/clau/result/eval_20260821_120308/p03111/p03111.ll,/home/dungbv/clau/result/eval_20260821_120308/p03111/p03111_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03111/p03111_brightened.ll,True,True,,23532,3173,86.51623321434643,1105,104,90.58823529411765,513,13,97.46588693957115
experiment_20260821_120308,p03142,/home/dungbv/clau/result/eval_20260821_120308/p03142/p03142.ll,/home/dungbv/clau/result/eval_20260821_120308/p03142/p03142_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03142/p03142_brightened.ll,True,True,,42222,3457,91.81232532802804,2009,75,96.26679940268791,939,3,99.68051118210862
experiment_20260821_120308,p03199,/home/dungbv/clau/result/eval_20260821_120308/p03199/p03199.ll,/home/dungbv/clau/result/eval_20260821_120308/p03199/p03199_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03199/p03199_brightened.ll,True,True,,10472,5703,45.54048892284187,457,282,38.29321663019694,216,23,89.35185185185185
experiment_20260821_120308,p03261,/home/dungbv/clau/result/eval_20260821_120308/p03261/p03261.ll,/home/dungbv/clau/result/eval_20260821_120308/p03261/p03261_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03261/p03261_brightened.ll,True,True,,17344,229,98.67965867158671,917,39,95.74700109051254,424,1,99.76415094339622
experiment_20260821_120308,p03430,/home/dungbv/clau/result/eval_20260821_120308/p03430/p03430.ll,/home/dungbv/clau/result/eval_20260821_120308/p03430/p03430_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03430/p03430_brightened.ll,True,True,,4186,4290,-2.484472049689441,161,76,52.79503105590062,76,2,97.36842105263158
experiment_20260821_120308,p03434,/home/dungbv/clau/result/eval_20260821_120308/p03434/p03434.ll,/home/dungbv/clau/result/eval_20260821_120308/p03434/p03434_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03434/p03434_brightened.ll,True,True,,17527,606,96.5424773207052,841,43,94.8870392390012,390,4,98.97435897435898
experiment_20260821_120308,p03493,/home/dungbv/clau/result/eval_20260821_120308/p03493/p03493.ll,/home/dungbv/clau/result/eval_20260821_120308/p03493/p03493_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03493/p03493_brightened.ll,True,True,,14028,647,95.38779583689764,660,17,97.42424242424242,303,1,99.66996699669967
experiment_20260821_120308,p03510,/home/dungbv/clau/result/eval_20260821_120308/p03510/p03510.ll,/home/dungbv/clau/result/eval_20260821_120308/p03510/p03510_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03510/p03510_brightened.ll,True,True,,4631,4513,2.548045778449579,179,92,48.60335195530726,82,8,90.2439024390244
experiment_20260821_120308,p03543,/home/dungbv/clau/result/eval_20260821_120308/p03543/p03543.ll,/home/dungbv/clau/result/eval_20260821_120308/p03543/p03543_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03543/p03543_brightened.ll,True,True,,2386,752,68.48281642917016,112,17,84.82142857142857,47,1,97.87234042553192
experiment_20260821_120308,p03773,/home/dungbv/clau/result/eval_20260821_120308/p03773/p03773.ll,/home/dungbv/clau/result/eval_20260821_120308/p03773/p03773_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03773/p03773_brightened.ll,True,True,,9644,153,98.41352136043136,454,8,98.23788546255507,212,1,99.52830188679245
experiment_20260821_120308,p03776,/home/dungbv/clau/result/eval_20260821_120308/p03776/p03776.ll,/home/dungbv/clau/result/eval_20260821_120308/p03776/p03776_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03776/p03776_brightened.ll,True,True,,15053,8941,40.60320201953099,740,373,49.5945945945946,362,9,97.51381215469614
experiment_20260821_120308,p03835,/home/dungbv/clau/result/eval_20260821_120308/p03835/p03835.ll,/home/dungbv/clau/result/eval_20260821_120308/p03835/p03835_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03835/p03835_brightened.ll,True,True,,13916,112,99.19517102615694,654,19,97.09480122324159,300,1,99.66666666666667
experiment_20260821_120308,p03854,/home/dungbv/clau/result/eval_20260821_120308/p03854/p03854.ll,/home/dungbv/clau/result/eval_20260821_120308/p03854/p03854_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p03854/p03854_brightened.ll,True,True,,6667,345,94.82525873706315,306,36,88.23529411764706,138,1,99.27536231884058
experiment_20260821_120308,p04028,/home/dungbv/clau/result/eval_20260821_120308/p04028/p04028.ll,/home/dungbv/clau/result/eval_20260821_120308/p04028/p04028_final.ll,/home/dungbv/clau/result/eval_20260821_120308/p04028/p04028_brightened.ll,True,True,,4236,666,84.27762039660055,176,79,55.11363636363637,82,6,92.6829268292683
