experiment_id,sample_id,flow_id,repeat_id,llm_calls,input_tokens,output_tokens,total_tokens,estimated_api_cost,llm_latency,preprocessing_time,compile_time,fuzzing_time,total_runtime,time_to_first_candidate,time_to_first_compilable_candidate,time_to_first_behavioral_pass_candidate,compiler_attempts,compile_repair_rounds,behavioral_repair_rounds,counterexamples_used,peak_memory,cpu_time
experiment_20260821_120308,p00001,B1,0,1,17991,1061,19052,,16.795761585235596,,0.0,0.0,16.80050563812256,,,,0,0,0,0,,
experiment_20260821_120308,p00001,B2,0,1,22277,378,22655,,6.067963123321533,,0.059213876724243164,2.1488828659057617,8.295599222183228,,,,1,0,0,0,,
experiment_20260821_120308,p00001,F1,0,5,358378,1604,359982,,55.63957762718201,,0.0,0.0,55.71080565452576,,,,0,0,0,0,,
experiment_20260821_120308,p00001,F2,0,1,71461,319,71780,,11.533132791519165,,0.0,0.0,11.594709634780884,,,,0,0,0,0,,
experiment_20260821_120308,p00001,F3,0,5,236236,1614,237850,,54.22218894958496,,0.0,0.0,54.22934079170227,,,,0,0,0,0,,
experiment_20260821_120308,p00008,B1,0,1,20409,515,20924,,13.858504056930542,,0.0,0.0,13.860401630401611,,,,0,0,0,0,,
experiment_20260821_120308,p00008,B2,0,1,34748,198,34946,,12.48529601097107,,0.058563232421875,2.584700345993042,15.14600157737732,,,,1,0,0,0,,
experiment_20260821_120308,p00008,F1,0,5,1083825,1602,1085427,,73.35897827148438,,0.0,0.0,73.4558732509613,,,,0,0,0,0,,
experiment_20260821_120308,p00008,F2,0,1,216549,324,216873,,12.741925716400146,,0.0,0.0,12.828400135040283,,,,0,0,0,0,,
experiment_20260821_120308,p00008,F3,0,5,714276,1487,715763,,83.87986040115356,,0.060907840728759766,4.63125467300415,88.59284114837646,,,,1,0,0,0,,
experiment_20260821_120308,p00033,B1,0,1,17974,3806,21780,,11.35148549079895,,0.0,0.0,11.362406969070435,,,,0,0,0,0,,
experiment_20260821_120308,p00033,B2,0,1,36830,542,37372,,12.828396797180176,,0.06772732734680176,8.615419626235962,21.531929969787598,,,,1,0,0,0,,
experiment_20260821_120308,p00033,F1,0,5,650834,1623,652457,,54.49054551124573,,0.0,0.0,54.53397846221924,,,,0,0,0,0,,
experiment_20260821_120308,p00033,F2,0,1,129956,323,130279,,12.003551483154297,,0.0,0.0,12.034395456314087,,,,0,0,0,0,,
experiment_20260821_120308,p00033,F3,0,5,427395,1595,428990,,64.46229958534241,,0.0,0.0,64.46734833717346,,,,0,0,0,0,,
experiment_20260821_120308,p00165,B1,0,1,17897,318,18215,,27.231131315231323,,0.0,0.0,27.232939958572388,,,,0,0,0,0,,
experiment_20260821_120308,p00165,B2,0,1,25432,375,25807,,27.03316307067871,,0.06801605224609375,0.0,27.122121810913086,,,,1,0,0,0,,
experiment_20260821_120308,p00165,F1,0,5,642146,1606,643752,,72.34831047058105,,0.0,0.0,72.44453024864197,,,,0,0,0,0,,
experiment_20260821_120308,p00165,F2,0,1,128220,316,128536,,26.946329832077026,,0.0,0.0,27.025418281555176,,,,0,0,0,0,,
experiment_20260821_120308,p00165,F3,0,5,412824,1601,414425,,72.74843215942383,,0.0,0.0,72.75663614273071,,,,0,0,0,0,,
experiment_20260821_120308,p00327,B1,0,1,21292,326,21618,,13.556251764297485,,0.0,0.0,13.55865478515625,,,,0,0,0,0,,
experiment_20260821_120308,p00327,B2,0,1,34863,322,35185,,14.56084656715393,,0.0,0.0,14.565032720565796,,,,0,0,0,0,,
experiment_20260821_120308,p00327,F1,0,5,877060,1607,878667,,113.62909460067749,,0.0,0.0,113.85792779922485,,,,0,0,0,0,,
