schema_version,experiment_id,run_id,sample_id,flow_id,artifact_flow_id,repeat_id,benchmark_name,record_type,attempt_index,generation_iteration,candidate_index,attempt_variant,model,model_version,temperature,top_p,max_tokens,input_tokens,output_tokens,total_tokens,estimated_cost,latency_seconds,prompt_path,response_path,candidate_source_path,candidate_source_hash,finish_reason,metadata_path,provenance,compile_command,compiler_version,compile_exit_code,compile_success,link_success,executable_created,executable_path,executable_hash,compile_time,diagnostics_path,failure_category,is_compile_repair_attempt
2.0,experiment_20260821_120308,22c00af1501567231565,p00001,B1,B1,0,s092364643,llm_attempt,1,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,17991,1061,19052,,16.795761585235596,/home/dungbv/clau/result/eval_20260821_120308/p00001/B1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/B1/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/B1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,ce03d66da3bc18569352,p00001,B2,B2,0,s092364643,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,22277,378,22655,,6.067963123321533,/home/dungbv/clau/result/eval_20260821_120308/p00001/B2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/B2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/B2/recovered_iter1.c,41d71268495424c45e4423b71c8274eb06db7b01e657d1a9dae6e3f854d58109,STOP,/home/dungbv/clau/result/eval_20260821_120308/p00001/B2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,96068a9d2eac3cfe7dda,p00001,F1,F1,0,s092364643,llm_attempt,1,1,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71459,321,71780,,11.905757665634155,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,96068a9d2eac3cfe7dda,p00001,F1,F1,0,s092364643,llm_attempt,2,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71459,321,71780,,9.871341943740845,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,96068a9d2eac3cfe7dda,p00001,F1,F1,0,s092364643,llm_attempt,3,2,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71823,321,72144,,13.170302152633667,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,96068a9d2eac3cfe7dda,p00001,F1,F1,0,s092364643,llm_attempt,4,2,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71819,325,72144,,10.757421970367432,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,96068a9d2eac3cfe7dda,p00001,F1,F1,0,s092364643,llm_attempt,5,3,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71818,316,72134,,9.934753894805908,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter3.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter3.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F1/recovery_iter3.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,f000faa43ff5a13e13cb,p00001,F2,F2,0,s092364643,llm_attempt,1,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,71461,319,71780,,11.533132791519165,/home/dungbv/clau/result/eval_20260821_120308/p00001/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F2/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,3b9a80400806352b8a42,p00001,F3,F3,0,s092364643,llm_attempt,1,1,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,46994,321,47315,,13.999069452285767,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_120308,3b9a80400806352b8a42,p00001,F3,F3,0,s092364643,llm_attempt,2,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,8192,46990,325,47315,,9.793903827667236,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_120308/p00001/F3/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
