contrast_id,flow_a,flow_b,metric_name,paired_sample_count,excluded_sample_count,exclusion_reasons,flow_a_value,flow_b_value,absolute_difference,relative_difference_percent,ci_95_low,ci_95_high,flow_a_wins,ties,flow_b_wins
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Final RSR,35,5,METRIC_UNDEFINED=5,1.0,1.0,0.0,0.0,0.0,0.0,0,35,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Program Behavioral Pass Rate,35,5,METRIC_UNDEFINED=5,0.9714285714285714,0.6571428571428571,0.3142857142857143,47.82608695652174,0.17142857142857143,0.4857142857142857,11,24,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Initial Behavioral Pass Rate,35,5,METRIC_UNDEFINED=5,0.7142857142857143,0.6571428571428571,0.05714285714285716,8.695652173913047,-0.08571428571428572,0.2,4,29,2
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Final Behavioral Pass Rate,35,5,METRIC_UNDEFINED=5,0.9714285714285714,0.6571428571428571,0.3142857142857143,47.82608695652174,0.17142857142857143,0.4857142857142857,11,24,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Input Match Rate,35,5,METRIC_UNDEFINED=5,97.14285714285714,83.81577626057064,13.327080882286495,15.900444375596551,4.83850945371507,23.648267298678533,11,24,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Counterexample Detection Rate,40,0,,0.075,0.3,-0.22499999999999998,-75.0,-0.375,-0.05,11,27,2
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Canonical E2E Rate,40,0,,0.9,0.575,0.32500000000000007,56.5217391304348,0.175,0.475,13,27,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Re-executability Rate,40,0,,0.975,0.875,0.09999999999999998,11.428571428571425,0.025,0.2,4,36,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Flow-specific Recovery Rate,40,0,,0.9,0.575,0.32500000000000007,56.5217391304348,0.175,0.475,13,27,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Behavioral Repair Rounds,40,0,,0.35,0.0,0.35,,0.175,0.55,0,29,11
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,LLM Calls,40,0,,1.875,1.0,0.875,87.5,0.5,1.325,0,25,15
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Tokens,40,0,,266027.075,103671.7,162355.375,156.60529826365342,73725.275,264429.675,12,0,28
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Runtime,40,0,,151.56547097563742,63.739513128995895,87.82595784664153,137.78887464813158,48.030166673660275,132.36278125047684,12,0,28
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,Readability,23,17,METRIC_UNDEFINED=17,4.043478260869565,4.069565217391304,-0.026086956521738536,-0.6410256410256265,-0.15652173913043477,0.10434782608695638,5,11,7
F1_VS_F3_ITERATIVE_VS_ONESHOT,F1,F3,SLOC Ratio,35,5,METRIC_UNDEFINED=5,0.949061274787095,0.9461996110824912,0.002861663704603834,0.3024376327242381,-0.042414337601776715,0.04527156913047729,16,3,16
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,First-pass RSR,3,37,METRIC_UNDEFINED=37,1.0,0.6666666666666666,0.33333333333333337,50.000000000000014,0.0,1.0,1,2,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Final RSR,3,37,METRIC_UNDEFINED=37,1.0,0.6666666666666666,0.33333333333333337,50.000000000000014,0.0,1.0,1,2,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Program Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.0,1.0,,1.0,1.0,2,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Initial Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.0,1.0,,1.0,1.0,2,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Final Behavioral Pass Rate,2,38,METRIC_UNDEFINED=38,1.0,0.0,1.0,,1.0,1.0,2,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Input Match Rate,2,38,METRIC_UNDEFINED=38,100.0,1.4500000000000002,98.55,6796.55172413793,97.1,100.0,2,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Counterexample Detection Rate,40,0,,0.0,0.65,-0.65,-100.0,-0.8,-0.5,26,14,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Canonical E2E Rate,40,0,,0.1,0.175,-0.07499999999999998,-42.85714285714285,-0.225,0.1,4,29,7
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Re-executability Rate,40,0,,0.1,0.825,-0.725,-87.87878787878788,-0.875,-0.55,2,7,31
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Flow-specific Recovery Rate,40,0,,0.1,0.175,-0.07499999999999998,-42.85714285714285,-0.225,0.1,4,29,7
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Behavioral Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,LLM Calls,40,0,,1.0,1.0,0.0,0.0,0.0,0.0,0,40,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Tokens,40,0,,62533.55,75224.2,-12690.649999999994,-16.870435312040534,-22388.5,-4412.8,25,0,15
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Runtime,40,0,,48.02461122870445,61.05911991596222,-13.03450868725777,-21.347357618645034,-41.64773760437966,9.548405641317368,15,0,25
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,Readability,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
B1_VS_B2_BASELINE_REPRESENTATIONS,B1,B2,SLOC Ratio,3,37,METRIC_UNDEFINED=37,6.104807952560222,0.8922967774743076,5.212511175085915,584.1678807627434,0.536231884057971,8.64516129032258,0,0,3
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,First-pass RSR,4,36,METRIC_UNDEFINED=36,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Final RSR,4,36,METRIC_UNDEFINED=36,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Program Behavioral Pass Rate,4,36,METRIC_UNDEFINED=36,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Initial Behavioral Pass Rate,4,36,METRIC_UNDEFINED=36,0.25,1.0,-0.75,-75.0,-1.0,-0.25,0,1,3
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Final Behavioral Pass Rate,4,36,METRIC_UNDEFINED=36,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Input Match Rate,4,36,METRIC_UNDEFINED=36,100.0,100.0,0.0,0.0,0.0,0.0,0,4,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Counterexample Detection Rate,40,0,,0.075,0.0,0.075,,0.0,0.175,0,37,3
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Canonical E2E Rate,40,0,,0.9,0.1,0.8,800.0,0.675,0.9,32,8,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Re-executability Rate,40,0,,0.975,0.1,0.875,875.0,0.775,0.975,35,5,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Flow-specific Recovery Rate,40,0,,0.9,0.1,0.8,800.0,0.675,0.9,32,8,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Behavioral Repair Rounds,40,0,,0.35,0.0,0.35,,0.175,0.55,0,29,11
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,LLM Calls,40,0,,1.875,1.0,0.875,87.5,0.5,1.325,0,25,15
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Tokens,40,0,,266027.075,62533.55,203493.52500000002,325.41495725094774,103781.375,318012.2,7,0,33
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Runtime,40,0,,151.56547097563742,48.02461122870445,103.54085974693297,215.59957925291084,55.546702748537065,158.8796957075596,11,0,29
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,Readability,4,36,METRIC_UNDEFINED=36,4.199999999999999,2.05,2.1499999999999995,104.87804878048779,1.1999999999999997,3.0999999999999996,4,0,0
F1_VS_B1_CLEAN_IR_VS_GHIDRA_MULTIFACTOR,F1,B1,SLOC Ratio,4,36,METRIC_UNDEFINED=36,0.9589066459978839,5.539717075531278,-4.580810429533393,-82.69033178186412,-7.310413129598189,-1.8512077294685991,4,0,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,First-pass RSR,36,4,METRIC_UNDEFINED=4,1.0,0.8888888888888888,0.11111111111111116,12.500000000000005,0.027777777777777776,0.2222222222222222,4,32,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Final RSR,36,4,METRIC_UNDEFINED=4,1.0,0.8888888888888888,0.11111111111111116,12.500000000000005,0.027777777777777776,0.2222222222222222,4,32,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Program Behavioral Pass Rate,32,8,METRIC_UNDEFINED=8,0.9375,0.21875,0.71875,328.57142857142856,0.5625,0.875,23,9,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Initial Behavioral Pass Rate,32,8,METRIC_UNDEFINED=8,0.71875,0.21875,0.5,228.57142857142856,0.3125,0.6875,17,14,1
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Final Behavioral Pass Rate,32,8,METRIC_UNDEFINED=8,0.9375,0.21875,0.71875,328.57142857142856,0.5625,0.875,23,9,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Input Match Rate,32,8,METRIC_UNDEFINED=8,95.38731190150479,32.019671710504745,63.36764019100004,197.90221699934204,47.98623827319118,78.79514167502508,24,8,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Counterexample Detection Rate,40,0,,0.075,0.65,-0.5750000000000001,-88.46153846153847,-0.75,-0.4,24,15,1
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Canonical E2E Rate,40,0,,0.9,0.175,0.7250000000000001,414.28571428571433,0.575,0.875,29,11,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Re-executability Rate,40,0,,0.975,0.825,0.15000000000000002,18.181818181818183,0.025,0.275,7,32,1
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Flow-specific Recovery Rate,40,0,,0.9,0.175,0.7250000000000001,414.28571428571433,0.575,0.875,29,11,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Compile Repair Rounds,40,0,,0.0,0.0,0.0,,0.0,0.0,0,40,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Behavioral Repair Rounds,40,0,,0.35,0.0,0.35,,0.175,0.55,0,29,11
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,LLM Calls,40,0,,1.875,1.0,0.875,87.5,0.5,1.325,0,25,15
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Tokens,40,0,,266027.075,75224.2,190802.875,253.64560208018165,90775.325,305608.25,8,0,32
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Runtime,40,0,,151.56547097563742,61.05911991596222,90.50635105967521,148.22740842685292,46.218077605962755,140.44781690835953,8,0,32
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Cost,0,40,METRIC_UNDEFINED=40,,,,,,,0,0,0
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,Readability,7,33,METRIC_UNDEFINED=33,4.2,4.371428571428571,-0.17142857142857082,-3.9215686274509673,-0.5999999999999999,0.2571428571428571,2,2,3
F1_VS_B2_CLEAN_IR_VS_ASSEMBLY_MULTIFACTOR,F1,B2,SLOC Ratio,36,4,METRIC_UNDEFINED=4,0.9372068019424468,0.8116165275538617,0.12559027438858505,15.474090303101972,0.04547456587200073,0.20725776255231004,6,0,30
