experiment_id,sample_id,raw_ir_path,clean_ir_path,brightened_intermediate_path,llvm_verify_attempted,llvm_verify_success,llvm_verify_error,raw_instruction_count,clean_instruction_count,instruction_reduction_percent,raw_basic_block_count,clean_basic_block_count,basic_block_reduction_percent,raw_conditional_branch_count,clean_conditional_branch_count,conditional_branch_reduction_percent
experiment_20260821_162746,p00001,/home/dungbv/clau/result/eval_20260821_162746/p00001/p00001.ll,/home/dungbv/clau/result/eval_20260821_162746/p00001/p00001_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00001/p00001_brightened.ll,True,True,,3139,50,98.40713603058299,141,9,93.61702127659575,63,4,93.65079365079364
experiment_20260821_162746,p00008,/home/dungbv/clau/result/eval_20260821_162746/p00008/p00008.ll,/home/dungbv/clau/result/eval_20260821_162746/p00008/p00008_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00008/p00008_brightened.ll,True,True,,3614,173,95.21306032097398,180,24,86.66666666666667,86,14,83.72093023255815
experiment_20260821_162746,p00033,/home/dungbv/clau/result/eval_20260821_162746/p00033/p00033.ll,/home/dungbv/clau/result/eval_20260821_162746/p00033/p00033_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00033/p00033_brightened.ll,True,True,,4099,434,89.4120517199317,208,35,83.17307692307693,99,17,82.82828282828282
experiment_20260821_162746,p00165,/home/dungbv/clau/result/eval_20260821_162746/p00165/p00165.ll,/home/dungbv/clau/result/eval_20260821_162746/p00165/p00165_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00165/p00165_brightened.ll,True,True,,2313,159,93.12581063553826,128,15,88.28125,60,10,83.33333333333334
experiment_20260821_162746,p00327,/home/dungbv/clau/result/eval_20260821_162746/p00327/p00327.ll,/home/dungbv/clau/result/eval_20260821_162746/p00327/p00327_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00327/p00327_brightened.ll,True,True,,3741,420,88.7730553327987,166,29,82.53012048192771,79,19,75.9493670886076
experiment_20260821_162746,p00678,/home/dungbv/clau/result/eval_20260821_162746/p00678/p00678.ll,/home/dungbv/clau/result/eval_20260821_162746/p00678/p00678_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00678/p00678_brightened.ll,True,True,,3083,540,82.4845929289653,161,49,69.56521739130434,78,27,65.38461538461539
experiment_20260821_162746,p00693,/home/dungbv/clau/result/eval_20260821_162746/p00693/p00693.ll,/home/dungbv/clau/result/eval_20260821_162746/p00693/p00693_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00693/p00693_brightened.ll,True,True,,3887,638,83.58631335219964,196,35,82.14285714285714,93,20,78.49462365591397
experiment_20260821_162746,p00788,/home/dungbv/clau/result/eval_20260821_162746/p00788/p00788.ll,/home/dungbv/clau/result/eval_20260821_162746/p00788/p00788_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00788/p00788_brightened.ll,True,True,,2815,403,85.68383658969805,152,42,72.36842105263158,70,22,68.57142857142857
experiment_20260821_162746,p00793,/home/dungbv/clau/result/eval_20260821_162746/p00793/p00793.ll,/home/dungbv/clau/result/eval_20260821_162746/p00793/p00793_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00793/p00793_brightened.ll,True,True,,3671,3003,18.196676654862433,159,89,44.0251572327044,76,24,68.42105263157895
experiment_20260821_162746,p00859,/home/dungbv/clau/result/eval_20260821_162746/p00859/p00859.ll,/home/dungbv/clau/result/eval_20260821_162746/p00859/p00859_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00859/p00859_brightened.ll,True,True,,4458,764,82.86227007626738,212,51,75.94339622641509,97,30,69.0721649484536
experiment_20260821_162746,p00867,/home/dungbv/clau/result/eval_20260821_162746/p00867/p00867.ll,/home/dungbv/clau/result/eval_20260821_162746/p00867/p00867_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p00867/p00867_brightened.ll,True,True,,16443,3297,79.94891443167306,744,154,79.3010752688172,356,90,74.71910112359551
experiment_20260821_162746,p01296,/home/dungbv/clau/result/eval_20260821_162746/p01296/p01296.ll,/home/dungbv/clau/result/eval_20260821_162746/p01296/p01296_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01296/p01296_brightened.ll,True,True,,14249,3874,72.81212716681871,625,132,78.88,301,64,78.7375415282392
experiment_20260821_162746,p01315,/home/dungbv/clau/result/eval_20260821_162746/p01315/p01315.ll,/home/dungbv/clau/result/eval_20260821_162746/p01315/p01315_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01315/p01315_brightened.ll,True,True,,4160,676,83.75,165,27,83.63636363636363,77,16,79.22077922077922
experiment_20260821_162746,p01571,/home/dungbv/clau/result/eval_20260821_162746/p01571/p01571.ll,/home/dungbv/clau/result/eval_20260821_162746/p01571/p01571_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01571/p01571_brightened.ll,True,True,,13195,3838,70.91322470632817,572,118,79.37062937062937,273,59,78.3882783882784
experiment_20260821_162746,p01687,/home/dungbv/clau/result/eval_20260821_162746/p01687/p01687.ll,/home/dungbv/clau/result/eval_20260821_162746/p01687/p01687_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01687/p01687_brightened.ll,True,True,,2708,198,92.68833087149187,139,29,79.13669064748201,64,16,75.0
experiment_20260821_162746,p01766,/home/dungbv/clau/result/eval_20260821_162746/p01766/p01766.ll,/home/dungbv/clau/result/eval_20260821_162746/p01766/p01766_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01766/p01766_brightened.ll,True,True,,2584,223,91.36996904024768,122,20,83.60655737704919,57,11,80.7017543859649
experiment_20260821_162746,p01970,/home/dungbv/clau/result/eval_20260821_162746/p01970/p01970.ll,/home/dungbv/clau/result/eval_20260821_162746/p01970/p01970_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p01970/p01970_brightened.ll,True,True,,3585,321,91.0460251046025,176,24,86.36363636363636,82,15,81.70731707317073
experiment_20260821_162746,p02029,/home/dungbv/clau/result/eval_20260821_162746/p02029/p02029.ll,/home/dungbv/clau/result/eval_20260821_162746/p02029/p02029_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p02029/p02029_brightened.ll,True,True,,5775,1048,81.85281385281385,269,61,77.32342007434944,126,37,70.63492063492063
experiment_20260821_162746,p02100,/home/dungbv/clau/result/eval_20260821_162746/p02100/p02100.ll,/home/dungbv/clau/result/eval_20260821_162746/p02100/p02100_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p02100/p02100_brightened.ll,True,True,,2215,237,89.3002257336343,124,19,84.67741935483872,56,10,82.14285714285714
experiment_20260821_162746,p02289,/home/dungbv/clau/result/eval_20260821_162746/p02289/p02289.ll,/home/dungbv/clau/result/eval_20260821_162746/p02289/p02289_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p02289/p02289_brightened.ll,True,True,,8947,1877,79.02090086062368,432,66,84.72222222222221,205,31,84.8780487804878
experiment_20260821_162746,p02474,/home/dungbv/clau/result/eval_20260821_162746/p02474/p02474.ll,/home/dungbv/clau/result/eval_20260821_162746/p02474/p02474_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p02474/p02474_brightened.ll,True,True,,3373,160,95.2564482656389,166,20,87.95180722891565,79,12,84.81012658227847
experiment_20260821_162746,p02477,/home/dungbv/clau/result/eval_20260821_162746/p02477/p02477.ll,/home/dungbv/clau/result/eval_20260821_162746/p02477/p02477_final.ll,/home/dungbv/clau/result/eval_20260821_162746/p02477/p02477_brightened.ll,True,True,,20673,567,97.25729212015672,1120,52,95.35714285714286,548,30,94.52554744525547
