schema_version,experiment_id,run_id,sample_id,flow_id,artifact_flow_id,repeat_id,benchmark_name,record_type,attempt_index,generation_iteration,candidate_index,attempt_variant,model,model_version,temperature,top_p,max_tokens,input_tokens,output_tokens,total_tokens,estimated_cost,latency_seconds,prompt_path,response_path,candidate_source_path,candidate_source_hash,finish_reason,metadata_path,provenance,compile_command,compiler_version,compile_exit_code,compile_success,link_success,executable_created,executable_path,executable_hash,compile_time,diagnostics_path,failure_category,is_compile_repair_attempt
2.0,experiment_20260821_162746,3792aeb2c708a1c10e6b,p00008,F2,F2,0,s771404612,llm_attempt,2,2,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,248077,2549,250626,,83.13222289085388,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,3792aeb2c708a1c10e6b,p00008,F2,F2,0,s771404612,llm_attempt,3,2,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,248069,2557,250626,,84.78014183044434,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,3792aeb2c708a1c10e6b,p00008,F2,F2,0,s771404612,llm_attempt,4,3,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,247581,174,247755,,95.18941736221313,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter3.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter3.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovered_iter3.c,aeae2857b0ee39fa6faa0448cda0ba9ae5c82c9cf1d94ec4f8351463b0b5419b,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00008/F2/recovery_iter3.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,f53edf34c40640265464,p00008,F3,F3,0,s771404612,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,60985,189,61174,,31.22217321395874,/home/dungbv/clau/result/eval_20260821_162746/p00008/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F3/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00008/F3/recovered_iter1.c,2b5c4580b565db43fd15ff24f6c6451348e85a4aacb85ba2afb00c8e2ec28bd6,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00008/F3/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,3712abeed88b2ff45630,p00033,B1,B1,0,s763935897,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,19956,9746,29702,,16.53852152824402,/home/dungbv/clau/result/eval_20260821_162746/p00033/B1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/B1/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/B1/recovered_iter1.c,4d70830b729fa65c15f63c5799a6eaf54ae9a957dc05819d986394e2b742fe24,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/B1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,dbaa5890cd9dda4c08c9,p00033,B2,B2,0,s763935897,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,40803,500,41303,,19.909822463989258,/home/dungbv/clau/result/eval_20260821_162746/p00033/B2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/B2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/B2/recovered_iter1.c,0a3392623e6907afa889a7694222cf88c6ece58a6cd51cfef7957eeb0af0764d,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/B2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,ef250d6c539bf2b04fe0,p00033,F1,F1,0,s763935897,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,55369,668,56037,,23.357046842575073,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovered_iter1.c,246087f630755b35dccc8a05efdbcdd5d719734c6b41d65fe58336a67fb01145,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,ef250d6c539bf2b04fe0,p00033,F1,F1,0,s763935897,llm_attempt,2,2,2,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,59999,674,60673,,23.522244453430176,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter2.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovered_iter2.c,f1a46eb745281114d97954cc829e3fbe4d78769fae5ef12f00690525a83c3ffe,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/F1/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,2e9e7da455c5decd50c6,p00033,F2,F2,0,s763935897,llm_attempt,1,1,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,265760,2552,268312,,82.35973930358887,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,2e9e7da455c5decd50c6,p00033,F2,F2,0,s763935897,llm_attempt,2,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,265759,2553,268312,,73.71183061599731,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,2e9e7da455c5decd50c6,p00033,F2,F2,0,s763935897,llm_attempt,3,2,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,260820,563,261383,,73.04899644851685,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter2.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovered_iter2.c,945aa1dd5bf40cb1c9bf22c9ff42051ccabfaa7b24852ad46cde57cbb4d6b733,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,2e9e7da455c5decd50c6,p00033,F2,F2,0,s763935897,llm_attempt,4,3,2,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,238531,561,239092,,54.74442458152771,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter3.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter3.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovered_iter3.c,43e29886f31b7bf106c47b225d29da65619cd429220826f45ffa1c3a0d2814d0,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter3.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,2e9e7da455c5decd50c6,p00033,F2,F2,0,s763935897,llm_attempt,5,4,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,269916,2553,272469,,91.57334351539612,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter4.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter4.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00033/F2/recovery_iter4.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,a00256ee4ee4aa21c49b,p00033,F3,F3,0,s763935897,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,60518,712,61230,,26.187914848327637,/home/dungbv/clau/result/eval_20260821_162746/p00033/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F3/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00033/F3/recovered_iter1.c,83a0fc82aa3d90c54d5e0375423c6a99495946265403cada4fbc86296192b0e6,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00033/F3/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,181ad65294fa0e2813d4,p00165,B1,B1,0,s722254321,llm_attempt,1,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,21606,7358,28964,,57.5902886390686,/home/dungbv/clau/result/eval_20260821_162746/p00165/B1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/B1/recovery_iter1.response.txt,,,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00165/B1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,dba7f91551a5a2a7ee6b,p00165,B2,B2,0,s722254321,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,47662,330,47992,,73.70402550697327,/home/dungbv/clau/result/eval_20260821_162746/p00165/B2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/B2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/B2/recovered_iter1.c,61080eda58e3c6826988a679ca4b90a4375c3ddf22aa76cdde97d8e5a1090d35,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00165/B2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,854614b7a1d30cd522c9,p00165,F1,F1,0,s722254321,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,38167,428,38595,,51.9506254196167,/home/dungbv/clau/result/eval_20260821_162746/p00165/F1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F1/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F1/recovered_iter1.c,608814adc06ddd429986cf9adbdf1bc33b639410825b3f2590d7542b5c903a38,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00165/F1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,781b2b53c437ffd9152a,p00165,F2,F2,0,s722254321,llm_attempt,1,1,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,209178,2556,211734,,91.08033895492554,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,781b2b53c437ffd9152a,p00165,F2,F2,0,s722254321,llm_attempt,2,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,197859,447,198306,,69.94908690452576,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovered_iter1.c,b540402ae2420e6e3c5cb8d6a60642bcf52dbff0b68e0302c0f071a63fb32371,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,781b2b53c437ffd9152a,p00165,F2,F2,0,s722254321,llm_attempt,3,2,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,210145,2557,212702,,83.30398750305176,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,781b2b53c437ffd9152a,p00165,F2,F2,0,s722254321,llm_attempt,4,2,2,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,209121,447,209568,,88.39653873443604,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovered_iter2.c,0b3d95c85f17f126c5804d2c2bf958c76422598bb82a73484aa9ad8831107b17,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00165/F2/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,0c87085e00ffadb1c2d6,p00165,F3,F3,0,s722254321,llm_attempt,1,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,76583,2550,79133,,92.23749923706055,/home/dungbv/clau/result/eval_20260821_162746/p00165/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00165/F3/recovery_iter1.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00165/F3/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,e86d34af2534752bd2c8,p00327,B1,B1,0,s356526576,llm_attempt,1,1,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,24803,10757,35560,,28.22689700126648,/home/dungbv/clau/result/eval_20260821_162746/p00327/B1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/B1/recovery_iter1.response.txt,,,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00327/B1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,db725a0ed7f2bfa8f750,p00327,B2,B2,0,s356526576,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,30515,278,30793,,6.780946969985962,/home/dungbv/clau/result/eval_20260821_162746/p00327/B2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/B2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/B2/recovered_iter1.c,1e469db74a0d797c3c963193b66c719fba731f18e50583dbd9fabfc437e75f04,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00327/B2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,a3f83eb326c1d0c4461b,p00327,F1,F1,0,s356526576,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,69029,508,69537,,41.8374764919281,/home/dungbv/clau/result/eval_20260821_162746/p00327/F1/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F1/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F1/recovered_iter1.c,6bd757dae8935ad1b8bc27aadf295ac2eaea773a9901a05bb7019267c08a5b1d,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00327/F1/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,c4dbaa80e4ba2b56f57e,p00327,F2,F2,0,s356526576,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,249280,455,249735,,78.5086669921875,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovered_iter1.c,a78fe0e13393cbc2aa1f52bd7ac636135788f688f8ef42ea5a8c8ab48c462ebc,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,c4dbaa80e4ba2b56f57e,p00327,F2,F2,0,s356526576,llm_attempt,2,2,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,251291,2557,253848,,59.02691984176636,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,c4dbaa80e4ba2b56f57e,p00327,F2,F2,0,s356526576,llm_attempt,3,2,,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,251288,2560,253848,,87.78687596321106,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter2.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,c4dbaa80e4ba2b56f57e,p00327,F2,F2,0,s356526576,llm_attempt,4,3,,max_tokens,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,249735,2546,252281,,77.90114426612854,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.max_tokens.response.txt,,,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.max_tokens.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,c4dbaa80e4ba2b56f57e,p00327,F2,F2,0,s356526576,llm_attempt,5,3,2,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,249721,2560,252281,,96.7702362537384,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovered_iter3.c,a100bd37bfb8fc0ac40682c1c203158d89e3e2484e0233fe30c74d6e676a7392,MAX_TOKENS,/home/dungbv/clau/result/eval_20260821_162746/p00327/F2/recovery_iter3.meta.json,recorded_metadata,,,,,,,,,,,,
2.0,experiment_20260821_162746,0302277b78672077c8fc,p00327,F3,F3,0,s356526576,llm_attempt,1,1,1,primary,ag/gemini-3-flash-agent,gemini-default,0.05,0.9,65535,53953,532,54485,,25.433749198913574,/home/dungbv/clau/result/eval_20260821_162746/p00327/F3/recovery_iter1.prompt.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F3/recovery_iter1.response.txt,/home/dungbv/clau/result/eval_20260821_162746/p00327/F3/recovered_iter1.c,bd823b33fa1afb373266328839b45d202f055c70c95b42b5bf7b8da3b8e00770,STOP,/home/dungbv/clau/result/eval_20260821_162746/p00327/F3/recovery_iter1.meta.json,recorded_metadata,,,,,,,,,,,,
