flow_id,fuzz_generated_count,fuzz_executed_on_both_count,fuzz_valid_count,valid_input_rate_percent,executable_pair_execution_rate_percent,counterexample_replay_count,counterexample_replay_success_count,counterexample_reproducibility_rate_percent,inconclusive_count,inconclusive_rate_percent
F1,37078,36010,36010,97.11958573817357,97.11958573817357,160,160,100.0,0,0.0
F2,30078,27021,27011,89.80317840281934,89.83642529423499,90,90,100.0,0,0.0
F3,37085,36009,36000,97.07428879600917,97.09855736820818,186,186,100.0,0,0.0
F4,40095,39010,39006,97.28395061728395,97.29392692355655,266,266,100.0,0,0.0
F5,38101,32073,31911,83.75370725177817,84.17889294244245,426,426,100.0,0,0.0
F6,23098,22008,22007,95.27664732877305,95.28097670794008,156,156,100.0,0,0.0
