flow_id,completed_behavioral_validation_count,behavioral_pass_count,program_behavioral_pass_rate_percent,initial_behavioral_validation_count,initial_behavioral_pass_count,initial_behavioral_pass_rate_percent,final_behavioral_pass_rate_percent,input_match_macro_percent,input_match_micro_percent,input_match_median_percent,input_match_percent_bootstrap_ci_low,input_match_percent_bootstrap_ci_high,counterexample_sample_count,counterexample_detection_rate_percent,counterexample_ever_detected_rate_percent,final_counterexample_rate_percent
F1,37,36,97.2972972972973,37,27,72.97297297297297,97.2972972972973,97.29729729729729,99.97222993612885,100.0,91.89189189189189,100.0,1,2.7027027027027026,27.027027027027028,2.7027027027027026
F2,30,21,70.0,30,21,70.0,70.0,90.70477607544838,95.80541260967755,100.0,82.32550197168531,97.36444444444444,9,30.0,30.0,30.0
F3,37,36,97.2972972972973,37,25,67.56756756756756,97.2972972972973,97.29729729729729,99.97500000000001,100.0,91.89189189189189,100.0,1,2.7027027027027026,32.432432432432435,2.7027027027027026
F4,40,36,90.0,40,21,52.5,90.0,96.94499498997996,99.40521970978824,100.0,91.42998997995991,99.99749498997996,4,10.0,47.5,10.0
F5,38,24,63.1578947368421,38,14,36.84210526315789,63.1578947368421,70.30097172718084,82.62041302372222,100.0,56.092455939246314,83.6548619542839,14,36.84210526315789,63.1578947368421,36.84210526315789
F6,23,11,47.82608695652174,23,11,47.82608695652174,47.82608695652174,63.19980850415633,66.04716681056027,99.9,43.79961700831266,81.18695652173913,12,52.17391304347826,52.17391304347826,52.17391304347826
