sample_id,category,treatment,status,failure_reason,llm_calls,input_tokens,output_tokens,total_runtime_seconds,compile_success_first,compile_success_final,iteration1_outcome,compiler_attempts,compile_repair_rounds,behavioral_repair_rounds,behavior_before_repair,behavior_after_repair,fuzz_total,fuzz_matches,fuzz_trajectory_matches_mismatches_inconclusive,max_tokens_responses,instructions_raw,instructions_clean,instruction_reduction,basic_blocks_raw,basic_blocks_clean,bb_reduction,conditional_branches_raw,conditional_branches_clean,branches_reduction,prepared_binary_status,native_contract_status,native_output_class,native_contract_violations
h00013,numeric_bitwise,B1,PASS,PASS,2,27819,2210,23.9108145236969,False,True,REJECT_IMPORT_THUNK,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00013,numeric_bitwise,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,11506,234,9.957638502120972,True,True,FUZZ_280/720/0,1,0,0,"matches=280, mismatches=720","matches=280, mismatches=720",1000,280,i1:280/720/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00013,numeric_bitwise,B3,PASS,PASS,2,31485,594,25.56983494758606,True,True,FUZZ_253/747/0,2,0,1,"matches=253, mismatches=747","matches=1000, mismatches=0",1000,1000,i1:253/747/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00013,numeric_bitwise,F3-O1,PASS,PASS,1,18312,363,13.045212745666504,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1005,147,0.8537313432835821,101,17,0.8316831683168316,33,1,0.9696969696969697,PASS,non_compliant,compat_runnable,1
h00013,numeric_bitwise,F3-O2,PASS,PASS,1,17647,387,15.337942361831665,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1005,147,0.8537313432835821,101,17,0.8316831683168316,33,1,0.9696969696969697,PASS,non_compliant,compat_runnable,1
h00013,numeric_bitwise,F3-O3,PASS,PASS,1,19520,361,15.179943561553955,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1005,147,0.8537313432835821,101,17,0.8316831683168316,33,1,0.9696969696969697,PASS,non_compliant,compat_runnable,1
h00014,parsing_state_machine,B0,PASS,PASS,1,18601,4255,23.623055714000657,True,True,FUZZ_1000/0/0,1,0,0,,,1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00014,parsing_state_machine,B1,PASS,PASS,3,50975,9652,32.419638872146606,True,True,FUZZ_997/3/0,3,0,2,"matches=997, mismatches=3","matches=1000, mismatches=0",1000,1000,i1:997/3/0;i2:998/2/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00014,parsing_state_machine,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,15841,466,8.86012601852417,True,True,FUZZ_998/2/0,1,0,0,"matches=998, mismatches=2","matches=998, mismatches=2",1000,998,i1:998/2/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00014,parsing_state_machine,B3,PASS,PASS,2,37635,873,18.417956113815308,True,True,FUZZ_992/8/0,2,0,1,"matches=992, mismatches=8","matches=1000, mismatches=0",1000,1000,i1:992/8/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00014,parsing_state_machine,F3-O1,PASS,PASS,1,58904,505,20.597043752670288,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1862,1129,0.3936627282491944,159,47,0.7044025157232704,61,6,0.9016393442622951,FAIL,non_compliant,compat_runnable,7
h00014,parsing_state_machine,F3-O2,PASS,PASS,1,56904,453,18.326950550079346,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1862,1118,0.3995703544575725,159,47,0.7044025157232704,61,6,0.9016393442622951,FAIL,non_compliant,compat_runnable,7
h00014,parsing_state_machine,F3-O3,PASS,PASS,1,58951,438,22.505286693572998,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1862,1118,0.3995703544575725,159,47,0.7044025157232704,61,6,0.9016393442622951,FAIL,non_compliant,compat_runnable,7
h00015,structural_control_flow,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,12960,3360,17.423284243996022,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00015,structural_control_flow,B1,PASS,PASS,2,35493,3521,32.63188099861145,False,True,REJECT_PROCESS_ENTRY,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00015,structural_control_flow,B2,PASS,PASS,1,14778,319,9.096308708190918,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00015,structural_control_flow,B3,PASS,PASS,1,12878,328,7.562114000320435,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00015,structural_control_flow,F3-O1,PASS,PASS,1,24341,299,15.258108854293823,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1242,239,0.8075684380032206,121,29,0.7603305785123967,43,3,0.9302325581395349,PASS,non_compliant,compat_runnable,3
h00015,structural_control_flow,F3-O2,PASS,PASS,1,23160,310,14.601350545883179,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1242,239,0.8075684380032206,121,29,0.7603305785123967,43,3,0.9302325581395349,PASS,non_compliant,compat_runnable,3
h00015,structural_control_flow,F3-O3,PASS,PASS,1,23768,307,15.096245527267456,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1242,239,0.8075684380032206,121,29,0.7603305785123967,43,3,0.9302325581395349,PASS,non_compliant,compat_runnable,3
h00016,structural_control_flow,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,20288,3697,25.52960791700025,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00016,structural_control_flow,B1,PASS,PASS,3,61654,4825,53.674702644348145,False,True,REJECT_IMPORT_THUNK,2,0,1,"matches=25, mismatches=975","matches=1000, mismatches=0",1000,1000,i2:25/975/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00016,structural_control_flow,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,16809,330,12.35811448097229,True,True,FUZZ_941/59/0,1,0,0,"matches=941, mismatches=59","matches=941, mismatches=59",1000,941,i1:941/59/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00016,structural_control_flow,B3,PASS,PASS,2,38104,632,19.79050636291504,True,True,FUZZ_942/58/0,2,0,1,"matches=942, mismatches=58","matches=1000, mismatches=0",1000,1000,i1:942/58/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00016,structural_control_flow,F3-O1,PASS,PASS,1,41609,346,37.97792100906372,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1276,266,0.7915360501567398,123,31,0.7479674796747967,44,1,0.9772727272727273,FAIL,non_compliant,compat_runnable,2
h00016,structural_control_flow,F3-O2,PASS,PASS,3,235730,3489,154.23374891281128,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,1,1276,266,0.7915360501567398,123,31,0.7479674796747967,44,1,0.9772727272727273,FAIL,non_compliant,compat_runnable,2
h00016,structural_control_flow,F3-O3,PASS,PASS,2,73503,852,57.59531617164612,True,True,FUZZ_31/969/0,2,0,1,"matches=31, mismatches=969","matches=1000, mismatches=0",1000,1000,i1:31/969/0;i2:1000/0/0,0,1276,266,0.7915360501567398,123,31,0.7479674796747967,44,1,0.9772727272727273,FAIL,non_compliant,compat_runnable,2
h00017,parsing_state_machine,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,14660,3436,19.470922390006308,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00017,parsing_state_machine,B1,PASS,PASS,2,34726,2999,29.667463064193726,False,True,REJECT_MISSING_MAIN,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00017,parsing_state_machine,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,13690,370,8.141473293304443,True,True,FUZZ_990/10/0,1,0,0,"matches=990, mismatches=10","matches=990, mismatches=10",1000,990,i1:990/10/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00017,parsing_state_machine,B3,PASS,PASS,4,168282,3700,150.36222195625305,True,True,FUZZ_932/68/0,3,0,2,"matches=932, mismatches=68","matches=1000, mismatches=0",1000,1000,i1:932/68/0;i2:40/960/0;i3:1000/0/0,1,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00017,parsing_state_machine,F3-O1,PASS,PASS,1,48844,378,17.459543466567993,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1543,887,0.4251458198314971,120,42,0.65,42,4,0.9047619047619048,PASS,non_compliant,compat_runnable,14
h00017,parsing_state_machine,F3-O2,PASS,PASS,1,47721,383,17.391660928726196,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1543,865,0.4394037589112119,120,42,0.65,42,4,0.9047619047619048,PASS,non_compliant,compat_runnable,14
h00017,parsing_state_machine,F3-O3,PASS,PASS,1,48270,378,17.94981336593628,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1543,865,0.4394037589112119,120,42,0.65,42,4,0.9047619047619048,PASS,non_compliant,compat_runnable,14
h00018,structural_control_flow,B0,INCONCLUSIVE,RecoveryError: LLM response is incomplete: missing a real int main(...) definition.,1,23707,4576,26.512410540999554,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00018,structural_control_flow,B1,PASS,PASS,2,46458,4489,44.161614179611206,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00018,structural_control_flow,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,16135,405,7.897827863693237,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00018,structural_control_flow,B3,PASS,PASS,2,48230,872,28.720179796218872,True,True,FUZZ_705/295/0,2,0,1,"matches=705, mismatches=295","matches=1000, mismatches=0",1000,1000,i1:705/295/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00018,structural_control_flow,F3-O1,PASS,PASS,1,74859,427,43.7783899307251,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1539,915,0.40545808966861596,156,63,0.5961538461538461,60,4,0.9333333333333333,FAIL,non_compliant,compat_runnable,12
h00018,structural_control_flow,F3-O2,PASS,PASS,1,68155,406,30.679492473602295,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1539,901,0.41455490578297594,156,63,0.5961538461538461,60,4,0.9333333333333333,FAIL,non_compliant,compat_runnable,12
h00018,structural_control_flow,F3-O3,PASS,PASS,2,139432,828,63.165188789367676,True,True,FUZZ_863/137/0,2,0,1,"matches=863, mismatches=137","matches=1000, mismatches=0",1000,1000,i1:863/137/0;i2:1000/0/0,0,1539,901,0.41455490578297594,156,63,0.5961538461538461,60,4,0.9333333333333333,FAIL,non_compliant,compat_runnable,12
h00019,arrays_windows,B0,FAIL_COMPILE,LINKER_ERROR,1,15877,3665,18.815388076996896,False,False,COMPILE_LINKER_ERROR,1,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00019,arrays_windows,B1,PASS,PASS,2,40376,3609,35.33375668525696,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00019,arrays_windows,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,17963,347,11.786056756973267,True,True,FUZZ_381/619/0,1,0,0,"matches=381, mismatches=619","matches=381, mismatches=619",1000,381,i1:381/619/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00019,arrays_windows,B3,PASS,PASS,2,40272,777,20.988839149475098,True,True,FUZZ_601/399/0,2,0,1,"matches=601, mismatches=399","matches=1000, mismatches=0",1000,1000,i1:601/399/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00019,arrays_windows,F3-O1,PASS,PASS,2,83365,716,71.86523914337158,True,True,FUZZ_672/328/0,2,0,1,"matches=672, mismatches=328","matches=1000, mismatches=0",1000,1000,i1:672/328/0;i2:1000/0/0,0,1355,312,0.7697416974169742,137,38,0.7226277372262774,51,1,0.9803921568627451,FAIL,non_compliant,compat_runnable,2
h00019,arrays_windows,F3-O2,PASS,PASS,2,87094,746,78.17910766601562,True,True,FUZZ_460/540/0,2,0,1,"matches=460, mismatches=540","matches=1000, mismatches=0",1000,1000,i1:460/540/0;i2:1000/0/0,0,1355,312,0.7697416974169742,137,38,0.7226277372262774,51,1,0.9803921568627451,FAIL,non_compliant,compat_runnable,2
h00019,arrays_windows,F3-O3,PASS,PASS,2,84094,751,70.32704710960388,True,True,FUZZ_309/691/0,2,0,1,"matches=309, mismatches=691","matches=1000, mismatches=0",1000,1000,i1:309/691/0;i2:1000/0/0,0,1355,312,0.7697416974169742,137,38,0.7226277372262774,51,1,0.9803921568627451,FAIL,non_compliant,compat_runnable,2
h00020,arrays_windows,B0,FAIL_COMPILE,LINKER_ERROR,1,12984,2372,15.394122197998513,False,False,COMPILE_LINKER_ERROR,1,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00020,arrays_windows,B1,PASS,PASS,2,45882,6769,44.96000075340271,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00020,arrays_windows,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,16167,376,10.768160104751587,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00020,arrays_windows,B3,PASS,PASS,2,43146,650,29.677354335784912,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00020,arrays_windows,F3-O1,PASS,PASS,2,173805,760,117.72511005401611,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,1505,889,0.40930232558139534,125,47,0.624,44,8,0.8181818181818182,FAIL,non_compliant,compat_runnable,12
h00020,arrays_windows,F3-O2,PASS,PASS,2,138475,920,80.42808127403259,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,1505,885,0.4119601328903654,125,47,0.624,44,8,0.8181818181818182,FAIL,non_compliant,compat_runnable,12
h00020,arrays_windows,F3-O3,PASS,PASS,3,225803,3276,118.0523407459259,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,1,1505,885,0.4119601328903654,125,47,0.624,44,8,0.8181818181818182,FAIL,non_compliant,compat_runnable,12
h00021,parsing_state_machine,B0,FAIL_COMPILE,LINKER_ERROR,1,17126,2273,20.73005245799868,False,False,COMPILE_LINKER_ERROR,1,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00021,parsing_state_machine,B1,PASS,PASS,1,16358,2038,14.856167316436768,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00021,parsing_state_machine,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,15996,1180,11.31947374343872,True,True,FUZZ_848/152/0,1,0,0,"matches=848, mismatches=152","matches=848, mismatches=152",1000,848,i1:848/152/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00021,parsing_state_machine,B3,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,5,306445,9382,320.0612120628357,True,True,FUZZ_691/309/0,2,0,2,"matches=691, mismatches=309","matches=0, mismatches=1000",1000,0,i1:691/309/0;i3:0/1000/0,2,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00021,parsing_state_machine,F3-O1,PASS,PASS,1,49013,420,21.256223917007446,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1529,732,0.5212557226945717,114,44,0.6140350877192983,39,8,0.7948717948717948,PASS,non_compliant,compat_runnable,14
h00021,parsing_state_machine,F3-O2,PASS,PASS,4,304770,6943,197.68571090698242,True,True,FUZZ_930/70/0,2,0,1,"matches=930, mismatches=70","matches=1000, mismatches=0",1000,1000,i1:930/70/0;i3:1000/0/0,1,1529,728,0.5238718116415958,114,44,0.6140350877192983,39,8,0.7948717948717948,PASS,non_compliant,compat_runnable,14
h00021,parsing_state_machine,F3-O3,PASS,PASS,1,47956,456,20.761532068252563,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1529,728,0.5238718116415958,114,44,0.6140350877192983,39,8,0.7948717948717948,PASS,non_compliant,compat_runnable,14
h00022,numeric_bitwise,B0,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,10123,1082,17.630963720999716,True,True,FUZZ_4/996/0,1,0,0,,,1000,4,i1:4/996/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00022,numeric_bitwise,B1,PASS,PASS,2,48536,1425,51.924150228500366,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00022,numeric_bitwise,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,8963,227,8.460830926895142,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00022,numeric_bitwise,B3,PASS,PASS,2,35292,502,32.856383085250854,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00022,numeric_bitwise,F3-O1,PASS,PASS,3,144645,3423,134.7864167690277,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,1,693,220,0.6825396825396826,63,9,0.8571428571428571,13,1,0.9230769230769231,PASS,non_compliant,compat_runnable,4
h00022,numeric_bitwise,F3-O2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,5,223748,4323,192.5689079761505,True,True,FUZZ_0/1000/0,4,0,4,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0;i2:0/1000/0;i3:0/1000/0;i4:0/1000/0,1,693,208,0.6998556998556998,63,9,0.8571428571428571,13,1,0.9230769230769231,PASS,non_compliant,compat_runnable,4
h00022,numeric_bitwise,F3-O3,PASS,PASS,4,206729,5861,182.06071281433105,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i3:1000/0/0,1,693,208,0.6998556998556998,63,9,0.8571428571428571,13,1,0.9230769230769231,PASS,non_compliant,compat_runnable,4
h00023,arrays_windows,B0,PASS,PASS,1,19930,2761,27.628461758999038,True,True,FUZZ_1000/0/0,1,0,0,,,1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00023,arrays_windows,B1,PASS,PASS,1,17758,680,17.037216424942017,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00023,arrays_windows,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,14595,381,9.214446067810059,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00023,arrays_windows,B3,PASS,PASS,2,49757,754,33.39283895492554,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00023,arrays_windows,F3-O1,PASS,PASS,1,35493,387,26.35477614402771,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1402,305,0.782453637660485,133,34,0.7443609022556391,49,2,0.9591836734693877,PASS,non_compliant,compat_runnable,3
h00023,arrays_windows,F3-O2,PASS,PASS,1,29438,375,19.660962104797363,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1402,305,0.782453637660485,133,34,0.7443609022556391,49,2,0.9591836734693877,PASS,non_compliant,compat_runnable,3
h00023,arrays_windows,F3-O3,PASS,PASS,1,27665,454,19.159153938293457,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1402,305,0.782453637660485,133,34,0.7443609022556391,49,2,0.9591836734693877,PASS,non_compliant,compat_runnable,3
h00024,strings_encodings,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,13319,1957,20.473742062000383,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00024,strings_encodings,B1,PASS,PASS,2,29159,4800,20.735324144363403,False,True,COMPILE_LINKER_ERROR,2,1,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00024,strings_encodings,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,13543,256,11.175175189971924,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00024,strings_encodings,B3,PASS,PASS,3,66091,714,51.5045051574707,True,True,FUZZ_0/1000/0,3,0,2,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:0/1000/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00024,strings_encodings,F3-O1,PASS,PASS,1,56008,249,43.19042897224426,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1107,588,0.46883468834688347,94,30,0.6808510638297872,29,2,0.9310344827586207,FAIL,non_compliant,compat_runnable,12
h00024,strings_encodings,F3-O2,PASS,PASS,1,53578,283,37.76979970932007,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1107,583,0.47335140018066846,94,30,0.6808510638297872,29,2,0.9310344827586207,FAIL,non_compliant,compat_runnable,12
h00024,strings_encodings,F3-O3,PASS,PASS,2,42302,250,25.708019971847534,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1107,583,0.47335140018066846,94,30,0.6808510638297872,29,2,0.9310344827586207,FAIL,non_compliant,compat_runnable,12
h00025,structural_control_flow,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: decompiler undefined-width type.,1,18107,3431,22.042108941997867,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00025,structural_control_flow,B1,PASS,PASS,2,36616,3773,33.84324836730957,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00025,structural_control_flow,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,13152,293,8.05161452293396,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00025,structural_control_flow,B3,PASS,PASS,3,60587,867,37.81997776031494,True,True,FUZZ_0/1000/0,3,0,2,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:299/701/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00025,structural_control_flow,F3-O1,PASS,PASS,2,109956,691,46.40632462501526,True,True,FUZZ_124/876/0,2,0,1,"matches=124, mismatches=876","matches=1000, mismatches=0",1000,1000,i1:124/876/0;i2:1000/0/0,0,1281,761,0.4059328649492584,124,44,0.6451612903225806,43,5,0.8837209302325582,FAIL,non_compliant,compat_runnable,12
