dataset,level,sample_id,boundary,production_replay_valid,opcode,before,after,delta
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,ptrtoint,1,1,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,ret,2,1,-1
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,select,20,20,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,sext,22,22,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,shl,14,14,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,store,111,110,-1
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,switch,2,2,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,xor,8,8,0
own_v1,O1,h00028,bundle_post_opt_4_custom_cleanup,True,zext,11,11,0
own_v1,O1,h00029,main_default_opt_1,True,add,97,97,0
own_v1,O1,h00029,main_default_opt_1,True,alloca,9,7,-2
own_v1,O1,h00029,main_default_opt_1,True,and,40,39,-1
own_v1,O1,h00029,main_default_opt_1,True,br,67,69,2
own_v1,O1,h00029,main_default_opt_1,True,call,44,37,-7
own_v1,O1,h00029,main_default_opt_1,True,getelementptr,148,118,-30
own_v1,O1,h00029,main_default_opt_1,True,icmp,67,67,0
own_v1,O1,h00029,main_default_opt_1,True,inttoptr,41,40,-1
own_v1,O1,h00029,main_default_opt_1,True,load,211,183,-28
own_v1,O1,h00029,main_default_opt_1,True,lshr,26,26,0
own_v1,O1,h00029,main_default_opt_1,True,mul,2,2,0
own_v1,O1,h00029,main_default_opt_1,True,phi,30,45,15
own_v1,O1,h00029,main_default_opt_1,True,ptrtoint,4,4,0
own_v1,O1,h00029,main_default_opt_1,True,ret,12,9,-3
own_v1,O1,h00029,main_default_opt_1,True,select,33,33,0
own_v1,O1,h00029,main_default_opt_1,True,sext,5,5,0
own_v1,O1,h00029,main_default_opt_1,True,shl,11,11,0
own_v1,O1,h00029,main_default_opt_1,True,store,1058,1039,-19
own_v1,O1,h00029,main_default_opt_1,True,sub,2,2,0
own_v1,O1,h00029,main_default_opt_1,True,switch,6,6,0
own_v1,O1,h00029,main_default_opt_1,True,trunc,40,35,-5
own_v1,O1,h00029,main_default_opt_1,True,xor,50,50,0
own_v1,O1,h00029,main_default_opt_1,True,zext,68,68,0
own_v1,O1,h00029,main_default_opt_2,True,add,90,102,12
own_v1,O1,h00029,main_default_opt_2,True,alloca,6,6,0
own_v1,O1,h00029,main_default_opt_2,True,and,51,39,-12
own_v1,O1,h00029,main_default_opt_2,True,br,69,69,0
own_v1,O1,h00029,main_default_opt_2,True,call,35,33,-2
own_v1,O1,h00029,main_default_opt_2,True,getelementptr,125,122,-3
own_v1,O1,h00029,main_default_opt_2,True,icmp,91,79,-12
own_v1,O1,h00029,main_default_opt_2,True,inttoptr,34,34,0
own_v1,O1,h00029,main_default_opt_2,True,load,183,185,2
own_v1,O1,h00029,main_default_opt_2,True,lshr,26,26,0
own_v1,O1,h00029,main_default_opt_2,True,mul,2,2,0
own_v1,O1,h00029,main_default_opt_2,True,phi,45,45,0
own_v1,O1,h00029,main_default_opt_2,True,ptrtoint,10,10,0
own_v1,O1,h00029,main_default_opt_2,True,ret,9,9,0
own_v1,O1,h00029,main_default_opt_2,True,select,45,45,0
own_v1,O1,h00029,main_default_opt_2,True,sext,5,5,0
own_v1,O1,h00029,main_default_opt_2,True,shl,11,11,0
own_v1,O1,h00029,main_default_opt_2,True,store,1021,1023,2
own_v1,O1,h00029,main_default_opt_2,True,sub,14,2,-12
own_v1,O1,h00029,main_default_opt_2,True,switch,6,6,0
own_v1,O1,h00029,main_default_opt_2,True,trunc,35,35,0
own_v1,O1,h00029,main_default_opt_2,True,xor,50,50,0
own_v1,O1,h00029,main_default_opt_2,True,zext,68,68,0
own_v1,O1,h00029,bundle_default_opt_3,True,add,86,86,0
own_v1,O1,h00029,bundle_default_opt_3,True,alloca,6,6,0
own_v1,O1,h00029,bundle_default_opt_3,True,and,44,43,-1
own_v1,O1,h00029,bundle_default_opt_3,True,br,69,69,0
own_v1,O1,h00029,bundle_default_opt_3,True,call,41,41,0
own_v1,O1,h00029,bundle_default_opt_3,True,getelementptr,106,106,0
own_v1,O1,h00029,bundle_default_opt_3,True,icmp,63,63,0
own_v1,O1,h00029,bundle_default_opt_3,True,inttoptr,26,26,0
own_v1,O1,h00029,bundle_default_opt_3,True,load,190,144,-46
own_v1,O1,h00029,bundle_default_opt_3,True,lshr,26,26,0
own_v1,O1,h00029,bundle_default_opt_3,True,mul,2,2,0
own_v1,O1,h00029,bundle_default_opt_3,True,or,5,5,0
own_v1,O1,h00029,bundle_default_opt_3,True,phi,45,45,0
own_v1,O1,h00029,bundle_default_opt_3,True,ptrtoint,9,9,0
own_v1,O1,h00029,bundle_default_opt_3,True,ret,10,10,0
own_v1,O1,h00029,bundle_default_opt_3,True,select,29,29,0
own_v1,O1,h00029,bundle_default_opt_3,True,sext,5,5,0
own_v1,O1,h00029,bundle_default_opt_3,True,shl,11,11,0
own_v1,O1,h00029,bundle_default_opt_3,True,store,1022,944,-78
own_v1,O1,h00029,bundle_default_opt_3,True,sub,2,2,0
own_v1,O1,h00029,bundle_default_opt_3,True,switch,6,6,0
own_v1,O1,h00029,bundle_default_opt_3,True,trunc,35,35,0
own_v1,O1,h00029,bundle_default_opt_3,True,xor,50,50,0
own_v1,O1,h00029,bundle_default_opt_3,True,zext,68,68,0
own_v1,O1,h00029,bundle_default_opt_4,True,add,86,86,0
own_v1,O1,h00029,bundle_default_opt_4,True,alloca,6,6,0
own_v1,O1,h00029,bundle_default_opt_4,True,and,43,43,0
own_v1,O1,h00029,bundle_default_opt_4,True,br,69,69,0
own_v1,O1,h00029,bundle_default_opt_4,True,call,41,41,0
own_v1,O1,h00029,bundle_default_opt_4,True,getelementptr,106,106,0
own_v1,O1,h00029,bundle_default_opt_4,True,icmp,63,63,0
own_v1,O1,h00029,bundle_default_opt_4,True,inttoptr,26,26,0
own_v1,O1,h00029,bundle_default_opt_4,True,load,144,138,-6
own_v1,O1,h00029,bundle_default_opt_4,True,lshr,26,26,0
own_v1,O1,h00029,bundle_default_opt_4,True,mul,2,2,0
own_v1,O1,h00029,bundle_default_opt_4,True,or,5,4,-1
own_v1,O1,h00029,bundle_default_opt_4,True,phi,45,45,0
own_v1,O1,h00029,bundle_default_opt_4,True,ptrtoint,9,9,0
own_v1,O1,h00029,bundle_default_opt_4,True,ret,10,10,0
own_v1,O1,h00029,bundle_default_opt_4,True,select,29,29,0
own_v1,O1,h00029,bundle_default_opt_4,True,sext,5,5,0
own_v1,O1,h00029,bundle_default_opt_4,True,shl,11,11,0
own_v1,O1,h00029,bundle_default_opt_4,True,store,944,938,-6
own_v1,O1,h00029,bundle_default_opt_4,True,sub,2,2,0
own_v1,O1,h00029,bundle_default_opt_4,True,switch,6,6,0
own_v1,O1,h00029,bundle_default_opt_4,True,trunc,35,35,0
own_v1,O1,h00029,bundle_default_opt_4,True,xor,50,50,0
own_v1,O1,h00029,bundle_default_opt_4,True,zext,68,68,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,add,86,86,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,alloca,6,6,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,and,43,43,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,br,69,69,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,call,41,41,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,getelementptr,106,106,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,icmp,63,63,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,inttoptr,26,26,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,load,138,138,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,lshr,26,26,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,mul,2,2,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,or,4,4,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,phi,45,45,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,ptrtoint,9,8,-1
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,ret,10,10,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,select,29,29,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,sext,5,5,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,shl,11,11,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,store,938,813,-125
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,sub,2,2,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,switch,6,6,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,trunc,35,35,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,xor,50,50,0
own_v1,O1,h00029,bundle_post_opt_4_custom_cleanup,True,zext,68,67,-1
own_v1,O1,h00030,main_default_opt_1,True,add,74,68,-6
own_v1,O1,h00030,main_default_opt_1,True,alloca,9,7,-2
own_v1,O1,h00030,main_default_opt_1,True,and,26,25,-1
own_v1,O1,h00030,main_default_opt_1,True,br,94,92,-2
own_v1,O1,h00030,main_default_opt_1,True,call,34,22,-12
own_v1,O1,h00030,main_default_opt_1,True,getelementptr,155,138,-17
own_v1,O1,h00030,main_default_opt_1,True,icmp,51,50,-1
own_v1,O1,h00030,main_default_opt_1,True,inttoptr,22,20,-2
own_v1,O1,h00030,main_default_opt_1,True,load,164,147,-17
own_v1,O1,h00030,main_default_opt_1,True,lshr,20,19,-1
own_v1,O1,h00030,main_default_opt_1,True,mul,9,9,0
own_v1,O1,h00030,main_default_opt_1,True,phi,26,29,3
own_v1,O1,h00030,main_default_opt_1,True,ptrtoint,4,4,0
own_v1,O1,h00030,main_default_opt_1,True,ret,11,2,-9
own_v1,O1,h00030,main_default_opt_1,True,select,30,30,0
own_v1,O1,h00030,main_default_opt_1,True,sext,18,18,0
own_v1,O1,h00030,main_default_opt_1,True,shl,19,19,0
own_v1,O1,h00030,main_default_opt_1,True,store,1205,1149,-56
own_v1,O1,h00030,main_default_opt_1,True,sub,4,4,0
own_v1,O1,h00030,main_default_opt_1,True,switch,3,3,0
own_v1,O1,h00030,main_default_opt_1,True,trunc,19,17,-2
own_v1,O1,h00030,main_default_opt_1,True,xor,38,37,-1
own_v1,O1,h00030,main_default_opt_1,True,zext,43,41,-2
own_v1,O1,h00030,main_default_opt_2,True,add,55,49,-6
own_v1,O1,h00030,main_default_opt_2,True,alloca,4,4,0
own_v1,O1,h00030,main_default_opt_2,True,and,10,10,0
own_v1,O1,h00030,main_default_opt_2,True,br,92,88,-4
own_v1,O1,h00030,main_default_opt_2,True,call,10,4,-6
own_v1,O1,h00030,main_default_opt_2,True,getelementptr,93,92,-1
own_v1,O1,h00030,main_default_opt_2,True,icmp,38,34,-4
own_v1,O1,h00030,main_default_opt_2,True,inttoptr,23,19,-4
own_v1,O1,h00030,main_default_opt_2,True,load,75,81,6
own_v1,O1,h00030,main_default_opt_2,True,lshr,8,8,0
own_v1,O1,h00030,main_default_opt_2,True,mul,9,9,0
own_v1,O1,h00030,main_default_opt_2,True,phi,2,0,-2
own_v1,O1,h00030,main_default_opt_2,True,ptrtoint,1,1,0
own_v1,O1,h00030,main_default_opt_2,True,ret,2,2,0
own_v1,O1,h00030,main_default_opt_2,True,select,30,30,0
own_v1,O1,h00030,main_default_opt_2,True,sext,17,17,0
own_v1,O1,h00030,main_default_opt_2,True,shl,19,19,0
own_v1,O1,h00030,main_default_opt_2,True,store,122,128,6
own_v1,O1,h00030,main_default_opt_2,True,sub,4,4,0
own_v1,O1,h00030,main_default_opt_2,True,switch,3,2,-1
own_v1,O1,h00030,main_default_opt_2,True,trunc,1,0,-1
own_v1,O1,h00030,main_default_opt_2,True,xor,22,22,0
own_v1,O1,h00030,bundle_default_opt_3,True,add,42,36,-6
own_v1,O1,h00030,bundle_default_opt_3,True,alloca,4,4,0
own_v1,O1,h00030,bundle_default_opt_3,True,and,10,10,0
own_v1,O1,h00030,bundle_default_opt_3,True,br,88,88,0
own_v1,O1,h00030,bundle_default_opt_3,True,call,4,4,0
own_v1,O1,h00030,bundle_default_opt_3,True,getelementptr,99,37,-62
own_v1,O1,h00030,bundle_default_opt_3,True,icmp,34,34,0
own_v1,O1,h00030,bundle_default_opt_3,True,inttoptr,12,12,0
own_v1,O1,h00030,bundle_default_opt_3,True,load,81,81,0
own_v1,O1,h00030,bundle_default_opt_3,True,lshr,8,8,0
own_v1,O1,h00030,bundle_default_opt_3,True,mul,9,9,0
own_v1,O1,h00030,bundle_default_opt_3,True,ptrtoint,1,1,0
own_v1,O1,h00030,bundle_default_opt_3,True,ret,2,2,0
own_v1,O1,h00030,bundle_default_opt_3,True,select,30,30,0
own_v1,O1,h00030,bundle_default_opt_3,True,sext,17,17,0
own_v1,O1,h00030,bundle_default_opt_3,True,shl,19,19,0
own_v1,O1,h00030,bundle_default_opt_3,True,store,128,128,0
own_v1,O1,h00030,bundle_default_opt_3,True,sub,4,4,0
own_v1,O1,h00030,bundle_default_opt_3,True,switch,2,2,0
own_v1,O1,h00030,bundle_default_opt_3,True,xor,22,22,0
own_v1,O1,h00030,bundle_default_opt_4,True,add,36,36,0
own_v1,O1,h00030,bundle_default_opt_4,True,alloca,4,4,0
own_v1,O1,h00030,bundle_default_opt_4,True,and,10,10,0
own_v1,O1,h00030,bundle_default_opt_4,True,br,88,88,0
own_v1,O1,h00030,bundle_default_opt_4,True,call,4,4,0
own_v1,O1,h00030,bundle_default_opt_4,True,getelementptr,37,37,0
own_v1,O1,h00030,bundle_default_opt_4,True,icmp,34,34,0
own_v1,O1,h00030,bundle_default_opt_4,True,inttoptr,12,12,0
own_v1,O1,h00030,bundle_default_opt_4,True,load,81,81,0
own_v1,O1,h00030,bundle_default_opt_4,True,lshr,8,8,0
own_v1,O1,h00030,bundle_default_opt_4,True,mul,9,9,0
own_v1,O1,h00030,bundle_default_opt_4,True,ptrtoint,1,1,0
own_v1,O1,h00030,bundle_default_opt_4,True,ret,2,2,0
own_v1,O1,h00030,bundle_default_opt_4,True,select,30,30,0
own_v1,O1,h00030,bundle_default_opt_4,True,sext,17,17,0
own_v1,O1,h00030,bundle_default_opt_4,True,shl,19,19,0
own_v1,O1,h00030,bundle_default_opt_4,True,store,128,128,0
own_v1,O1,h00030,bundle_default_opt_4,True,sub,4,4,0
own_v1,O1,h00030,bundle_default_opt_4,True,switch,2,2,0
own_v1,O1,h00030,bundle_default_opt_4,True,xor,22,22,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,add,36,36,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,alloca,4,4,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,and,10,10,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,br,88,88,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,call,4,4,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,getelementptr,37,37,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,icmp,34,34,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,inttoptr,12,12,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,load,81,81,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,lshr,8,8,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,mul,9,9,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,ptrtoint,1,1,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,ret,2,1,-1
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,select,30,30,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,sext,17,17,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,shl,19,19,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,store,128,128,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,sub,4,4,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,switch,2,2,0
own_v1,O1,h00030,bundle_post_opt_4_custom_cleanup,True,xor,22,22,0
own_v1,O1,h00031,main_default_opt_1,True,add,56,56,0
own_v1,O1,h00031,main_default_opt_1,True,alloca,9,7,-2
own_v1,O1,h00031,main_default_opt_1,True,and,31,31,0
own_v1,O1,h00031,main_default_opt_1,True,br,57,58,1
own_v1,O1,h00031,main_default_opt_1,True,call,38,31,-7
own_v1,O1,h00031,main_default_opt_1,True,getelementptr,133,111,-22
own_v1,O1,h00031,main_default_opt_1,True,icmp,43,43,0
own_v1,O1,h00031,main_default_opt_1,True,inttoptr,23,23,0
own_v1,O1,h00031,main_default_opt_1,True,load,151,123,-28
own_v1,O1,h00031,main_default_opt_1,True,lshr,14,14,0
own_v1,O1,h00031,main_default_opt_1,True,mul,4,4,0
own_v1,O1,h00031,main_default_opt_1,True,phi,27,39,12
own_v1,O1,h00031,main_default_opt_1,True,ptrtoint,4,4,0
own_v1,O1,h00031,main_default_opt_1,True,ret,11,8,-3
own_v1,O1,h00031,main_default_opt_1,True,select,22,22,0
own_v1,O1,h00031,main_default_opt_1,True,sext,1,1,0
own_v1,O1,h00031,main_default_opt_1,True,shl,9,9,0
own_v1,O1,h00031,main_default_opt_1,True,store,938,920,-18
own_v1,O1,h00031,main_default_opt_1,True,switch,4,4,0
own_v1,O1,h00031,main_default_opt_1,True,trunc,26,21,-5
own_v1,O1,h00031,main_default_opt_1,True,xor,36,36,0
own_v1,O1,h00031,main_default_opt_1,True,zext,47,47,0
own_v1,O1,h00031,main_default_opt_2,True,add,46,46,0
own_v1,O1,h00031,main_default_opt_2,True,alloca,2,2,0
own_v1,O1,h00031,main_default_opt_2,True,and,31,31,0
own_v1,O1,h00031,main_default_opt_2,True,br,58,58,0
own_v1,O1,h00031,main_default_opt_2,True,call,21,20,-1
own_v1,O1,h00031,main_default_opt_2,True,getelementptr,78,71,-7
own_v1,O1,h00031,main_default_opt_2,True,icmp,43,43,0
own_v1,O1,h00031,main_default_opt_2,True,inttoptr,11,11,0
own_v1,O1,h00031,main_default_opt_2,True,load,123,125,2
own_v1,O1,h00031,main_default_opt_2,True,lshr,14,14,0
own_v1,O1,h00031,main_default_opt_2,True,mul,4,4,0
own_v1,O1,h00031,main_default_opt_2,True,phi,39,39,0
own_v1,O1,h00031,main_default_opt_2,True,ptrtoint,4,4,0
own_v1,O1,h00031,main_default_opt_2,True,ret,8,8,0
own_v1,O1,h00031,main_default_opt_2,True,select,22,22,0
own_v1,O1,h00031,main_default_opt_2,True,sext,1,1,0
own_v1,O1,h00031,main_default_opt_2,True,shl,9,9,0
own_v1,O1,h00031,main_default_opt_2,True,store,866,864,-2
own_v1,O1,h00031,main_default_opt_2,True,switch,4,4,0
own_v1,O1,h00031,main_default_opt_2,True,trunc,21,21,0
own_v1,O1,h00031,main_default_opt_2,True,xor,36,36,0
own_v1,O1,h00031,main_default_opt_2,True,zext,47,47,0
own_v1,O1,h00031,bundle_default_opt_3,True,add,45,45,0
own_v1,O1,h00031,bundle_default_opt_3,True,alloca,2,2,0
own_v1,O1,h00031,bundle_default_opt_3,True,and,31,31,0
own_v1,O1,h00031,bundle_default_opt_3,True,br,58,58,0
own_v1,O1,h00031,bundle_default_opt_3,True,call,19,19,0
own_v1,O1,h00031,bundle_default_opt_3,True,getelementptr,70,70,0
own_v1,O1,h00031,bundle_default_opt_3,True,icmp,43,43,0
own_v1,O1,h00031,bundle_default_opt_3,True,inttoptr,11,11,0
own_v1,O1,h00031,bundle_default_opt_3,True,load,124,88,-36
own_v1,O1,h00031,bundle_default_opt_3,True,lshr,14,14,0
own_v1,O1,h00031,bundle_default_opt_3,True,mul,4,4,0
own_v1,O1,h00031,bundle_default_opt_3,True,phi,33,33,0
own_v1,O1,h00031,bundle_default_opt_3,True,ptrtoint,1,1,0
own_v1,O1,h00031,bundle_default_opt_3,True,ret,8,8,0
own_v1,O1,h00031,bundle_default_opt_3,True,select,22,22,0
own_v1,O1,h00031,bundle_default_opt_3,True,shl,9,9,0
own_v1,O1,h00031,bundle_default_opt_3,True,store,699,657,-42
own_v1,O1,h00031,bundle_default_opt_3,True,switch,4,4,0
own_v1,O1,h00031,bundle_default_opt_3,True,trunc,21,21,0
own_v1,O1,h00031,bundle_default_opt_3,True,xor,36,36,0
own_v1,O1,h00031,bundle_default_opt_3,True,zext,37,37,0
own_v1,O1,h00031,bundle_default_opt_4,True,add,45,45,0
own_v1,O1,h00031,bundle_default_opt_4,True,alloca,2,2,0
own_v1,O1,h00031,bundle_default_opt_4,True,and,31,31,0
own_v1,O1,h00031,bundle_default_opt_4,True,br,58,58,0
own_v1,O1,h00031,bundle_default_opt_4,True,call,19,19,0
own_v1,O1,h00031,bundle_default_opt_4,True,getelementptr,70,70,0
own_v1,O1,h00031,bundle_default_opt_4,True,icmp,43,43,0
own_v1,O1,h00031,bundle_default_opt_4,True,inttoptr,11,11,0
own_v1,O1,h00031,bundle_default_opt_4,True,load,88,88,0
own_v1,O1,h00031,bundle_default_opt_4,True,lshr,14,14,0
own_v1,O1,h00031,bundle_default_opt_4,True,mul,4,4,0
own_v1,O1,h00031,bundle_default_opt_4,True,phi,33,33,0
own_v1,O1,h00031,bundle_default_opt_4,True,ptrtoint,1,1,0
own_v1,O1,h00031,bundle_default_opt_4,True,ret,8,8,0
own_v1,O1,h00031,bundle_default_opt_4,True,select,22,22,0
own_v1,O1,h00031,bundle_default_opt_4,True,shl,9,9,0
own_v1,O1,h00031,bundle_default_opt_4,True,store,657,657,0
own_v1,O1,h00031,bundle_default_opt_4,True,switch,4,4,0
own_v1,O1,h00031,bundle_default_opt_4,True,trunc,21,21,0
own_v1,O1,h00031,bundle_default_opt_4,True,xor,36,36,0
own_v1,O1,h00031,bundle_default_opt_4,True,zext,37,37,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,add,45,45,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,alloca,2,2,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,and,31,31,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,br,58,58,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,call,19,19,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,getelementptr,70,70,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,icmp,43,43,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,inttoptr,11,11,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,load,88,88,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,lshr,14,14,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,mul,4,4,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,phi,33,33,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,ptrtoint,1,1,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,ret,8,8,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,select,22,22,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,shl,9,9,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,store,657,570,-87
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,switch,4,4,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,trunc,21,21,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,xor,36,36,0
own_v1,O1,h00031,bundle_post_opt_4_custom_cleanup,True,zext,37,37,0
own_v1,O1,h00032,main_default_opt_1,True,add,29,29,0
own_v1,O1,h00032,main_default_opt_1,True,alloca,3,1,-2
own_v1,O1,h00032,main_default_opt_1,True,and,25,25,0
own_v1,O1,h00032,main_default_opt_1,True,br,54,55,1
own_v1,O1,h00032,main_default_opt_1,True,call,18,11,-7
own_v1,O1,h00032,main_default_opt_1,True,getelementptr,81,65,-16
own_v1,O1,h00032,main_default_opt_1,True,icmp,35,35,0
own_v1,O1,h00032,main_default_opt_1,True,inttoptr,12,12,0
own_v1,O1,h00032,main_default_opt_1,True,load,77,75,-2
own_v1,O1,h00032,main_default_opt_1,True,lshr,8,8,0
own_v1,O1,h00032,main_default_opt_1,True,phi,26,37,11
own_v1,O1,h00032,main_default_opt_1,True,ptrtoint,5,5,0
own_v1,O1,h00032,main_default_opt_1,True,ret,11,8,-3
own_v1,O1,h00032,main_default_opt_1,True,select,23,23,0
own_v1,O1,h00032,main_default_opt_1,True,sext,12,12,0
own_v1,O1,h00032,main_default_opt_1,True,shl,4,4,0
own_v1,O1,h00032,main_default_opt_1,True,store,696,678,-18
own_v1,O1,h00032,main_default_opt_1,True,switch,2,2,0
own_v1,O1,h00032,main_default_opt_1,True,trunc,14,10,-4
own_v1,O1,h00032,main_default_opt_1,True,xor,15,15,0
own_v1,O1,h00032,main_default_opt_1,True,zext,21,21,0
own_v1,O1,h00032,main_default_opt_2,True,add,26,26,0
own_v1,O1,h00032,main_default_opt_2,True,alloca,1,1,0
own_v1,O1,h00032,main_default_opt_2,True,and,27,25,-2
own_v1,O1,h00032,main_default_opt_2,True,br,55,55,0
own_v1,O1,h00032,main_default_opt_2,True,call,11,11,0
own_v1,O1,h00032,main_default_opt_2,True,getelementptr,66,63,-3
own_v1,O1,h00032,main_default_opt_2,True,icmp,37,33,-4
own_v1,O1,h00032,main_default_opt_2,True,inttoptr,9,9,0
own_v1,O1,h00032,main_default_opt_2,True,load,75,75,0
own_v1,O1,h00032,main_default_opt_2,True,lshr,8,8,0
own_v1,O1,h00032,main_default_opt_2,True,phi,37,37,0
own_v1,O1,h00032,main_default_opt_2,True,ptrtoint,5,5,0
own_v1,O1,h00032,main_default_opt_2,True,ret,8,8,0
own_v1,O1,h00032,main_default_opt_2,True,select,23,23,0
own_v1,O1,h00032,main_default_opt_2,True,sext,12,12,0
own_v1,O1,h00032,main_default_opt_2,True,shl,4,4,0
own_v1,O1,h00032,main_default_opt_2,True,store,678,678,0
own_v1,O1,h00032,main_default_opt_2,True,sub,2,0,-2
own_v1,O1,h00032,main_default_opt_2,True,switch,2,2,0
own_v1,O1,h00032,main_default_opt_2,True,trunc,10,10,0
own_v1,O1,h00032,main_default_opt_2,True,xor,15,15,0
own_v1,O1,h00032,main_default_opt_2,True,zext,21,21,0
own_v1,O1,h00032,bundle_default_opt_3,True,add,23,23,0
own_v1,O1,h00032,bundle_default_opt_3,True,alloca,1,1,0
own_v1,O1,h00032,bundle_default_opt_3,True,and,13,13,0
own_v1,O1,h00032,bundle_default_opt_3,True,br,55,55,0
own_v1,O1,h00032,bundle_default_opt_3,True,call,12,12,0
own_v1,O1,h00032,bundle_default_opt_3,True,getelementptr,57,57,0
own_v1,O1,h00032,bundle_default_opt_3,True,icmp,31,31,0
own_v1,O1,h00032,bundle_default_opt_3,True,inttoptr,8,8,0
own_v1,O1,h00032,bundle_default_opt_3,True,load,75,65,-10
own_v1,O1,h00032,bundle_default_opt_3,True,lshr,8,8,0
own_v1,O1,h00032,bundle_default_opt_3,True,phi,28,28,0
own_v1,O1,h00032,bundle_default_opt_3,True,ptrtoint,1,1,0
own_v1,O1,h00032,bundle_default_opt_3,True,ret,9,9,0
own_v1,O1,h00032,bundle_default_opt_3,True,select,19,19,0
own_v1,O1,h00032,bundle_default_opt_3,True,shl,4,4,0
