dataset,level,boundary,opcode,metric_n,total_before,total_after,total_delta,cases_changed
own_v1,O3,bundle_default_opt_4,trunc,28,416,416,0,0
own_v1,O3,bundle_default_opt_4,xor,40,779,777,-2,2
own_v1,O3,bundle_default_opt_4,zext,35,697,691,-6,4
own_v1,O3,bundle_post_opt_4_custom_cleanup,add,40,1497,1436,-61,2
own_v1,O3,bundle_post_opt_4_custom_cleanup,alloca,40,110,109,-1,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,and,40,720,686,-34,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,br,40,1427,1386,-41,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,call,40,573,560,-13,2
own_v1,O3,bundle_post_opt_4_custom_cleanup,getelementptr,40,1861,1825,-36,2
own_v1,O3,bundle_post_opt_4_custom_cleanup,icmp,40,1016,990,-26,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,inttoptr,40,578,549,-29,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,load,40,2711,2604,-107,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,lshr,33,327,315,-12,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,mul,34,135,132,-3,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,or,14,48,34,-14,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,phi,37,876,817,-59,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,ptrtoint,40,110,107,-3,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,ret,40,245,223,-22,18
own_v1,O3,bundle_post_opt_4_custom_cleanup,select,40,626,615,-11,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,shl,40,353,339,-14,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,store,40,11179,10710,-469,15
own_v1,O3,bundle_post_opt_4_custom_cleanup,switch,40,73,69,-4,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,trunc,28,416,397,-19,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,xor,40,777,753,-24,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,zext,35,691,656,-35,1
own_v1,O3,main_default_opt_1,sdiv,5,9,9,0,0
own_v1,O3,main_default_opt_1,unreachable,4,5,5,0,0
own_v1,O3,main_default_opt_2,sdiv,5,9,9,0,0
own_v1,O3,main_default_opt_2,unreachable,4,5,5,0,0
own_v1,O3,bundle_default_opt_3,sdiv,5,9,9,0,0
own_v1,O3,bundle_default_opt_3,sext,24,139,138,-1,1
own_v1,O3,bundle_default_opt_3,unreachable,4,5,5,0,0
own_v1,O3,bundle_default_opt_4,sdiv,5,9,9,0,0
own_v1,O3,bundle_default_opt_4,sext,24,138,138,0,0
own_v1,O3,bundle_default_opt_4,unreachable,4,5,5,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,sdiv,5,9,5,-4,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,sext,24,138,131,-7,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,unreachable,4,5,4,-1,1
own_v1,O3,main_default_opt_1,ashr,6,12,12,0,0
own_v1,O3,main_default_opt_1,sub,17,44,44,0,0
own_v1,O3,main_default_opt_2,ashr,5,11,11,0,0
own_v1,O3,bundle_default_opt_3,ashr,5,11,11,0,0
own_v1,O3,bundle_default_opt_3,sub,17,45,45,0,0
own_v1,O3,bundle_default_opt_4,ashr,5,11,11,0,0
own_v1,O3,bundle_default_opt_4,sub,17,45,45,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,ashr,5,11,6,-5,1
own_v1,O3,bundle_post_opt_4_custom_cleanup,sub,17,45,39,-6,1
own_v1,O3,main_default_opt_1,freeze,1,3,3,0,0
own_v1,O3,main_default_opt_1,urem,3,5,5,0,0
own_v1,O3,main_default_opt_2,freeze,1,3,3,0,0
own_v1,O3,main_default_opt_2,urem,3,5,5,0,0
own_v1,O3,bundle_default_opt_3,freeze,1,3,3,0,0
own_v1,O3,bundle_default_opt_3,urem,3,5,5,0,0
own_v1,O3,bundle_default_opt_4,freeze,1,3,3,0,0
own_v1,O3,bundle_default_opt_4,urem,3,5,5,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,freeze,1,3,3,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,urem,3,5,5,0,0
own_v1,O3,main_default_opt_1,srem,4,12,12,0,0
own_v1,O3,main_default_opt_2,srem,4,12,12,0,0
own_v1,O3,bundle_default_opt_3,srem,4,12,12,0,0
own_v1,O3,bundle_default_opt_4,srem,4,12,12,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,srem,4,12,9,-3,1
own_v1,O3,main_default_opt_1,udiv,2,2,2,0,0
own_v1,O3,main_default_opt_2,udiv,2,2,2,0,0
own_v1,O3,bundle_default_opt_3,udiv,1,1,1,0,0
own_v1,O3,bundle_default_opt_4,udiv,1,1,1,0,0
own_v1,O3,bundle_post_opt_4_custom_cleanup,udiv,1,1,1,0,0
